surgery_year,surgery_extent_bucket,histology_bucket,central_lnd_yes_no,n_specimens,n_examined_ok,n_positive_ok,n_both_ok,n_both_unresolved,pct_examined,pct_positive,pct_both
2010,total_or_near_total,other_histology,1,7,7.0,7.0,7.0,0.0,100.0,100.0,100.0
2010,total_or_near_total,unknown_histology,0,66,65.0,4.0,4.0,1.0,98.48,6.06,6.06
2010,total_or_near_total,unknown_histology,1,12,12.0,12.0,12.0,0.0,100.0,100.0,100.0
2011,lobectomy_hemi,FTC_family,0,7,7.0,0.0,0.0,0.0,100.0,0.0,0.0
2011,lobectomy_hemi,FTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2011,lobectomy_hemi,PTC_family,0,19,19.0,1.0,1.0,0.0,100.0,5.26,5.26
2011,lobectomy_hemi,PTC_family,1,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2011,lobectomy_hemi,other_histology,0,2,2.0,0.0,0.0,0.0,100.0,0.0,0.0
2011,lobectomy_hemi,unknown_histology,0,109,107.0,6.0,6.0,2.0,98.17,5.5,5.5
2011,lobectomy_hemi,unknown_histology,1,20,20.0,20.0,20.0,0.0,100.0,100.0,100.0
2011,other_or_mixed,FTC_family,0,3,3.0,0.0,0.0,0.0,100.0,0.0,0.0
2011,other_or_mixed,PTC_family,0,6,6.0,1.0,1.0,0.0,100.0,16.67,16.67
2011,other_or_mixed,other_histology,0,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2011,other_or_mixed,other_histology,1,3,3.0,1.0,1.0,0.0,100.0,33.33,33.33
2011,other_or_mixed,unknown_histology,0,10,6.0,1.0,1.0,4.0,60.0,10.0,10.0
2011,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2011,total_or_near_total,FTC_family,0,3,3.0,0.0,0.0,0.0,100.0,0.0,0.0
2011,total_or_near_total,FTC_family,1,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2011,total_or_near_total,PTC_family,0,26,26.0,4.0,4.0,0.0,100.0,15.38,15.38
2011,total_or_near_total,PTC_family,1,44,44.0,42.0,42.0,0.0,100.0,95.45,95.45
2011,total_or_near_total,other_histology,0,2,2.0,0.0,0.0,0.0,100.0,0.0,0.0
2011,total_or_near_total,other_histology,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2011,total_or_near_total,unknown_histology,0,60,59.0,1.0,1.0,1.0,98.33,1.67,1.67
2011,total_or_near_total,unknown_histology,1,12,12.0,12.0,12.0,0.0,100.0,100.0,100.0
2012,lobectomy_hemi,FTC_family,0,6,6.0,0.0,0.0,0.0,100.0,0.0,0.0
2012,lobectomy_hemi,FTC_family,1,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2012,lobectomy_hemi,PTC_family,0,37,37.0,2.0,2.0,0.0,100.0,5.41,5.41
2012,lobectomy_hemi,PTC_family,1,11,11.0,11.0,11.0,0.0,100.0,100.0,100.0
2012,lobectomy_hemi,unknown_histology,0,104,103.0,2.0,2.0,1.0,99.04,1.92,1.92
2012,lobectomy_hemi,unknown_histology,1,11,11.0,11.0,11.0,0.0,100.0,100.0,100.0
2012,other_or_mixed,FTC_family,0,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2012,other_or_mixed,other_histology,0,12,12.0,12.0,12.0,0.0,100.0,100.0,100.0
2012,other_or_mixed,unknown_histology,0,14,11.0,3.0,3.0,3.0,78.57,21.43,21.43
2012,other_or_mixed,unknown_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2012,total_or_near_total,FTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2012,total_or_near_total,FTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2012,total_or_near_total,PTC_family,0,30,30.0,10.0,10.0,0.0,100.0,33.33,33.33
2012,total_or_near_total,PTC_family,1,42,42.0,42.0,42.0,0.0,100.0,100.0,100.0
2012,total_or_near_total,other_histology,0,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2012,total_or_near_total,other_histology,1,7,7.0,5.0,5.0,0.0,100.0,71.43,71.43
2012,total_or_near_total,unknown_histology,0,87,86.0,4.0,4.0,1.0,98.85,4.6,4.6
2012,total_or_near_total,unknown_histology,1,14,14.0,14.0,14.0,0.0,100.0,100.0,100.0
2013,lobectomy_hemi,FTC_family,0,3,3.0,0.0,0.0,0.0,100.0,0.0,0.0
2013,lobectomy_hemi,PTC_family,0,49,49.0,4.0,4.0,0.0,100.0,8.16,8.16
2013,lobectomy_hemi,PTC_family,1,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2013,lobectomy_hemi,other_histology,0,2,2.0,0.0,0.0,0.0,100.0,0.0,0.0
2013,lobectomy_hemi,unknown_histology,0,139,136.0,3.0,3.0,3.0,97.84,2.16,2.16
2013,lobectomy_hemi,unknown_histology,1,13,13.0,13.0,13.0,0.0,100.0,100.0,100.0
2013,other_or_mixed,FTC_family,0,2,2.0,0.0,0.0,0.0,100.0,0.0,0.0
2013,other_or_mixed,PTC_family,0,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2013,other_or_mixed,other_histology,0,7,7.0,6.0,6.0,0.0,100.0,85.71,85.71
2013,other_or_mixed,other_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2013,other_or_mixed,unknown_histology,0,13,9.0,1.0,1.0,4.0,69.23,7.69,7.69
2013,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2013,total_or_near_total,FTC_family,0,3,3.0,1.0,1.0,0.0,100.0,33.33,33.33
2013,total_or_near_total,PTC_family,0,57,57.0,5.0,5.0,0.0,100.0,8.77,8.77
2013,total_or_near_total,PTC_family,1,61,61.0,59.0,59.0,0.0,100.0,96.72,96.72
2013,total_or_near_total,other_histology,0,3,3.0,1.0,1.0,0.0,100.0,33.33,33.33
2013,total_or_near_total,other_histology,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2013,total_or_near_total,unknown_histology,0,120,119.0,4.0,4.0,1.0,99.17,3.33,3.33
2013,total_or_near_total,unknown_histology,1,39,39.0,39.0,39.0,0.0,100.0,100.0,100.0
2013,unknown_procedure,unknown_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2014,lobectomy_hemi,FTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2014,lobectomy_hemi,FTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2014,lobectomy_hemi,PTC_family,0,37,37.0,0.0,0.0,0.0,100.0,0.0,0.0
2014,lobectomy_hemi,PTC_family,1,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2014,lobectomy_hemi,other_histology,0,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2014,lobectomy_hemi,unknown_histology,0,147,145.0,2.0,2.0,2.0,98.64,1.36,1.36
2014,lobectomy_hemi,unknown_histology,1,21,21.0,21.0,21.0,0.0,100.0,100.0,100.0
2014,other_or_mixed,PTC_family,0,5,5.0,0.0,0.0,0.0,100.0,0.0,0.0
2014,other_or_mixed,PTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2014,other_or_mixed,other_histology,0,13,13.0,10.0,10.0,0.0,100.0,76.92,76.92
2014,other_or_mixed,other_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2014,other_or_mixed,unknown_histology,0,16,13.0,1.0,0.0,2.0,81.25,6.25,0.0
2014,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2014,total_or_near_total,FTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2014,total_or_near_total,FTC_family,1,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2014,total_or_near_total,PTC_family,0,49,49.0,3.0,3.0,0.0,100.0,6.12,6.12
2014,total_or_near_total,PTC_family,1,66,66.0,63.0,63.0,0.0,100.0,95.45,95.45
2014,total_or_near_total,other_histology,0,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2014,total_or_near_total,other_histology,1,8,8.0,8.0,8.0,0.0,100.0,100.0,100.0
2014,total_or_near_total,unknown_histology,0,126,126.0,1.0,1.0,0.0,100.0,0.79,0.79
2014,total_or_near_total,unknown_histology,1,35,35.0,34.0,34.0,0.0,100.0,97.14,97.14
2015,lobectomy_hemi,FTC_family,0,4,4.0,0.0,0.0,0.0,100.0,0.0,0.0
2015,lobectomy_hemi,FTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2015,lobectomy_hemi,PTC_family,0,41,41.0,8.0,8.0,0.0,100.0,19.51,19.51
2015,lobectomy_hemi,PTC_family,1,17,17.0,17.0,17.0,0.0,100.0,100.0,100.0
2015,lobectomy_hemi,other_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2015,lobectomy_hemi,unknown_histology,0,133,131.0,6.0,6.0,2.0,98.5,4.51,4.51
2015,lobectomy_hemi,unknown_histology,1,24,24.0,24.0,24.0,0.0,100.0,100.0,100.0
2015,other_or_mixed,PTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2015,other_or_mixed,PTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2015,other_or_mixed,other_histology,0,7,7.0,7.0,7.0,0.0,100.0,100.0,100.0
2015,other_or_mixed,other_histology,1,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2015,other_or_mixed,unknown_histology,0,9,7.0,1.0,1.0,2.0,77.78,11.11,11.11
2015,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2015,total_or_near_total,FTC_family,0,2,2.0,1.0,1.0,0.0,100.0,50.0,50.0
2015,total_or_near_total,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2015,total_or_near_total,PTC_family,0,49,49.0,7.0,7.0,0.0,100.0,14.29,14.29
2015,total_or_near_total,PTC_family,1,70,70.0,68.0,68.0,0.0,100.0,97.14,97.14
2015,total_or_near_total,other_histology,0,2,2.0,0.0,0.0,0.0,100.0,0.0,0.0
2015,total_or_near_total,other_histology,1,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2015,total_or_near_total,unknown_histology,0,145,143.0,2.0,2.0,2.0,98.62,1.38,1.38
2015,total_or_near_total,unknown_histology,1,29,29.0,29.0,29.0,0.0,100.0,100.0,100.0
2016,lobectomy_hemi,FTC_family,0,6,4.0,1.0,1.0,2.0,66.67,16.67,16.67
2016,lobectomy_hemi,FTC_family,1,5,5.0,3.0,3.0,0.0,100.0,60.0,60.0
2016,lobectomy_hemi,PTC_family,0,35,35.0,3.0,3.0,0.0,100.0,8.57,8.57
2016,lobectomy_hemi,PTC_family,1,11,11.0,11.0,11.0,0.0,100.0,100.0,100.0
2016,lobectomy_hemi,other_histology,0,3,3.0,0.0,0.0,0.0,100.0,0.0,0.0
2016,lobectomy_hemi,other_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2016,lobectomy_hemi,unknown_histology,0,114,110.0,3.0,3.0,4.0,96.49,2.63,2.63
2016,lobectomy_hemi,unknown_histology,1,19,19.0,19.0,19.0,0.0,100.0,100.0,100.0
2016,other_or_mixed,FTC_family,0,3,3.0,2.0,2.0,0.0,100.0,66.67,66.67
2016,other_or_mixed,other_histology,0,13,8.0,5.0,5.0,5.0,61.54,38.46,38.46
2016,other_or_mixed,other_histology,1,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2016,other_or_mixed,unknown_histology,0,15,11.0,1.0,1.0,4.0,73.33,6.67,6.67
2016,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2016,total_or_near_total,FTC_family,0,9,9.0,1.0,1.0,0.0,100.0,11.11,11.11
2016,total_or_near_total,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2016,total_or_near_total,PTC_family,0,41,41.0,4.0,4.0,0.0,100.0,9.76,9.76
2016,total_or_near_total,PTC_family,1,66,66.0,65.0,65.0,0.0,100.0,98.48,98.48
2016,total_or_near_total,other_histology,0,8,8.0,2.0,2.0,0.0,100.0,25.0,25.0
2016,total_or_near_total,other_histology,1,7,7.0,7.0,7.0,0.0,100.0,100.0,100.0
2016,total_or_near_total,unknown_histology,0,116,112.0,3.0,3.0,4.0,96.55,2.59,2.59
2016,total_or_near_total,unknown_histology,1,32,32.0,32.0,32.0,0.0,100.0,100.0,100.0
2017,lobectomy_hemi,FTC_family,0,4,4.0,0.0,0.0,0.0,100.0,0.0,0.0
2017,lobectomy_hemi,FTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2017,lobectomy_hemi,PTC_family,0,57,56.0,4.0,4.0,1.0,98.25,7.02,7.02
2017,lobectomy_hemi,PTC_family,1,21,20.0,20.0,19.0,0.0,95.24,95.24,90.48
2017,lobectomy_hemi,other_histology,0,6,6.0,0.0,0.0,0.0,100.0,0.0,0.0
2017,lobectomy_hemi,other_histology,1,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2017,lobectomy_hemi,unknown_histology,0,185,169.0,8.0,8.0,16.0,91.35,4.32,4.32
2017,lobectomy_hemi,unknown_histology,1,26,26.0,26.0,26.0,0.0,100.0,100.0,100.0
2017,other_or_mixed,PTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2017,other_or_mixed,other_histology,0,22,22.0,20.0,20.0,0.0,100.0,90.91,90.91
2017,other_or_mixed,other_histology,1,4,4.0,3.0,3.0,0.0,100.0,75.0,75.0
2017,other_or_mixed,unknown_histology,0,9,8.0,1.0,1.0,1.0,88.89,11.11,11.11
2017,other_or_mixed,unknown_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2017,total_or_near_total,FTC_family,0,6,6.0,0.0,0.0,0.0,100.0,0.0,0.0
2017,total_or_near_total,FTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2017,total_or_near_total,PTC_family,0,48,48.0,4.0,4.0,0.0,100.0,8.33,8.33
2017,total_or_near_total,PTC_family,1,95,95.0,92.0,92.0,0.0,100.0,96.84,96.84
2017,total_or_near_total,other_histology,0,5,5.0,2.0,2.0,0.0,100.0,40.0,40.0
2017,total_or_near_total,other_histology,1,6,6.0,5.0,5.0,0.0,100.0,83.33,83.33
2017,total_or_near_total,unknown_histology,0,147,132.0,7.0,7.0,15.0,89.8,4.76,4.76
2017,total_or_near_total,unknown_histology,1,38,38.0,38.0,38.0,0.0,100.0,100.0,100.0
2018,lobectomy_hemi,FTC_family,0,6,5.0,0.0,0.0,1.0,83.33,0.0,0.0
2018,lobectomy_hemi,FTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2018,lobectomy_hemi,PTC_family,0,52,46.0,0.0,0.0,6.0,88.46,0.0,0.0
2018,lobectomy_hemi,PTC_family,1,28,28.0,27.0,27.0,0.0,100.0,96.43,96.43
2018,lobectomy_hemi,other_histology,0,9,6.0,0.0,0.0,3.0,66.67,0.0,0.0
2018,lobectomy_hemi,other_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2018,lobectomy_hemi,unknown_histology,0,169,63.0,3.0,3.0,106.0,37.28,1.78,1.78
2018,lobectomy_hemi,unknown_histology,1,22,22.0,22.0,22.0,0.0,100.0,100.0,100.0
2018,other_or_mixed,PTC_family,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2018,other_or_mixed,other_histology,0,11,11.0,11.0,11.0,0.0,100.0,100.0,100.0
2018,other_or_mixed,other_histology,1,6,6.0,6.0,6.0,0.0,100.0,100.0,100.0
2018,other_or_mixed,unknown_histology,0,21,4.0,0.0,0.0,17.0,19.05,0.0,0.0
2018,total_or_near_total,FTC_family,0,5,4.0,0.0,0.0,1.0,80.0,0.0,0.0
2018,total_or_near_total,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2018,total_or_near_total,PTC_family,0,44,44.0,6.0,6.0,0.0,100.0,13.64,13.64
2018,total_or_near_total,PTC_family,1,98,98.0,98.0,98.0,0.0,100.0,100.0,100.0
2018,total_or_near_total,other_histology,0,5,5.0,0.0,0.0,0.0,100.0,0.0,0.0
2018,total_or_near_total,other_histology,1,6,6.0,6.0,6.0,0.0,100.0,100.0,100.0
2018,total_or_near_total,unknown_histology,0,133,45.0,4.0,4.0,88.0,33.83,3.01,3.01
2018,total_or_near_total,unknown_histology,1,29,29.0,29.0,29.0,0.0,100.0,100.0,100.0
2019,lobectomy_hemi,FTC_family,0,7,6.0,0.0,0.0,1.0,85.71,0.0,0.0
2019,lobectomy_hemi,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2019,lobectomy_hemi,PTC_family,0,78,74.0,4.0,4.0,4.0,94.87,5.13,5.13
2019,lobectomy_hemi,PTC_family,1,28,28.0,28.0,28.0,0.0,100.0,100.0,100.0
2019,lobectomy_hemi,other_histology,0,10,7.0,0.0,0.0,3.0,70.0,0.0,0.0
2019,lobectomy_hemi,other_histology,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2019,lobectomy_hemi,unknown_histology,0,221,22.0,8.0,8.0,199.0,9.95,3.62,3.62
2019,lobectomy_hemi,unknown_histology,1,29,29.0,29.0,29.0,0.0,100.0,100.0,100.0
2019,other_or_mixed,PTC_family,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,other_or_mixed,other_histology,0,9,9.0,9.0,9.0,0.0,100.0,100.0,100.0
2019,other_or_mixed,other_histology,1,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2019,other_or_mixed,unknown_histology,0,18,2.0,2.0,2.0,16.0,11.11,11.11,11.11
2019,other_or_mixed,unknown_histology,1,2,2.0,2.0,2.0,0.0,100.0,100.0,100.0
2019,total_or_near_total,FTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2019,total_or_near_total,FTC_family,1,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2019,total_or_near_total,PTC_family,0,84,83.0,10.0,10.0,1.0,98.81,11.9,11.9
2019,total_or_near_total,PTC_family,1,128,127.0,124.0,124.0,1.0,99.22,96.88,96.88
2019,total_or_near_total,other_histology,0,8,5.0,2.0,2.0,3.0,62.5,25.0,25.0
2019,total_or_near_total,other_histology,1,7,7.0,7.0,7.0,0.0,100.0,100.0,100.0
2019,total_or_near_total,unknown_histology,0,182,9.0,1.0,1.0,173.0,4.95,0.55,0.55
2019,total_or_near_total,unknown_histology,1,39,38.0,38.0,38.0,1.0,97.44,97.44,97.44
2020,lobectomy_hemi,FTC_family,0,15,12.0,0.0,0.0,3.0,80.0,0.0,0.0
2020,lobectomy_hemi,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2020,lobectomy_hemi,PTC_family,0,79,78.0,7.0,7.0,1.0,98.73,8.86,8.86
2020,lobectomy_hemi,PTC_family,1,20,20.0,20.0,20.0,0.0,100.0,100.0,100.0
2020,lobectomy_hemi,other_histology,0,17,10.0,3.0,3.0,7.0,58.82,17.65,17.65
2020,lobectomy_hemi,other_histology,1,6,6.0,6.0,6.0,0.0,100.0,100.0,100.0
2020,lobectomy_hemi,unknown_histology,0,158,12.0,3.0,3.0,146.0,7.59,1.9,1.9
2020,lobectomy_hemi,unknown_histology,1,32,31.0,32.0,31.0,0.0,96.88,100.0,96.88
2020,other_or_mixed,PTC_family,0,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0
2020,other_or_mixed,other_histology,0,29,27.0,27.0,27.0,2.0,93.1,93.1,93.1
2020,other_or_mixed,unknown_histology,0,25,5.0,3.0,3.0,20.0,20.0,12.0,12.0
2020,other_or_mixed,unknown_histology,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2020,total_or_near_total,FTC_family,0,7,7.0,0.0,0.0,0.0,100.0,0.0,0.0
2020,total_or_near_total,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2020,total_or_near_total,PTC_family,0,59,56.0,16.0,16.0,3.0,94.92,27.12,27.12
2020,total_or_near_total,PTC_family,1,85,85.0,85.0,85.0,0.0,100.0,100.0,100.0
2020,total_or_near_total,other_histology,0,5,4.0,3.0,3.0,1.0,80.0,60.0,60.0
2020,total_or_near_total,other_histology,1,16,16.0,16.0,16.0,0.0,100.0,100.0,100.0
2020,total_or_near_total,unknown_histology,0,150,15.0,7.0,7.0,135.0,10.0,4.67,4.67
2020,total_or_near_total,unknown_histology,1,46,45.0,46.0,45.0,0.0,97.83,100.0,97.83
2021,lobectomy_hemi,FTC_family,0,22,19.0,1.0,1.0,3.0,86.36,4.55,4.55
2021,lobectomy_hemi,FTC_family,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2021,lobectomy_hemi,PTC_family,0,68,61.0,2.0,2.0,7.0,89.71,2.94,2.94
2021,lobectomy_hemi,PTC_family,1,24,23.0,24.0,23.0,0.0,95.83,100.0,95.83
2021,lobectomy_hemi,other_histology,0,13,10.0,6.0,6.0,3.0,76.92,46.15,46.15
2021,lobectomy_hemi,other_histology,1,4,4.0,4.0,4.0,0.0,100.0,100.0,100.0
2021,lobectomy_hemi,unknown_histology,0,167,15.0,8.0,7.0,151.0,8.98,4.79,4.19
2021,lobectomy_hemi,unknown_histology,1,27,27.0,27.0,27.0,0.0,100.0,100.0,100.0
2021,other_or_mixed,FTC_family,0,3,3.0,3.0,3.0,0.0,100.0,100.0,100.0
2021,other_or_mixed,other_histology,0,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2021,other_or_mixed,other_histology,1,10,10.0,10.0,10.0,0.0,100.0,100.0,100.0
2021,other_or_mixed,unknown_histology,0,17,2.0,2.0,2.0,15.0,11.76,11.76,11.76
2021,total_or_near_total,FTC_family,0,13,11.0,0.0,0.0,2.0,84.62,0.0,0.0
2021,total_or_near_total,FTC_family,1,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2021,total_or_near_total,PTC_family,0,72,70.0,18.0,18.0,2.0,97.22,25.0,25.0
2021,total_or_near_total,PTC_family,1,106,106.0,106.0,106.0,0.0,100.0,100.0,100.0
2021,total_or_near_total,other_histology,0,9,8.0,5.0,5.0,1.0,88.89,55.56,55.56
2021,total_or_near_total,other_histology,1,8,8.0,8.0,8.0,0.0,100.0,100.0,100.0
2021,total_or_near_total,unknown_histology,0,151,11.0,1.0,1.0,140.0,7.28,0.66,0.66
2021,total_or_near_total,unknown_histology,1,32,32.0,32.0,32.0,0.0,100.0,100.0,100.0
2022,lobectomy_hemi,FTC_family,0,31,30.0,0.0,0.0,1.0,96.77,0.0,0.0
2022,lobectomy_hemi,FTC_family,1,12,12.0,12.0,12.0,0.0,100.0,100.0,100.0
2022,lobectomy_hemi,PTC_family,0,55,54.0,8.0,8.0,1.0,98.18,14.55,14.55
2022,lobectomy_hemi,PTC_family,1,35,35.0,34.0,34.0,0.0,100.0,97.14,97.14
2022,lobectomy_hemi,other_histology,0,14,5.0,1.0,1.0,9.0,35.71,7.14,7.14
2022,lobectomy_hemi,other_histology,1,8,8.0,6.0,6.0,0.0,100.0,75.0,75.0
2022,lobectomy_hemi,unknown_histology,0,202,15.0,7.0,7.0,187.0,7.43,3.47,3.47
2022,lobectomy_hemi,unknown_histology,1,33,33.0,33.0,33.0,0.0,100.0,100.0,100.0
2022,other_or_mixed,FTC_family,0,5,4.0,2.0,2.0,1.0,80.0,40.0,40.0
2022,other_or_mixed,PTC_family,0,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2022,other_or_mixed,PTC_family,1,1,1.0,1.0,1.0,0.0,100.0,100.0,100.0
2022,other_or_mixed,other_histology,0,30,29.0,29.0,29.0,1.0,96.67,96.67,96.67
2022,other_or_mixed,other_histology,1,9,9.0,9.0,9.0,0.0,100.0,100.0,100.0
2022,other_or_mixed,unknown_histology,0,20,5.0,5.0,5.0,15.0,25.0,25.0,25.0
2022,total_or_near_total,FTC_family,0,8,7.0,0.0,0.0,1.0,87.5,0.0,0.0
2022,total_or_near_total,FTC_family,1,5,5.0,5.0,5.0,0.0,100.0,100.0,100.0
2022,total_or_near_total,PTC_family,0,56,56.0,18.0,18.0,0.0,100.0,32.14,32.14
2022,total_or_near_total,PTC_family,1,71,70.0,70.0,70.0,1.0,98.59,98.59,98.59
2022,total_or_near_total,other_histology,0,14,11.0,1.0,1.0,3.0,78.57,7.14,7.14
2022,total_or_near_total,other_histology,1,9,9.0,9.0,9.0,0.0,100.0,100.0,100.0
2022,total_or_near_total,unknown_histology,0,155,9.0,10.0,7.0,143.0,5.81,6.45,4.52
2022,total_or_near_total,unknown_histology,1,33,33.0,33.0,33.0,0.0,100.0,100.0,100.0
2023,lobectomy_hemi,FTC_family,0,36,36.0,2.0,2.0,0.0,100.0,5.56,5.56
2023,lobectomy_hemi,FTC_family,1,14,14.0,14.0,14.0,0.0,100.0,100.0,100.0
2023,lobectomy_hemi,PTC_family,0,63,59.0,3.0,3.0,4.0,93.65,4.76,4.76
2023,lobectomy_hemi,PTC_family,1,58,58.0,58.0,58.0,0.0,100.0,100.0,100.0
