run_id,target_domain,started_at,output_record_count,facts_linked
50155fcf-b752-4b29-bfce-28d6ed71228e,,2026-04-01T06:45:02.547910+00:00,68077,0
3122643a-3b11-451f-913b-426891ddd01a,,2026-04-01T06:12:41.668521+00:00,68077,0
5f3a7768-f347-4af6-89ff-369d08aa346f,,2026-04-01T05:53:56.497150+00:00,68077,0
