N,TP,FP,FN,TN,sensitivity,sensitivity_lo,sensitivity_hi,specificity,specificity_lo,specificity_hi,ppv,ppv_lo,ppv_hi,npv,npv_lo,npv_hi,lr_positive,lr_negative,diagnostic_odds_ratio,tirads_score_type,threshold,n_with_both_scores,agreement_rate,n_multi_source
3282,1149,1198,298,637,0.7940566689702834,0.7724551666521482,0.8141009968943012,0.3471389645776567,0.32569700448610894,0.36921959786209646,0.4895611418832552,0.46937073136657065,0.5097856682212685,0.681283422459893,0.6507254415595923,0.7103578881282845,1.216272109816753,0.5932590462159026,2.050153499680676,best,>=TR3,3282,0.8123,3375
3282,888,617,559,1218,0.6136834830684175,0.5883263876721647,0.638438568622526,0.6637602179836513,0.6418227444132472,0.6850134801655918,0.5900332225913621,0.5649865384250232,0.6146214637383141,0.6854248733821047,0.6634547876476717,0.7065949979387454,1.8251364528858123,0.5820121581029999,3.135907776969177,best,>=TR4,3282,0.8123,3375
3282,632,384,815,1451,0.4367657221838286,0.41141105844774295,0.46245524245824976,0.7907356948228883,0.7715258510908163,0.8087308071880872,0.6220472440944882,0.591825395476322,0.651349656738929,0.6403353927625772,0.6203539261209875,0.6598418547466492,2.087148698456577,0.7122914540266537,2.930189161554192,best,>=TR5,3282,0.8123,3375
3375,1287,1449,192,447,0.8701825557809331,0.8520897548751153,0.8863573619669339,0.23575949367088608,0.21719924883586716,0.25538832138066,0.47039473684210525,0.45174691188091315,0.48912557930705175,0.6995305164319249,0.662877634506216,0.7337987100279446,1.1386239653282604,0.5506350654124181,2.0678377329192545,worst,>=TR3,3282,0.8123,3375
3375,1054,837,425,1059,0.7126436781609196,0.6890533840005417,0.7351322201032473,0.5585443037974683,0.5360969990020816,0.5807548566984482,0.5573770491803278,0.5348962355823795,0.5796252189645649,0.7136118598382749,0.6900827995765926,0.7360378709029938,1.6143039591315453,0.5144736413662857,3.137777777777778,worst,>=TR4,3282,0.8123,3375
3375,821,578,658,1318,0.555104800540906,0.5296676679940973,0.5802564233714316,0.6951476793248945,0.6740492200417265,0.7154569656267065,0.5868477483917084,0.5608419673742276,0.6123778918422794,0.667004048582996,0.6459179981997665,0.6874420277051025,1.8208974080026954,0.6400009849578469,2.845147821331286,worst,>=TR5,3282,0.8123,3375
