predictor,coef,OR,p,ci_low,ci_high
const,-19.89764786558163,2.283291338102026e-09,0.9999954111701422,0.0,inf
age_at_surgery,-0.34766743190174143,0.7063337412269701,0.9999978929591137,0.0,inf
sex_f,-2.070704018986915,0.12609697578303533,0.9999992094262025,0.0,inf
bethesda_ge4,1.4946521131104349,4.457785477939887,0.9999994026928022,0.0,inf
has_mol,-0.14037524712997212,0.8690320724157437,0.999999989874051,0.0,inf
