predictor,coef,OR,p,ci_low,ci_high
const,1.030691530687943,2.8030035275925522,0.007944800271880041,1.309503809605234,5.999851789713258
age_at_surgery,-0.016058136113700938,0.9840701083805585,0.0052495443441991025,0.9730365570980232,0.9952287723867796
sex_f,-0.06297420448211519,0.9389676945346949,0.7576638024656144,0.6293942987613895,1.4008076226855806
bethesda_ge4,1.0170306262313327,2.764972325964192,2.5612891881889975e-07,1.878007253265127,4.070842617916419
has_mol,-0.4207501339876239,0.6565541314782897,0.36619128345530405,0.2635921908750918,1.63534179874653
