predictor,coef,OR,p,ci_low,ci_high
const,25.942096794604755,184718114500.93082,0.9928699327877618,0.0,inf
age_at_surgery,0.006345675531131341,1.0063658519852705,2.4642628899167666e-48,1.0055094470656132,1.0072229863156645
sex_f,-26.729722249539915,2.4627998826074774e-12,0.9926534635441457,0.0,inf
bethesda_ge4,0.469295943696014,1.5988681036810195,2.766645275817743e-306,1.560035129663181,1.6386677225149884
