predictor,coef,OR,p,ci_low,ci_high
const,11.462484718438017,95081.02658086827,0.0,71521.2407476654,126401.63287389386
age_at_surgery,-0.17891524404324272,0.8361767673556877,0.0,0.8327361343637114,0.8396316160816727
sex_f,-4.690440430989657,0.009182640945852603,0.0,0.008252445799299213,0.010217685373663311
bethesda_ge4,1.6004485045672188,4.955254380300477,0.0,4.75694194665433,5.161834272700524
