predictor,coef,OR,p,ci_low,ci_high
const,0.8200486756634917,2.2706103583082697,0.05201448995279068,0.9928717084239271,5.192686381849737
age_at_surgery,-0.01366088815885446,0.9864319983221068,0.02568876865210804,0.9746637049961185,0.9983423844818556
sex_f,-0.026812498098664036,0.9735437657190914,0.905058568873018,0.6266238366018582,1.5125301790469718
bethesda_ge4,1.0089112117954198,2.7426132638265646,1.73583284210058e-06,1.8137448002284056,4.147180746690583
has_mol,-0.5011211335839352,0.6058510388644088,0.29457908512869957,0.23735469146793625,1.5464429163923568
