group,n,completion_ever_oed_pipeline,completion_30_oed_pipeline,completion_90_oed_pipeline,completion_365_oed_pipeline,completion_ever_path_synoptic_definite,completion_30_path_synoptic_definite,completion_90_path_synoptic_definite,completion_365_path_synoptic_definite,n_patients_any_later_thyroid_surgery_oed_or_path,n_patients_definite_path_synoptic_completion,n_patients_ambiguous_later_only_not_oed_or_path_definite
all_lobectomy,238,0.0,0.0,0.0,0.0,0.10504201680672269,0.008403361344537815,0.0546218487394958,0.08403361344537816,26,25,1
