predictor,coef,OR,p,ci_low,ci_high
const,0.6579025894667494,1.9307385333088605,0.3001651746030991,0.5561818794140332,6.7023961441013356
age_at_surgery,-0.0173805219608947,0.9827696480412734,0.00597877694888843,0.9706662096975175,0.9950240066687247
sex_f,-0.06020872849742408,0.9415679810020026,0.7912954874671089,0.6028163435568936,1.4706805353304346
bethesda_ge4,1.0860981466454194,2.9626915027349225,5.675062905218404e-07,1.9358030367253038,4.5343151001696
has_mol,-0.45286174912189503,0.6358060282922328,0.3500037456633528,0.24596074492265355,1.6435521275554212
bilateral_nodule_indicator,0.6954782715158204,2.004667620121628,0.00229153785000675,1.2820958642240365,3.1344709699975097
tirads_score,-0.043220236099695164,0.9577004466281615,0.6836070850045224,0.7779645029795801,1.1789614332774438
