group,n,ln_positive_n,ln_positive_pct,ln_pos_ci_lo,ln_pos_ci_hi,mean_ln_examined,mean_ln_positive,recurrence_pct,n_recurred,chi2_p_ln_positive,adjusted_or_recurrence
CND,1831,864,47.18732932823594,44.90902904070996,49.47740693691389,11.616904500548847,3.224917309812569,13.762971054068815,252,<0.001,"0.35 (0.14–0.85), p=0.021"
No CND,2188,256,11.70018281535649,10.420022849428507,13.114592610315523,3.5374117647058823,1.3656024716786819,11.425959780621572,250,<0.001,"0.35 (0.14–0.85), p=0.021"
