load_id,domain_name,parquet_stem,tier,qa_tier,source_path,local_row_count,md_row_count,row_match,loaded_at,git_sha,registry_version
53,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
83,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
23,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
113,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
143,patient_decision_adherence,note_entities_llm_patient_decision_adherence,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_patient_decision_adherence.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
138,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
48,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
108,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
18,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
168,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
78,physical_exam,note_entities_llm_physical_exam,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_physical_exam.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
47,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
137,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
167,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
17,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
107,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
77,presenting_symptoms,note_entities_llm_presenting_symptoms,v2,informational,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_presenting_symptoms.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
39,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
9,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
159,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
129,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
69,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
99,rad_treatment,note_entities_llm_rad_treatment,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rad_treatment.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
38,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
158,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
128,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
8,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
68,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
98,rai_detailed,note_entities_llm_rai_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_rai_detailed.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
101,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
11,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
161,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
71,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
131,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
41,recurrence,note_entities_llm_recurrence,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
54,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
174,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
114,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
24,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
84,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
144,recurrence_detailed,note_entities_llm_recurrence_detailed,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_recurrence_detailed.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
132,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
12,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
162,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
42,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
102,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
72,survival_followup,note_entities_llm_survival_followup,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_survival_followup.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
37,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
7,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
157,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
127,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
67,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
97,synoptic_pathology_enrichment,note_entities_llm_synoptic_pathology_enrichment,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_synoptic_pathology_enrichment.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
125,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
65,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
5,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
95,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
155,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
35,tg_kinetics,note_entities_llm_tg_kinetics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tg_kinetics.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
122,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
2,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
62,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
152,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
32,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
92,tirads_granular,note_entities_llm_tirads_granular,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_tirads_granular.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
123,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
63,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
3,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
153,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
33,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
93,us_nodule_dynamics,note_entities_llm_us_nodule_dynamics,v2,standard,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_us_nodule_dynamics.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
49,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 01:56:16.452917,2d098dc,entity_schema_v3_2026-04-03
169,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 05:06:07.340635,4ad9052,entity_schema_v3_2026-04-03
79,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 03:57:00.032808,524062a,entity_schema_v3_2026-04-03
19,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 01:07:23.639773,83f64ee,entity_schema_v3_2026-04-03
139,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 04:05:43.982818,4b2d076,entity_schema_v3_2026-04-03
109,vascular_invasion,note_entities_llm_vascular_invasion,v2,critical,/Users/ros/THyroid 2026/THYROID_2026/processed/output/v2_parquets/note_entities_llm_vascular_invasion.parquet,11037,11037,True,2026-04-07 04:01:52.432466,0314d20,entity_schema_v3_2026-04-03
