gate1_verified_tables,gate1_distinct_objects,gate2_missing_signoff,gate3_count_mismatch,gate4_verified_cols_missing_metadata,gate5_clinical_date_violations,cpm_pts,us_gland_v2_pts,us_ln_v2_pts,cohort_parity_ok,release_id,sem_patient_master_rows,sem_cohort_membership_rows,sem_path_malignant_tumor_rows,sem_recurrence_rows,sem_fna_rows,sem_us_nodule_rows,sem_molecular_rows,sem_labs_long_rows,path_borderline_count,recurrence_implausible_date_count,us_nodule_size_outlier_count,us_nodule_multi_attr_unresolved_count,us_nodule_nlp_backfill_pending_count,us_ln_nlp_backfill_pending_count,us_gland_nlp_backfill_pending_count,latest_col_registry_batch_id,verified_main_objects_missing_comment,most_recent_signoff_ts,most_recent_signoff_migration,publication_qc_status_built_at
218,218,0,0,0,0,10871,10871,10871,True,pub_v1_0_20260430,10871,10871,5944,10739,8050,29504,1384,44124,27,132,15,10570,2061,6793,13578,mig_239_semantic_research_id_varchar_standardization_20260501,2,2026-05-01 05:54:23.434531,qc_framework_v1/migrations/238_publication_qc_status_VIEW_v1_20260501.sql,2026-05-01 06:11:18.785898
