Variable,Coef,OR,SE,z,p_value,CI_lower,CI_upper
const,-0.9616614958043426,0.38225723925995575,0.0671350926101575,-14.324274510032383,1.5433132034221264e-46,0.33512762169547605,0.43601478215191697
ete,0.9910077376929171,2.6939478977484206,0.0606064822625674,16.351513909016244,4.243058768716021e-60,2.39221858889052,3.033734170232747
tumor_size_cm,0.04494556394220679,1.0459709198254925,0.011300468371183934,3.977318679712203,6.96967313007833e-05,1.0230588916688297,1.0693960768338047
ln_positive,0.007581107844212829,1.0076099171985429,0.004808285639274363,1.5766758493484432,0.11487013012053642,0.9981587383697028,1.0171505855823215
ln_ratio,-0.06551658204809889,0.9365835161579501,0.06171862094133855,-1.0615367136989364,0.2884460572900761,0.8298727889455818,1.0570158395641889
braf_positive,1.6703789265001163,5.314181099755342,0.4437663844533684,3.7640952199605873,0.00016715318653835105,2.2269051477357924,12.681510386605584
ras_positive,19.830201940490454,409399471.58734787,11097.3175391918,0.0017869365160055298,0.9985742317015245,0.0,inf
tert_positive,5.502020333124578,245.18679120191857,17.214170212381454,0.31962158298906546,0.7492552111133595,5.454674252140147e-13,1.1021109566039864e+17
