run_id,started_at,completed_at,success,failure_stage,retry_count,output_record_count,warnings,domains_requested,research_id_filter,target_domain,extractor_build_version,hostname,git_commit
50155fcf-b752-4b29-bfce-28d6ed71228e,2026-04-01T06:45:02.547910+00:00,2026-04-01T06:48:45.162331+00:00,False,llm_api_error,0,68077,"{""llm_telemetry"": {""llm_disabled"": false, ""api_failures"": 11037, ""parse_failures"": 0, ""retry_attempts"": 0}, ""domains_with_output"": [""complications"", ""genetics"", ""medications"", ""operative_detail"", ""problem_list"", ""procedures"", ""staging""], ""partial_run_target"": null}","complications,genetics,medications,operative_detail,problem_list,procedures,staging",,,entity_schema_v2_2026-04-01,vbiv.local,b8ea9e0dd1edbafa169b549600753b64bcbf7725
3122643a-3b11-451f-913b-426891ddd01a,2026-04-01T06:12:41.668521+00:00,2026-04-01T06:13:36.933622+00:00,True,llm_disabled,0,68077,"{""llm_telemetry"": {""llm_disabled"": true, ""api_failures"": 0, ""parse_failures"": 0, ""retry_attempts"": 0}, ""domains_with_output"": [""complications"", ""genetics"", ""medications"", ""operative_detail"", ""problem_list"", ""procedures"", ""staging""], ""partial_run_target"": null}","complications,genetics,medications,operative_detail,problem_list,procedures,staging",,,entity_schema_v2_2026-04-01,vbiv.local,b6479933078fe97ab95bbf8a9f0a6e1dfba1602d
5f3a7768-f347-4af6-89ff-369d08aa346f,2026-04-01T05:53:56.497150+00:00,2026-04-01T05:54:45.889101+00:00,True,llm_disabled,0,68077,"{""llm_telemetry"": {""llm_disabled"": true, ""api_failures"": 0, ""parse_failures"": 0, ""retry_attempts"": 0}, ""domains_with_output"": [""complications"", ""genetics"", ""medications"", ""operative_detail"", ""problem_list"", ""procedures"", ""staging""], ""partial_run_target"": null}","complications,genetics,medications,operative_detail,problem_list,procedures,staging",,,entity_schema_v2_2026-04-01,vbiv.local,dc45092a5fe086ecede9dfd4da7e04ac457d4b23
