covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
age_at_diagnosis,-0.014016441227487329,0.9860813317420892,0.0020673573650619777,-0.01806838720618243,-0.009964495248792227,0.9820938674059144,0.9900849858462282,0.0,-6.779883083768213,1.2027317437332571e-11,36.2748941428446
braf_status,-0.06656745512815768,0.9355998027231055,1.0833099453855322,-2.189815932177854,2.056681021921538,0.1119373507855485,7.819972374837766,0.0,-0.06144820825444136,0.951002260233051,0.07247932496541534
tert_status,-0.03204738000115047,0.9684606953232903,9.843518808038876,-19.32498972489999,19.26089496489769,4.048215278612178e-09,231686324.42581218,0.0,-0.0032556833207834615,0.9974023451324467,0.003752499757832578
ln_positive,0.01729808282090831,1.0174485610650774,0.005906408026663361,0.005721735810649831,0.028874429831166788,1.005738136205649,1.0292953375705771,0.0,2.928697567594279,0.003403854358000774,8.198614975454058
ete_microscopic,0.3564833469578936,1.4282977448181293,0.07930125561523588,0.20105574202322654,0.5119109518925606,1.2226929253012442,1.6684765288471226,0.0,4.495305202827125,6.947023106032238e-06,17.135173673533007
ete_none,-0.3517812024364557,0.7034340147885907,0.07917865127904292,-0.5069685072878362,-0.1965938975850753,0.6023187388350544,0.8215241885361665,0.0,-4.442879447348777,8.876290431439457e-06,16.781611696162564
stage_II,-0.23976722586664745,0.78681098899808,0.08470546046409066,-0.4057868776701466,-0.0737475740631483,0.6664521881335275,0.9289061442530702,0.0,-2.8305994035448565,0.004646087156800464,7.749768066480841
stage_III,1.0590802201876965,2.883717384054542,0.5107757056192698,0.057978232995894885,2.060182207379498,1.0596919291406717,7.847399534166372,0.0,2.0734741463548207,0.038128174760481706,4.712998720526305
stage_IVB,-0.23164135666990301,0.7932305591473936,1.1838996729847915,-2.552042077028842,2.088759363689036,0.07792237991721794,8.074890944472472,0.0,-0.19565961707371696,0.8448765943124997,0.24318746328553925
stage_Other,-0.12683649339485392,0.8808776901435903,0.11433909977230225,-0.3509370109732982,0.09726402418359037,0.7040280985036885,1.102151329814632,0.0,-1.109301137121416,0.2673002947207411,1.9034666666145745
