total,pending,status_histogram,run_labels
5622,0,"{""auto_accepted_standard"": 3081, ""auto_accepted_critical_sample_ok"": 1646, ""auto_accepted_informational"": 893, ""confirmed_correct"": 2}","{""20260407_tier_policy_review_gate"": 5622}"
