table_name,column_name,semantic_family,norm_value,n_rows,pct_of_nonnull,issue_types,raw_variant_count,top_raw_variants,suggested_canonical_code,suggested_display_label
canonical_patient_master,ops_preop_imaging_performed,other,"11/12/2019 us neck right: within the right thyroid fossa, there is a subcentimeter hypoechoic nodule, not definitely seen on prior study although this may be due to differences in technique. anterior/superior to the fossa, there is a similar appearing heterogeneous nodule measuring 4 x 6 x 3 mm, nonspecific. right level 3 heterogeneous-appearing subcentimeter node is similar in morphology from prior study although slightly increased in size. additional benign-appearing lymph nodes are present. left: no soft tissue. benign-appearing left sided lymph nodes. impression: 1. hypoechoic/heterogeneous nodules within the right thyroid fossa and anterior/superior to the fossa measuring less than 1 cm, nonspecific. these were not definitely seen on prior study although this may due to differences in technique. attention on follow-up. 2. bilateral benign-appearing lymph nodes. 3. post thyroidectomy. 4/3/19 us neck: right: no soft tissue. benign-appearing level 2, 3 and 4 nodes are present. these measure less than 1 cm in short axis diameter. left: no soft tissue. left-sided subcentimeter benign-appearing level 2, 3 and 4 nodes are also present. impression: 1. bilateral benign-appearing lymph nodes. patient is status post thyroidectomy.",1,0.699,leading_trailing_whitespace;repeated_internal_whitespace;rare_value_review,1,"  11/12/2019 US neck 
          Right: Within the right thyroid fossa, there is a subcentimeter hypoechoic 
     nodule, not definitely seen on prior study although this may be due to 
     differences in technique. Anterior/superior to the fossa, there is a similar 
     appearing heterogeneous nodule measuring 4 x 6 x 3 mm, nonspecific. Right level 
     3 heterogeneous-appearing subcentimeter node is similar in morphology from prior 
     study although slightly increased in size. Additional benign-appearing lymph 
     nodes are present. 
       
     Left: No soft tissue. Benign-appearing left sided lymph nodes. 
       
     IMPRESSION:  
     1. Hypoechoic/heterogeneous nodules within the right thyroid fossa and 
     anterior/superior to the fossa measuring less than 1 cm, nonspecific. These were 
     not definitely seen on prior study although this may due to differences in 
     technique. Attention on follow-up. 
     2. Bilateral benign-appearing lymph nodes. 
     3. Post thyroidectomy. 
           
          4/3/19 US Neck:       
      Right: No soft tissue. Benign-appearing level 2, 3 and 4 nodes are present.  These measure less than 1 cm in short axis diameter. 
     Left: No soft tissue. Left-sided subcentimeter benign-appearing level 2, 3 and 4 nodes are also present. 
     IMPRESSION: 1. Bilateral benign-appearing lymph nodes. Patient is status post thyroidectomy. ","11/12/2019 us neck right: within the right thyroid fossa, there is a subcentimeter hypoechoic nodule, not definitely seen on prior study although this may be due to differences in technique. anterior/superior to the fossa, there is a similar appearing heterogeneous nodule measuring 4 x 6 x 3 mm, nonspecific. right level 3 heterogeneous-appearing subcentimeter node is similar in morphology from prior study although slightly increased in size. additional benign-appearing lymph nodes are present. left: no soft tissue. benign-appearing left sided lymph nodes. impression: 1. hypoechoic/heterogeneous nodules within the right thyroid fossa and anterior/superior to the fossa measuring less than 1 cm, nonspecific. these were not definitely seen on prior study although this may due to differences in technique. attention on follow-up. 2. bilateral benign-appearing lymph nodes. 3. post thyroidectomy. 4/3/19 us neck: right: no soft tissue. benign-appearing level 2, 3 and 4 nodes are present. these measure less than 1 cm in short axis diameter. left: no soft tissue. left-sided subcentimeter benign-appearing level 2, 3 and 4 nodes are also present. impression: 1. bilateral benign-appearing lymph nodes. patient is status post thyroidectomy.","11/12/2019 US neck Right: Within the right thyroid fossa, there is a subcentimeter hypoechoic nodule, not definitely seen on prior study although this may be due to differences in technique. Anterior/superior to the fossa, there is a similar appearing heterogeneous nodule measuring 4 x 6 x 3 mm, nonspecific. Right level 3 heterogeneous-appearing subcentimeter node is similar in morphology from prior study although slightly increased in size. Additional benign-appearing lymph nodes are present. Left: No soft tissue. Benign-appearing left sided lymph nodes. IMPRESSION: 1. Hypoechoic/heterogeneous nodules within the right thyroid fossa and anterior/superior to the fossa measuring less than 1 cm, nonspecific. These were not definitely seen on prior study although this may due to differences in technique. Attention on follow-up. 2. Bilateral benign-appearing lymph nodes. 3. Post thyroidectomy. 4/3/19 US Neck: Right: No soft tissue. Benign-appearing level 2, 3 and 4 nodes are present. These measure less than 1 cm in short axis diameter. Left: No soft tissue. Left-sided subcentimeter benign-appearing level 2, 3 and 4 nodes are also present. IMPRESSION: 1. Bilateral benign-appearing lymph nodes. Patient is status post thyroidectomy."
canonical_patient_master,ops_preop_imaging_performed,other,ct and us preop revealed lesion at least 5.5 cm in size extended substernal. fna preop dx hurthle cell tumor. ;,1,0.699,rare_value_review,1,CT and US preop revealed lesion at least 5.5 cm in size extended substernal. FNA preop dx hurthle cell tumor. ;,ct and us preop revealed lesion at least 5.5 cm in size extended substernal. fna preop dx hurthle cell tumor. ;,CT and US preop revealed lesion at least 5.5 cm in size extended substernal. FNA preop dx hurthle cell tumor. ;
canonical_patient_master,ops_preop_imaging_performed,other,ct preop goiter absolutely enormous on both sides in hypopharynx terminating at level of clavicale extending 3.5 cm deep on left to clavicle. ;,1,0.699,rare_value_review,1,CT preop goiter absolutely enormous on both sides in hypopharynx terminating at level of clavicale extending 3.5 cm deep on left to clavicle. ;,ct preop goiter absolutely enormous on both sides in hypopharynx terminating at level of clavicale extending 3.5 cm deep on left to clavicle. ;,CT preop goiter absolutely enormous on both sides in hypopharynx terminating at level of clavicale extending 3.5 cm deep on left to clavicle. ;
canonical_patient_master,ops_preop_imaging_performed,other,ct showed left neck mass preop 4/02/2002. note: 3 weeks ago rt x 9 6/26/2002;,1,0.699,rare_value_review,1,CT showed left neck mass preop 4/02/2002. note: 3 weeks ago RT x 9 6/26/2002;,ct showed left neck mass preop 4/02/2002. note: 3 weeks ago rt x 9 6/26/2002;,CT showed left neck mass preop 4/02/2002. note: 3 weeks ago RT x 9 6/26/2002;
canonical_patient_master,ops_preop_imaging_performed,other,ct;mibi + ru; ct negative,1,0.699,rare_value_review,1,CT;Mibi + RU; CT negative,ct;mibi + ru; ct negative,CT;Mibi + RU; CT negative
canonical_patient_master,ops_preop_imaging_performed,other,ct;mri,1,0.699,rare_value_review,1,CT;MRI,ct;mri,CT;MRI
canonical_patient_master,ops_preop_imaging_performed,other,ct;preop ct w/o substernal extension;,1,0.699,rare_value_review,1,CT;preop CT w/o substernal extension;,ct;preop ct w/o substernal extension;,CT;preop CT w/o substernal extension;
canonical_patient_master,ops_preop_imaging_performed,other,"ct;preop ct without substernal extension, ;",1,0.699,rare_value_review,1,"CT;preop CT without substernal extension, ;","ct;preop ct without substernal extension, ;","CT;preop CT without substernal extension, ;"
canonical_patient_master,ops_preop_imaging_performed,other,mri,1,0.699,rare_value_review,1,MRI,mri,MRI
canonical_patient_master,ops_preop_imaging_performed,other,"mri;preop mri and iodine scan confirmed no right neck thyroid tissue;i-123 (thyroid scintigraphy, mibg);",1,0.699,rare_value_review,1,"MRI;preop MRI and iodine scan confirmed no right neck thyroid tissue;I-123 (Thyroid scintigraphy, MIBG);","mri;preop mri and iodine scan confirmed no right neck thyroid tissue;i-123 (thyroid scintigraphy, mibg);","MRI;preop MRI and iodine scan confirmed no right neck thyroid tissue;I-123 (Thyroid scintigraphy, MIBG);"
canonical_patient_master,ops_preop_imaging_performed,other,mri;preop mri confirmed no thyroid tissue in the left neck;,1,0.699,rare_value_review,1,MRI;preop MRI confirmed no thyroid tissue in the left neck;,mri;preop mri confirmed no thyroid tissue in the left neck;,MRI;preop MRI confirmed no thyroid tissue in the left neck;
canonical_patient_master,ops_preop_imaging_performed,other,mri;preop mri identified 2 tumor nodules within left thyroidal bed;,1,0.699,rare_value_review,1,MRI;preop MRI identified 2 tumor nodules within left thyroidal bed;,mri;preop mri identified 2 tumor nodules within left thyroidal bed;,MRI;preop MRI identified 2 tumor nodules within left thyroidal bed;
canonical_patient_master,ops_preop_imaging_performed,other,mri;preop mri lateral views show evidence of substernal extension in the right paratracheal space;,1,0.699,rare_value_review,1,MRI;preop MRI lateral views show evidence of substernal extension in the right paratracheal space;,mri;preop mri lateral views show evidence of substernal extension in the right paratracheal space;,MRI;preop MRI lateral views show evidence of substernal extension in the right paratracheal space;
canonical_patient_master,ops_preop_imaging_performed,other,mri;preop mri showed intact ll and presence of right upper thyroid pole;,1,0.699,rare_value_review,1,MRI;preop MRI showed intact LL and presence of right upper thyroid pole;,mri;preop mri showed intact ll and presence of right upper thyroid pole;,MRI;preop MRI showed intact LL and presence of right upper thyroid pole;
canonical_patient_master,ops_preop_imaging_performed,other,mri;preop mri showed minimal residual disease in the right neck with a 4 mm remnant thyroid and a question of a 7 mm mass or node in the thyroid ed just posterior to the right carotid artery,1,0.699,rare_value_review,1,MRI;preop MRI showed minimal residual disease in the right neck with a 4 mm remnant thyroid and a question of a 7 mm mass or node in the thyroid ed just posterior to the right carotid artery,mri;preop mri showed minimal residual disease in the right neck with a 4 mm remnant thyroid and a question of a 7 mm mass or node in the thyroid ed just posterior to the right carotid artery,MRI;preop MRI showed minimal residual disease in the right neck with a 4 mm remnant thyroid and a question of a 7 mm mass or node in the thyroid ed just posterior to the right carotid artery
canonical_patient_master,ops_preop_imaging_performed,other,"preop fna = ""indeterminant""",1,0.699,rare_value_review,1,"preop FNA = ""indeterminant""","preop fna = ""indeterminant""","preop FNA = ""indeterminant"""
canonical_patient_master,ops_preop_imaging_performed,other,preop fna = aytpical cells;,1,0.699,rare_value_review,1,Preop FNA = aytpical cells;,preop fna = aytpical cells;,Preop FNA = aytpical cells;
canonical_patient_master,ops_preop_imaging_performed,other,preop fna = indeterminant,1,0.699,rare_value_review,1,preop FNA = indeterminant,preop fna = indeterminant,preop FNA = indeterminant
canonical_patient_master,ops_preop_imaging_performed,other,"preop: us with solid mass, cold nodule in right lobe of the thyroid.",1,0.699,leading_trailing_whitespace;rare_value_review,1,"Preop: US with solid mass, cold nodule in right lobe of the thyroid. ","preop: us with solid mass, cold nodule in right lobe of the thyroid.","Preop: US with solid mass, cold nodule in right lobe of the thyroid."
canonical_patient_master,ops_preop_imaging_performed,other,us;ct;mri,1,0.699,rare_value_review,1,US;CT;MRI,us;ct;mri,US;CT;MRI
canonical_patient_master,ops_preop_imaging_performed,other,us;mri,1,0.699,rare_value_review,1,US;MRI,us;mri,US;MRI
canonical_patient_master,ops_preop_imaging_performed,other,"us;mri;tgb 17, tgab 947",1,0.699,rare_value_review,1,"US;MRI;Tgb 17, TgAb 947","us;mri;tgb 17, tgab 947","US;MRI;Tgb 17, TgAb 947"
canonical_patient_master,ops_preop_imaging_performed,other,us;nm +lu pth,1,0.699,rare_value_review,1,US;NM +LU PTH,us;nm +lu pth,US;NM +LU PTH
canonical_patient_master,ops_preop_laryngoscopy,other,no;,1,0.84,rare_value_review,1,No;,no;,No;
canonical_patient_master,ops_preop_laryngoscopy,other,yes;l vc palsy,1,0.84,rare_value_review,1,Yes;L VC palsy,yes;l vc palsy,Yes;L VC palsy
canonical_patient_master,ops_preop_laryngoscopy,other,yes;left vocal cord dysfunction;,1,0.84,rare_value_review,1,Yes;left vocal cord dysfunction;,yes;left vocal cord dysfunction;,Yes;left vocal cord dysfunction;
canonical_patient_master,ops_preop_laryngoscopy,other,yes;rt. vc palsy,1,0.84,rare_value_review,1,Yes;Rt. VC palsy,yes;rt. vc palsy,Yes;Rt. VC palsy
canonical_patient_master,ops_preop_nodules_count_size,other,preop imgaging and on exam obvious large 3.5 - 5 cm tumor in left upper pole and bilateral adenopathy including subclavicular nodes.,1,2.128,leading_trailing_whitespace,1,preop imgaging and on exam obvious large 3.5 - 5 cm tumor in Left upper pole and bilateral adenopathy including subclavicular nodes. ,preop imgaging and on exam obvious large 3.5 - 5 cm tumor in left upper pole and bilateral adenopathy including subclavicular nodes.,preop imgaging and on exam obvious large 3.5 - 5 cm tumor in Left upper pole and bilateral adenopathy including subclavicular nodes.
canonical_patient_master,ops_preop_symptoms,other,graves optho,56,35.22,raw_variant_drift,3,graves optho || Graves optho || Graves Optho,graves optho,graves optho
canonical_patient_master,ops_preop_symptoms,other,graves w. opthalmic involvement;,3,1.887,raw_variant_drift,2,Graves w. opthalmic involvement; || Graves w. Opthalmic involvement;,graves w. opthalmic involvement;,Graves w. opthalmic involvement;
canonical_patient_master,ops_preop_symptoms,other,graves with opthalmic involvement;,2,1.258,rare_value_review,1,Graves with opthalmic involvement;,graves with opthalmic involvement;,Graves with opthalmic involvement;
canonical_patient_master,ops_preop_symptoms,other,voice abnormality,2,1.258,rare_value_review,1,Voice abnormality,voice abnormality,Voice abnormality
canonical_patient_master,ops_preop_symptoms,other,"""some airway symptoms""",1,0.629,rare_value_review,1,"""some airway symptoms""","""some airway symptoms""","""some airway symptoms"""
canonical_patient_master,ops_preop_symptoms,other,3 cm tracheal deviation to the right;,1,0.629,rare_value_review,1,3 cm tracheal deviation to the right;,3 cm tracheal deviation to the right;,3 cm tracheal deviation to the right;
canonical_patient_master,ops_preop_symptoms,other,diarrhea,1,0.629,rare_value_review,1,diarrhea,diarrhea,diarrhea
canonical_patient_master,ops_preop_symptoms,other,"dysphagia, hoarseness",1,0.629,rare_value_review,1,"Dysphagia, Hoarseness","dysphagia, hoarseness","Dysphagia, Hoarseness"
canonical_patient_master,ops_preop_symptoms,other,dysphagia;compressive sx,1,0.629,rare_value_review,1,Dysphagia;compressive sx,dysphagia;compressive sx,Dysphagia;compressive sx
canonical_patient_master,ops_preop_symptoms,other,graves opthalmic sx;,1,0.629,rare_value_review,1,Graves opthalmic sx;,graves opthalmic sx;,Graves opthalmic sx;
canonical_patient_master,ops_preop_symptoms,other,graves optho; hyperparathyroid x 3; positive hair loss; positive weight loss; positive tremors; positive palpitations; poor sleep,1,0.629,rare_value_review,1,Graves optho; hyperparathyroid x 3; positive hair loss; positive weight loss; positive tremors; positive palpitations; poor sleep,graves optho; hyperparathyroid x 3; positive hair loss; positive weight loss; positive tremors; positive palpitations; poor sleep,Graves optho; hyperparathyroid x 3; positive hair loss; positive weight loss; positive tremors; positive palpitations; poor sleep
canonical_patient_master,ops_preop_symptoms,other,graves with ophthalmic involvement;,1,0.629,rare_value_review,1,Graves with ophthalmic involvement;,graves with ophthalmic involvement;,Graves with ophthalmic involvement;
canonical_patient_master,ops_preop_symptoms,other,hoarseness,1,0.629,rare_value_review,1,hoarseness,hoarseness,hoarseness
canonical_patient_master,ops_preop_symptoms,other,hx of osteoporosis @ age 18;,1,0.629,rare_value_review,1,hx of osteoporosis @ age 18;,hx of osteoporosis @ age 18;,hx of osteoporosis @ age 18;
canonical_patient_master,ops_preop_symptoms,other,"hyperthyroid, eye disease",1,0.629,rare_value_review,1,"Hyperthyroid, eye disease","hyperthyroid, eye disease","Hyperthyroid, eye disease"
canonical_patient_master,ops_preop_symptoms,other,optho involvement;,1,0.629,rare_value_review,1,Optho involvement;,optho involvement;,Optho involvement;
canonical_patient_master,ops_preop_symptoms,other,original operative date reschedule due to bronchitis treated with course of antibiotics,1,0.629,rare_value_review,1,original operative date reschedule due to bronchitis treated with course of antibiotics,original operative date reschedule due to bronchitis treated with course of antibiotics,original operative date reschedule due to bronchitis treated with course of antibiotics
canonical_patient_master,ops_preop_symptoms,other,preop fna w. ptc,1,0.629,rare_value_review,1,preop FNA w. PTC,preop fna w. ptc,preop FNA w. PTC
canonical_patient_master,ops_preop_symptoms,other,recurrent goiter in setting of tongue cancer; due to size of tongue lesion a tracheostomy was performed at time of goiter resection along with hemiglossectomy,1,0.629,rare_value_review,1,Recurrent goiter in setting of tongue cancer; due to size of tongue lesion a tracheostomy was performed at time of goiter resection along with hemiglossectomy,recurrent goiter in setting of tongue cancer; due to size of tongue lesion a tracheostomy was performed at time of goiter resection along with hemiglossectomy,Recurrent goiter in setting of tongue cancer; due to size of tongue lesion a tracheostomy was performed at time of goiter resection along with hemiglossectomy
canonical_patient_master,ops_preop_symptoms,other,rightward tracheal deviation;,1,0.629,rare_value_review,1,Rightward tracheal deviation;,rightward tracheal deviation;,Rightward tracheal deviation;
canonical_patient_master,ops_preop_symptoms,other,sob;chest tightness,1,0.629,rare_value_review,1,SOB;Chest tightness,sob;chest tightness,SOB;Chest tightness
canonical_patient_master,ops_preop_symptoms,other,sob;dysphagia;pemberton's sign,1,0.629,rare_value_review,1,SOB;Dysphagia;Pemberton's Sign,sob;dysphagia;pemberton's sign,SOB;Dysphagia;Pemberton's Sign
canonical_patient_master,ops_preop_symptoms,other,sob;dysphagia;voice abnormality,1,0.629,rare_value_review,1,SOB;Dysphagia;Voice abnormality,sob;dysphagia;voice abnormality,SOB;Dysphagia;Voice abnormality
canonical_patient_master,ops_preop_symptoms,other,stridor,1,0.629,rare_value_review,1,Stridor,stridor,Stridor
canonical_patient_master,ops_preop_symptoms,other,tachycardia,1,0.629,rare_value_review,1,tachycardia,tachycardia,tachycardia
canonical_patient_master,ops_preop_symptoms,other,tracheal compression,1,0.629,rare_value_review,1,Tracheal compression,tracheal compression,Tracheal compression
canonical_patient_master,ops_preop_symptoms,other,voice abnormality;vocal cord paresis,1,0.629,rare_value_review,1,Voice abnormality;Vocal cord paresis,voice abnormality;vocal cord paresis,Voice abnormality;Vocal cord paresis
canonical_patient_master,ops_prior_neck_irradiation,other,s/p rai;,2,1.361,rare_value_review,1,s/p RAI;,s/p rai;,s/p RAI;
canonical_patient_master,ops_prior_neck_irradiation,other,prior radiation expsoure;,1,0.68,rare_value_review,1,prior radiation expsoure;,prior radiation expsoure;,prior radiation expsoure;
canonical_patient_master,ops_prior_neck_irradiation,other,s/p iodo 131 rx;,1,0.68,rare_value_review,1,s/p iodo 131 Rx;,s/p iodo 131 rx;,s/p iodo 131 Rx;
canonical_patient_master,ops_prior_neck_irradiation,other,s/p rai ablation;,1,0.68,rare_value_review,1,s/p RAI ablation;,s/p rai ablation;,s/p RAI ablation;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;chemo?,1,0.68,rare_value_review,1,Yes;Chemo?,yes;chemo?,Yes;Chemo?
canonical_patient_master,ops_prior_neck_irradiation,other,yes;for hodgkin lymphoma 1989;,1,0.68,rare_value_review,1,Yes;for hodgkin lymphoma 1989;,yes;for hodgkin lymphoma 1989;,Yes;for hodgkin lymphoma 1989;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;history of radiation to the neck in distant past,1,0.68,rare_value_review,1,Yes;history of radiation to the neck in distant past,yes;history of radiation to the neck in distant past,Yes;history of radiation to the neck in distant past
canonical_patient_master,ops_prior_neck_irradiation,other,yes;hx of neck irradiation;,1,0.68,rare_value_review,1,Yes;Hx of neck irradiation;,yes;hx of neck irradiation;,Yes;Hx of neck irradiation;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;hx of neck radiation for lynphoma;,1,0.68,rare_value_review,1,Yes;hx of neck radiation for lynphoma;,yes;hx of neck radiation for lynphoma;,Yes;hx of neck radiation for lynphoma;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;hx of rt for lymphoma;,1,0.68,rare_value_review,1,Yes;hx of RT for lymphoma;,yes;hx of rt for lymphoma;,Yes;hx of RT for lymphoma;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;prior llx,1,0.68,rare_value_review,1,Yes;Prior LLx,yes;prior llx,Yes;Prior LLx
canonical_patient_master,ops_prior_neck_irradiation,other,yes;prior rai ablation;,1,0.68,rare_value_review,1,Yes;prior RAI ablation;,yes;prior rai ablation;,Yes;prior RAI ablation;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;prior rt for hodgkins;,1,0.68,rare_value_review,1,Yes;prior RT for Hodgkins;,yes;prior rt for hodgkins;,Yes;prior RT for Hodgkins;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;rai for graves in 1993;,1,0.68,rare_value_review,1,Yes;RAI for graves in 1993;,yes;rai for graves in 1993;,Yes;RAI for graves in 1993;
canonical_patient_master,ops_prior_neck_irradiation,other,yes;rt exposure as a child;,1,0.68,rare_value_review,1,Yes;RT exposure as a child;,yes;rt exposure as a child;,Yes;RT exposure as a child;
canonical_patient_master,ops_rl_ag,other,rl parathyroid ag,1,0.388,rare_value_review,1,RL parathyroid AG,rl parathyroid ag,RL parathyroid AG
canonical_patient_master,ops_ru_para_visualized,other,aa,1,0.07,rare_value_review,1,Aa,aa,Aa
canonical_patient_master,ops_supranumerary_para,other,3 left paras; lu/lm/ll,1,7.692,leading_trailing_whitespace,1,3 left paras; LU/LM/LL ,3 left paras; lu/lm/ll,3 left paras; LU/LM/LL
canonical_patient_master,path_margin_raw,other,x,3296,84.861,raw_variant_drift,2,x || X,x,x
canonical_patient_master,path_margin_raw,other,involved,542,13.955,raw_variant_drift,2,involved || Involved,involved,involved
canonical_patient_master,path_margin_raw,other,0.1,1,0.026,rare_value_review,1,0.1,0.1,0.1
canonical_patient_master,path_margin_raw,other,<1,1,0.026,rare_value_review,1,<1,<1,<1
canonical_patient_master,path_margin_raw,other,involvd,1,0.026,rare_value_review,1,involvd,involvd,involvd
canonical_patient_master,path_margin_raw,other,n/s,1,0.026,rare_value_review,1,n/s,n/s,n/s
canonical_patient_master,path_margin_raw,other,negative,1,0.026,rare_value_review,1,negative,negative,negative
canonical_patient_master,path_n_stage_raw,stage,x,1610,40.1,raw_variant_drift,2,x || X,x,x
canonical_patient_master,path_n_stage_raw,stage,n1b,121,3.014,raw_variant_drift,2,N1b || n1b,n1b,N1b
canonical_patient_master,path_n_stage_raw,stage,nx,113,2.814,raw_variant_drift,2,NX || nx,nx,NX
canonical_patient_master,path_n_stage_raw,stage,n,1,0.025,rare_value_review,1,n,n,n
canonical_patient_master,path_n_stage_raw,stage,n0a,1,0.025,rare_value_review,1,n0a,n0a,n0a
canonical_patient_master,path_n_stage_raw,stage,oa,1,0.025,rare_value_review,1,oa,oa,oa
canonical_patient_master,path_t_stage_raw,stage,t3,3,0.075,rare_value_review,1,T3,t3,T3
canonical_patient_master,path_t_stage_raw,stage,t3b,3,0.075,rare_value_review,1,T3b,t3b,T3b
canonical_patient_master,path_t_stage_raw,stage,0,2,0.05,rare_value_review,1,0,0,0
canonical_patient_master,path_t_stage_raw,stage,r(recurrent)t4b,1,0.025,rare_value_review,1,r(recurrent)T4b,r(recurrent)t4b,r(recurrent)T4b
canonical_patient_master,path_t_stage_raw,stage,t1,1,0.025,rare_value_review,1,T1,t1,T1
canonical_patient_master,perineural_invasion,other,x,1340,93.185,raw_variant_drift,2,x || X,x,x
canonical_patient_master,perineural_invasion,other,indeterminate,2,0.139,rare_value_review,1,indeterminate,indeterminate,indeterminate
canonical_patient_master,perineural_invasion,other,c/a,1,0.07,rare_value_review,1,c/a,c/a,c/a
canonical_patient_master,pet_distant_met_sites,other,"bone,brain",2,1.538,rare_value_review,1,"bone,brain","bone,brain","bone,brain"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver",2,1.538,rare_value_review,1,"bone,liver","bone,liver","bone,liver"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,lung,mediastinal_ln,other",2,1.538,rare_value_review,1,"bone,liver,lung,mediastinal_ln,other","bone,liver,lung,mediastinal_ln,other","bone,liver,lung,mediastinal_ln,other"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,mediastinal_ln,other",2,1.538,rare_value_review,1,"bone,liver,mediastinal_ln,other","bone,liver,mediastinal_ln,other","bone,liver,mediastinal_ln,other"
canonical_patient_master,pet_distant_met_sites,other,"bone,lung,mediastinal_ln",2,1.538,rare_value_review,1,"bone,lung,mediastinal_ln","bone,lung,mediastinal_ln","bone,lung,mediastinal_ln"
canonical_patient_master,pet_distant_met_sites,other,"bone,mediastinal_ln",2,1.538,rare_value_review,1,"bone,mediastinal_ln","bone,mediastinal_ln","bone,mediastinal_ln"
canonical_patient_master,pet_distant_met_sites,other,"liver,lung,mediastinal_ln,other",2,1.538,rare_value_review,1,"liver,lung,mediastinal_ln,other","liver,lung,mediastinal_ln,other","liver,lung,mediastinal_ln,other"
canonical_patient_master,pet_distant_met_sites,other,"liver,mediastinal_ln,other",2,1.538,rare_value_review,1,"liver,mediastinal_ln,other","liver,mediastinal_ln,other","liver,mediastinal_ln,other"
canonical_patient_master,pet_distant_met_sites,other,"axillary_ln,bone,inguinal_ln,mediastinal_ln,other,prostate",1,0.769,rare_value_review,1,"axillary_ln,bone,inguinal_ln,mediastinal_ln,other,prostate","axillary_ln,bone,inguinal_ln,mediastinal_ln,other,prostate","axillary_ln,bone,inguinal_ln,mediastinal_ln,other,prostate"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,lung",1,0.769,rare_value_review,1,"bone,liver,lung","bone,liver,lung","bone,liver,lung"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,lung,mediastinal_ln",1,0.769,rare_value_review,1,"bone,liver,lung,mediastinal_ln","bone,liver,lung,mediastinal_ln","bone,liver,lung,mediastinal_ln"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,lung,other",1,0.769,rare_value_review,1,"bone,liver,lung,other","bone,liver,lung,other","bone,liver,lung,other"
canonical_patient_master,pet_distant_met_sites,other,"bone,liver,other",1,0.769,rare_value_review,1,"bone,liver,other","bone,liver,other","bone,liver,other"
canonical_patient_master,pet_distant_met_sites,other,"bone,mediastinal_ln,other",1,0.769,rare_value_review,1,"bone,mediastinal_ln,other","bone,mediastinal_ln,other","bone,mediastinal_ln,other"
canonical_patient_master,pet_distant_met_sites,other,"bone,other",1,0.769,rare_value_review,1,"bone,other","bone,other","bone,other"
canonical_patient_master,pet_distant_met_sites,other,"brain,lung,other",1,0.769,rare_value_review,1,"brain,lung,other","brain,lung,other","brain,lung,other"
canonical_patient_master,pet_distant_met_sites,other,"inguinal_ln,pancreatic_head",1,0.769,rare_value_review,1,"inguinal_ln,pancreatic_head","inguinal_ln,pancreatic_head","inguinal_ln,pancreatic_head"
canonical_patient_master,pet_radiotracer_primary,demographics,dotatate,1,0.352,rare_value_review,1,DOTATATE,dotatate,DOTATATE
canonical_patient_master,pet_radiotracer_primary,demographics,rb-82,1,0.352,rare_value_review,1,Rb-82,rb-82,Rb-82
canonical_patient_master,pmhx_llm_note_types,other,"h_p,endocrine_note",1,0.345,rare_value_review,1,"h_p,endocrine_note","h_p,endocrine_note","h_p,endocrine_note"
canonical_patient_master,pmhx_llm_note_types,other,"op_note,h_p",1,0.345,rare_value_review,1,"op_note,h_p","op_note,h_p","op_note,h_p"
canonical_patient_master,pmhx_llm_note_types,other,"other_notes,endocrine_note",1,0.345,rare_value_review,1,"other_notes,endocrine_note","other_notes,endocrine_note","other_notes,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"dc_sum,endocrine_note",3,0.077,rare_value_review,1,"dc_sum,endocrine_note","dc_sum,endocrine_note","dc_sum,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"ed_note,h_p,op_note",3,0.077,rare_value_review,1,"ed_note,h_p,op_note","ed_note,h_p,op_note","ed_note,h_p,op_note"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,endocrine_note,dc_sum",3,0.077,rare_value_review,1,"h_p,endocrine_note,dc_sum","h_p,endocrine_note,dc_sum","h_p,endocrine_note,dc_sum"
canonical_patient_master,pmhx_nlp_note_types,other,"h_p,endocrine_note,op_note",3,0.077,rare_value_review,1,"h_p,endocrine_note,op_note","h_p,endocrine_note,op_note","h_p,endocrine_note,op_note"
canonical_patient_master,pmhx_nlp_note_types,other,"op_note,h_p,endocrine_note",3,0.077,rare_value_review,1,"op_note,h_p,endocrine_note","op_note,h_p,endocrine_note","op_note,h_p,endocrine_note"
canonical_patient_master,pmhx_nlp_note_types,other,"dc_sum,h_p,op_note",2,0.051,rare_value_review,1,"dc_sum,h_p,op_note","dc_sum,h_p,op_note","dc_sum,h_p,op_note"
canonical_patient_master,pmhx_nlp_note_types,other,"dc_sum,op_note",2,0.051,rare_value_review,1,"dc_sum,op_note","dc_sum,op_note","dc_sum,op_note"
