,coef,se,OR,OR_lo,OR_hi,p
const,-1.1773281872000878,2.4833230056487943,0.308100827612993,0.0023705310474723875,40.044242439696205,0.6354329774872367
comut_group_RAS+TERT,1.2290024842336675,1.7313326159470215,3.417818507447349,0.11481772098571576,101.73937654887698,0.4777914182208779
age,-0.03248895372885345,0.03854707140179853,0.9680331429288221,0.897590602659497,1.0440039847031908,0.39931880331557923
bethesda,0.4537789598339883,0.5097651824873358,1.5742499865358701,0.5796326154121231,4.275575518375762,0.3733732548672787
ras_vaf,0.19165461637274675,0.1346507079857071,1.211252098068393,0.9302882717152063,1.5770720643076364,0.15463572809059867
