schema_name,table_name,column_name,data_type,verification_status,verified_by,batch_id,verification_method
main,canonical_us_nodule_v2,multi_nodule_attribution_unresolved,BOOLEAN,verified,mig_222,mig_222_multi_nodule_under_explosion_triage_20260430,deterministic_queue_membership_flag_multi_nodule_attribution_unresolved
