detail_table_name,feed_col,resolves_bool,auto_repaired_bool,repair_mode,repair_source_name
tumor_pathology,path staging columns,False,True,prose_skipped,
ultrasound_reports,n_us_exams,True,False,,n_us_exams
ultrasound_reports,us_first_exam_date,True,False,,us_first_exam_date
ultrasound_reports,us_last_exam_date,True,False,,us_last_exam_date
us_nodules_tirads,tirads_best_category_v12,True,False,,tirads_best_category_v12
us_nodules_tirads,tirads_best_score_v12,True,False,,tirads_best_score_v12
us_nodules_tirads,tirads_worst_category_v12,True,False,,tirads_worst_category_v12
us_nodules_tirads,n_us_nodules_total,True,False,,n_us_nodules_total
us_nodules_tirads_vs_inm_v1_discordance_v1,(audit only,False,True,prose_skipped,
us_nodules_tirads_vs_inm_v1_discordance_v1,no canonical column),False,True,prose_skipped,
vc_paralysis_recalibration_v236,comp_vc_paralysis_confirmed,True,False,,comp_vc_paralysis_confirmed
vc_paralysis_recalibration_v236,comp_vc_paresis_confirmed,True,False,,comp_vc_paresis_confirmed
vc_paralysis_recalibration_v236,comp_rln_injury_confirmed,True,False,,comp_rln_injury_confirmed
nlp_rollup_promotion_audit_v1,(audit only,False,True,prose_skipped,
nlp_rollup_promotion_audit_v1,no canonical column),False,True,prose_skipped,
canonical_patient_master,(self),False,True,prose_skipped,
molecular_assay_dictionary,(reference),False,True,prose_skipped,
molecular_code_crosswalk,(reference),False,True,prose_skipped,
molecular_ingestion_runs,(provenance),False,True,prose_skipped,
specimen_source_xref_v1,(linkage),False,True,prose_skipped,
build_pipeline,ages_calculable_flag,True,False,,ages_calculable_flag
build_pipeline,ages_score,True,False,,ages_score
build_pipeline,ajcc7_m_stage,True,False,,ajcc7_m_stage
build_pipeline,ajcc7_missing_components,True,False,,ajcc7_missing_components
build_pipeline,ajcc7_n_stage,True,False,,ajcc7_n_stage
build_pipeline,ajcc7_stage_calculable_flag,True,False,,ajcc7_stage_calculable_flag
build_pipeline,ajcc7_stage_group,True,False,,ajcc7_stage_group
build_pipeline,ajcc7_t_stage,True,False,,ajcc7_t_stage
build_pipeline,ajcc8_calculable_flag,True,False,,ajcc8_calculable_flag
build_pipeline,ajcc8_m_stage,True,False,,ajcc8_m_stage
build_pipeline,ajcc8_m_stage_v2,True,False,,ajcc8_m_stage_v2
build_pipeline,ajcc8_missing_components,True,False,,ajcc8_missing_components
build_pipeline,ajcc8_n_stage,True,False,,ajcc8_n_stage
build_pipeline,ajcc8_n_stage_note,True,False,,ajcc8_n_stage_note
build_pipeline,ajcc8_n_stage_v2,True,False,,ajcc8_n_stage_v2
build_pipeline,ajcc8_stage_calculable_flag,True,False,,ajcc8_stage_calculable_flag
build_pipeline,ajcc8_stage_group,True,False,,ajcc8_stage_group
build_pipeline,ajcc8_stage_group_corrected,True,False,,ajcc8_stage_group_corrected
build_pipeline,ajcc8_stage_group_v2,True,False,,ajcc8_stage_group_v2
build_pipeline,ajcc8_t_stage,True,False,,ajcc8_t_stage
build_pipeline,ajcc8_t_stage_calculable_flag,True,False,,ajcc8_t_stage_calculable_flag
build_pipeline,ajcc8_t_stage_corrected,False,False,,
build_pipeline,ajcc8_t_stage_v2,True,False,,ajcc8_t_stage_v2
build_pipeline,ames_calculable_flag,True,False,,ames_calculable_flag
build_pipeline,ames_risk,True,False,,ames_risk
build_pipeline,ames_risk_group,True,False,,ames_risk_group
build_pipeline,any_disease_concern_flag,True,False,,any_disease_concern_flag
build_pipeline,any_fusion_positive_inferred_negative,True,False,,any_fusion_positive_inferred_negative
build_pipeline,ata_calculable_flag,True,False,,ata_calculable_flag
build_pipeline,ata_initial_risk,True,False,,ata_initial_risk
build_pipeline,ata_response_calculable_flag,True,False,,ata_response_calculable_flag
build_pipeline,ata_response_category,True,False,,ata_response_category
build_pipeline,ata_response_is_provisional,True,False,,ata_response_is_provisional
build_pipeline,ata_risk_calculable_flag,True,False,,ata_risk_calculable_flag
build_pipeline,ata_risk_category,True,False,,ata_risk_category
build_pipeline,benign_rai_suspect_malignant,True,False,,benign_rai_suspect_malignant
build_pipeline,best_ene_grade,True,False,,best_ene_grade
build_pipeline,bmi_combined,True,False,,bmi_combined
build_pipeline,bmi_missingness_reason,True,False,,bmi_missingness_reason
build_pipeline,bmi_note_extracted,True,False,,bmi_note_extracted
build_pipeline,bmi_note_source,True,False,,bmi_note_source
build_pipeline,bmi_source,True,False,,bmi_source
build_pipeline,completion_prior_histology,True,False,,completion_prior_histology
build_pipeline,completion_reason_confidence,True,False,,completion_reason_confidence
build_pipeline,completion_tert_positive,True,False,,completion_tert_positive
build_pipeline,concern_highest_tier,True,False,,concern_highest_tier
build_pipeline,confirmed_rai_episodes,True,False,,confirmed_rai_episodes
build_pipeline,days_between_first_second_surgery,True,False,,days_between_first_second_surgery
build_pipeline,days_between_first_second_surgery_v2,True,False,,days_between_first_second_surgery_v2
build_pipeline,days_to_first_laryngoscopy,True,False,,days_to_first_laryngoscopy
build_pipeline,days_to_last_laryngoscopy,True,False,,days_to_last_laryngoscopy
build_pipeline,diagnosis_confidence,True,False,,diagnosis_confidence
build_pipeline,distant_mets_proxy,True,False,,distant_mets_proxy
build_pipeline,distant_mets_proxy_v2,True,False,,distant_mets_proxy_v2
build_pipeline,first_surgery_date_v2,True,False,,first_surgery_date_v2
build_pipeline,first_tg_days_from_surg,True,False,,first_tg_days_from_surg
build_pipeline,gland_weight_combined_g,True,False,,gland_weight_combined_g
build_pipeline,gland_weight_isthmus_g,True,False,,gland_weight_isthmus_g
build_pipeline,gland_weight_total_reported_g,True,False,,gland_weight_total_reported_g
build_pipeline,gm_lab_completeness_score,True,False,,gm_lab_completeness_score
build_pipeline,gm_macis_calculable_flag,True,False,,gm_macis_calculable_flag
build_pipeline,gm_path_ene_raw,True,False,,gm_path_ene_raw
build_pipeline,gm_path_ete_raw,True,False,,gm_path_ete_raw
build_pipeline,gm_path_lvi_raw,True,False,,gm_path_lvi_raw
build_pipeline,gm_path_m_stage_raw,True,False,,gm_path_m_stage_raw
build_pipeline,gm_path_pni_raw,True,False,,gm_path_pni_raw
build_pipeline,gm_path_stage_raw,True,False,,gm_path_stage_raw
build_pipeline,gm_path_vascular_inv_raw,True,False,,gm_path_vascular_inv_raw
build_pipeline,gm_provenance_confidence,True,False,,gm_provenance_confidence
build_pipeline,gm_rai_date_confidence,True,False,,gm_rai_date_confidence
build_pipeline,gm_rai_date_source,True,False,,gm_rai_date_source
build_pipeline,gm_recurrence_date_source,True,False,,gm_recurrence_date_source
build_pipeline,gm_recurrence_site_primary,True,False,,gm_recurrence_site_primary
build_pipeline,gm_recurrence_source,True,False,,gm_recurrence_source
build_pipeline,gm_recurrence_type_primary,True,False,,gm_recurrence_type_primary
build_pipeline,gm_tg_below_threshold_ever,True,False,,gm_tg_below_threshold_ever
build_pipeline,has_voice_data,True,False,,has_voice_data
build_pipeline,last_tg_days_from_surg,True,False,,last_tg_days_from_surg
build_pipeline,lnus_abnormal_ln_any,True,False,,lnus_abnormal_ln_any
build_pipeline,lnus_first_date,True,False,,lnus_first_date
build_pipeline,lnus_first_days_from_surg,True,False,,lnus_first_days_from_surg
build_pipeline,lnus_has_dedicated_exam,True,False,,lnus_has_dedicated_exam
build_pipeline,lnus_has_size_measurement,True,False,,lnus_has_size_measurement
