# generated_by,scripts/270c_phase_b_planning.py,generated_at,2026-04-17T06:46:38.421027+00:00
schema,name,object_type,row_count,disposition,identical_in_archive_pub_v1_0,identical_in_archive_legacy,proposed_target_name,justification
main,note_entities_procedures,BASE TABLE,21942,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__note_entities_procedures_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,note_entities_staging,BASE TABLE,3807,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__note_entities_staging_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,note_extraction_runs,BASE TABLE,3,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__note_extraction_runs_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,notes_entity_summary,VIEW,5272,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__notes_entity_summary_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,nsqip_enrichment,BASE TABLE,1275,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__nsqip_enrichment_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,nsqip_patient_summary,BASE TABLE,1261,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__nsqip_patient_summary_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,nuclear_med,BASE TABLE,2220,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__nuclear_med_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,operative_episode_detail_v2,BASE TABLE,9371,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__operative_episode_detail_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,path_outcome_classification_v1,BASE TABLE,10871,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__path_outcome_classification_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,path_synoptics,BASE TABLE,11688,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__path_synoptics_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,path_synoptics_encounter_qc_v1,VIEW,11688,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__path_synoptics_encounter_qc_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,pathology_rai_linkage_v3,BASE TABLE,23,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__pathology_rai_linkage_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,patient_analysis_resolved_v1,BASE TABLE,10871,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__patient_analysis_resolved_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,patient_completion_oed_path_linkage_v1,BASE TABLE,11506,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__patient_completion_oed_path_linkage_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,patient_cross_domain_timeline_v2,BASE TABLE,61055,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__patient_cross_domain_timeline_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,patient_refined_master_clinical_v12,BASE TABLE,12886,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__patient_refined_master_clinical_v12_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,pragma_database_list,VIEW,4,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__pragma_database_list_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,preop_surgery_linkage_v3,BASE TABLE,3554,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__preop_surgery_linkage_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,rai_dose_recovery_v1,BASE TABLE,4,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__rai_dose_recovery_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,rai_treatment_episode_v2,BASE TABLE,1857,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__rai_treatment_episode_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,raw_imaging_12_slots_v1,BASE TABLE,21079,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__raw_imaging_12_slots_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,raw_us_tirads_excel_v1,BASE TABLE,19891,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__raw_us_tirads_excel_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,raw_us_tirads_scored_v1,BASE TABLE,19549,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__raw_us_tirads_scored_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,recurrence_event_clean_v1,BASE TABLE,1946,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__recurrence_event_clean_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,specimen_genomic_assay_v1,BASE TABLE,10370,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__specimen_genomic_assay_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,specimen_master_v1,BASE TABLE,10139,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__specimen_master_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,specimen_source_xref_v1,BASE TABLE,11273,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__specimen_source_xref_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,specimen_tumor_focus_v1,BASE TABLE,11103,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__specimen_tumor_focus_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,sqlite_master,VIEW,651,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__sqlite_master_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,sqlite_schema,VIEW,651,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__sqlite_schema_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,sqlite_temp_master,VIEW,651,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__sqlite_temp_master_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,sqlite_temp_schema,VIEW,651,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__sqlite_temp_schema_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,surgery_pathology_linkage_v3,BASE TABLE,9409,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__surgery_pathology_linkage_v3_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,survival_cohort_enriched,BASE TABLE,61134,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__survival_cohort_enriched_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,synoptic_tumor_long_v1,BASE TABLE,11103,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__synoptic_tumor_long_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tg_postop_surveillance_windows_v1,BASE TABLE,16184,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tg_postop_surveillance_windows_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tg_timeline_patient_summary_v1,BASE TABLE,3258,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tg_timeline_patient_summary_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,thyroglobulin_lab_canonical_v1,BASE TABLE,76971,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__thyroglobulin_lab_canonical_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,thyroid_scoring_py_v1,BASE TABLE,10871,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__thyroid_scoring_py_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,thyroid_sizes,BASE TABLE,11675,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__thyroid_sizes_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,thyroid_weights,BASE TABLE,10001,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__thyroid_weights_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,thyroseq_molecular_enrichment,BASE TABLE,10862,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__thyroseq_molecular_enrichment_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tirads_llm_extracted_v2,BASE TABLE,5636,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tirads_llm_extracted_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tirads_llm_validation_v2,BASE TABLE,1225,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tirads_llm_validation_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tumor_episode_master_v2,BASE TABLE,11691,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tumor_episode_master_v2_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,tumor_pathology,BASE TABLE,4290,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__tumor_pathology_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,ultrasound_reports,BASE TABLE,6793,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__ultrasound_reports_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,us_nodules_tirads,BASE TABLE,10862,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__us_nodules_tirads_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,v_canonical_us_nodule_scope_v1,VIEW,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__v_canonical_us_nodule_scope_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,v_imaging_nodule_tirads_gap_v1,VIEW,37016,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__v_imaging_nodule_tirads_gap_v1_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,v_patient_surgery_timeline,VIEW,9371,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__v_patient_surgery_timeline_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
main,vw_us_nodule_tirads_validated,BASE TABLE,5,MIGRATE_TO_ARCHIVE_LEGACY,False,False,main__vw_us_nodule_tirads_validated_20260417T064706Z,unique to stray schema 'main'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_fna_episode_master_v2,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,_bootstrap_mrn_crosswalk_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_ambiguous_multimodal_linkage_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_contract_required_join_keys_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_imaging_fna_contract_blockers_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_multi_tumor_report_mm_v1,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name val_multitumor_expansion_mm_v1 does not exist!
Di); cannot recover content for migration"
mm_contract_dev,val_multitumor_expansion_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_nodes_invariant_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_preop_temporal_order_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,val_side_lobe_mismatch_mm_v1,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
mm_contract_dev,_bootstrap_event_date_audit_v2,BASE TABLE,50014,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_event_date_audit_v2_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_fna_molecular_linkage_v3,BASE TABLE,838,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_fna_molecular_linkage_v3_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_linkage_master_v1,BASE TABLE,11506,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_linkage_master_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_pathology_rai_linkage_v3,BASE TABLE,23,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_pathology_rai_linkage_v3_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_patient_cross_domain_timeline_v2,BASE TABLE,59385,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_patient_cross_domain_timeline_v2_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_preop_surgery_linkage_v3,BASE TABLE,3517,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_preop_surgery_linkage_v3_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,_bootstrap_surgery_pathology_linkage_v3,BASE TABLE,9409,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev___bootstrap_surgery_pathology_linkage_v3_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,dim_nodule_mm_v1,BASE TABLE,19891,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__dim_nodule_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,dim_patient_mm_v1,BASE TABLE,11506,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__dim_patient_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_fna_mm_v1,BASE TABLE,8119,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_fna_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_genetics_mm_v1,BASE TABLE,10126,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_genetics_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_imaging_mm_v1,BASE TABLE,19891,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_imaging_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_path_report_mm_v1,BASE TABLE,11688,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_path_report_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_surgery_mm_v1,BASE TABLE,12326,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_surgery_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,fact_tumor_mm_v1,BASE TABLE,11691,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__fact_tumor_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,imaging_fna_linkage_mm_v1,BASE TABLE,3558,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__imaging_fna_linkage_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,link_imaging_fna_mm_v1,BASE TABLE,3558,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__link_imaging_fna_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,link_surgery_context_mm_v1,BASE TABLE,9371,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__link_surgery_context_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,link_surgery_path_mm_v1,BASE TABLE,9417,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__link_surgery_path_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,map_patient_identifier_mm_v1,BASE TABLE,11506,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__map_patient_identifier_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,review_queue_imaging_fna_mm_v1,BASE TABLE,1915,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__review_queue_imaging_fna_mm_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
mm_contract_dev,val_imaging_fna_linkage_audit_v1,BASE TABLE,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,mm_contract_dev__val_imaging_fna_linkage_audit_v1_20260417T064706Z,unique to stray schema 'mm_contract_dev'; preserve under archive_legacy for audit trail
qa,date_provenance_completeness_v,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name domain_validation does not exist!
Did you mean ""T); cannot recover content for migration"
qa,domain_validation_summary_v,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name domain_validation does not exist!
Did you mean ""T); cannot recover content for migration"
qa,manual_review_queue_summary_v,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name manual_review_queue does not exist!
Did you mean ); cannot recover content for migration"
qa,molecular_pipeline_run_audit,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
qa,promotion_scorecard_summary_v,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name promotion_scorecard does not exist!
Did you mean ); cannot recover content for migration"
qa,tg_lab_ingestion_qc,BASE TABLE,0,DROP_NO_RESTORE_VALUE,False,False,,empty base table (0 rows) in stray archive-DB schema — no clinical/audit value to preserve
qa,v_diag_specimen_fhir_broken_refs_v1,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name fhir_specimen_v1 does not exist!
Did you mean ""sp); cannot recover content for migration"
qa,v_diag_specimen_fhir_bundle_entry_drift_v1,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name fhir_bundle_specimen_export_v1 does not exist!
Di); cannot recover content for migration"
qa,v_diag_specimen_review_burden_v1,VIEW,,DROP_NO_RESTORE_VALUE,False,False,,"object not queryable (error: Catalog Error: Table with name specimen_genomic_link_review_v1 does not exist!
D); cannot recover content for migration"
qa,concordance_summary,BASE TABLE,139,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__concordance_summary_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,domain_validation,BASE TABLE,161,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__domain_validation_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,manual_review_queue,BASE TABLE,5622,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__manual_review_queue_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,promotion_review_decisions,BASE TABLE,6,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__promotion_review_decisions_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,promotion_scorecard,BASE TABLE,56,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__promotion_scorecard_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,release_manifest,BASE TABLE,12,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__release_manifest_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,specimen_genomic_link_review_v1,BASE TABLE,10155,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__specimen_genomic_link_review_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,specimen_merge_review_queue_v1,BASE TABLE,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__specimen_merge_review_queue_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,t_diag_specimen_focus_qa_metrics_v1,BASE TABLE,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__t_diag_specimen_focus_qa_metrics_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_duplicate_focus_fp_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_duplicate_focus_fp_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_duplicate_master_fp_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_duplicate_master_fp_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_genomics_A_tier_requires_specimen_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_genomics_A_tier_requires_specimen_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_genomics_dupe_thyroseq_slice_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_genomics_dupe_thyroseq_slice_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_genomics_thyroseq_ordinality_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_genomics_thyroseq_ordinality_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_genomics_tier_enum_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_genomics_tier_enum_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_orphan_focus_master_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_orphan_focus_master_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_orphan_focus_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_orphan_focus_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_orphan_genomic_focus_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_orphan_genomic_focus_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_orphan_genomic_master_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_orphan_genomic_master_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_orphan_genomic_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_orphan_genomic_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_provenance_focus_gaps_v1,VIEW,0,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_provenance_focus_gaps_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_provenance_focus_v1,VIEW,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_provenance_focus_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_provenance_genomic_v1,VIEW,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_provenance_genomic_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_provenance_master_v1,VIEW,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_provenance_master_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,v_diag_specimen_provenance_summary_v1,VIEW,1,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__v_diag_specimen_provenance_summary_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,val_specimen_contract_v1,BASE TABLE,12,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__val_specimen_contract_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
qa,val_specimen_genomic_binding_v1,BASE TABLE,12,MIGRATE_TO_ARCHIVE_LEGACY,False,False,qa__val_specimen_genomic_binding_v1_20260417T064706Z,unique to stray schema 'qa'; preserve under archive_legacy for audit trail
v2_stage,load_inventory,BASE TABLE,270,MIGRATE_TO_ARCHIVE_LEGACY,False,False,v2_stage__load_inventory_20260417T064706Z,unique to stray schema 'v2_stage'; preserve under archive_legacy for audit trail
v2_stage,note_entities_llm_airway_invasion,BASE TABLE,11037,MIGRATE_TO_ARCHIVE_LEGACY,False,False,v2_stage__note_entities_llm_airway_invasion_20260417T064706Z,unique to stray schema 'v2_stage'; preserve under archive_legacy for audit trail
v2_stage,note_entities_llm_cervical_ln_detail,BASE TABLE,11037,MIGRATE_TO_ARCHIVE_LEGACY,False,False,v2_stage__note_entities_llm_cervical_ln_detail_20260417T064706Z,unique to stray schema 'v2_stage'; preserve under archive_legacy for audit trail
v2_stage,note_entities_llm_combined,BASE TABLE,11037,MIGRATE_TO_ARCHIVE_LEGACY,False,False,v2_stage__note_entities_llm_combined_20260417T064706Z,unique to stray schema 'v2_stage'; preserve under archive_legacy for audit trail
