detail_table_name,wildcard_feed_col,like_pattern,match
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_suspected
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_transient
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_voice_permanence_noted
note_entities_complications,comp_* upstream,comp_%,comp_voice_resolution_noted
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_permanent
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_suspected
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_transient
note_entities_complications,comp_* upstream,comp_%,comp_wound_infection_treatment_req
note_entities_complications,comp_* upstream,comp_%,completion_braf_positive
note_entities_complications,comp_* upstream,comp_%,completion_histology_type
note_entities_complications,comp_* upstream,comp_%,completion_prior_histology
note_entities_complications,comp_* upstream,comp_%,completion_reason
note_entities_complications,comp_* upstream,comp_%,completion_reason_confidence
note_entities_complications,comp_* upstream,comp_%,completion_t_stage
note_entities_complications,comp_* upstream,comp_%,completion_tert_positive
