detail_table_name,wildcard_feed_col,like_pattern,match
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_permanent
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_suspected
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_transient
note_entities_complications,comp_* upstream,comp_%,comp_chyle_leak_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_permanent
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_suspected
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_transient
note_entities_complications,comp_* upstream,comp_%,comp_hematoma_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_evidence_source
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_permanent
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_suspected
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_transient
note_entities_complications,comp_* upstream,comp_%,comp_hypocalcemia_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_hypopara_permanent_limitation_note
note_entities_complications,comp_* upstream,comp_%,comp_hypopara_permanent_source
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_permanent
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_suspected
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_transient
note_entities_complications,comp_* upstream,comp_%,comp_hypoparathyroidism_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_permanent
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_suspected
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_transient
note_entities_complications,comp_* upstream,comp_%,comp_rln_injury_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_seroma_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_seroma_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_seroma_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_seroma_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_seroma_permanent
note_entities_complications,comp_* upstream,comp_%,comp_seroma_suspected
note_entities_complications,comp_* upstream,comp_%,comp_seroma_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_seroma_transient
note_entities_complications,comp_* upstream,comp_%,comp_seroma_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_permanent
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_suspected
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_timing_window
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_transient
note_entities_complications,comp_* upstream,comp_%,comp_vc_paralysis_treatment_req
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_confirmed
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_days_postop
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_days_postop_v2
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_evidence_tier
note_entities_complications,comp_* upstream,comp_%,comp_vc_paresis_permanent
