# generated_by,scripts/270b_phase_a_step_2_registry.py --dry-run,generated_at,2026-04-17T06:22:36.422106+00:00
cpm_col,reason_no_feeder,stage_attempts_json
lnus_has_dedicated_exam,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_has_size_measurement,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_impression_last,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_indication_first,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_last_date,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_last_days_from_surg,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_n_exams,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_normal_ln_any,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
lnus_source,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [{""stripped_to"": ""lnus"", ""n_hits"": 0}], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
microscopic_ete_t3b_corrected,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [{""stripped_to"": ""microscopic_ete_t3b"", ""n_hits"": 0}], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
n_surgeries_source,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [{""stripped_to"": ""n_surgeries"", ""n_hits"": 1}], ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
n_tg_measurements_structured,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
n_us_with_ln_assessment,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_abnormality_type,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_has_pathologic_glands,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_incidental_status_refined,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_max_cellularity_pct,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_max_gland_weight_g,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_min_cellularity_pct,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_n_glands_biopsied,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_n_glands_excised,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_n_glands_identified,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_removal_intent,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_source_script,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
para_source_workbook,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_distant_met_sites,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_distant_mets_ever,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_fdg_avid_cervical_ln_ever,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_fdg_avid_thyroid_bed_ever,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_first_date,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_has_data,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_impression_last,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_indication_first,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_last_date,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_n_exams,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_exam_type,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_extraction_method,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [{""stripped_to"": ""pet_other_extraction"", ""n_hits"": 0}], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_first_date,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_first_days_from_surg,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_indication_first,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_last_date,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_last_days_from_surg,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_mentions_metastasis,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_n_exams,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_other_ned_statement,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
pet_overall_worst,no_feeder_candidate_in_4_stages,"[{""stage"": 1, ""method"": ""exact"", ""n_raw_candidates"": 1, ""n_candidates_after_exclude"": 0, ""candidates"": [], ""excluded_by_pattern"": [""canonical_patient_master""]}, {""stage"": 2, ""method"": ""suffix_strip"", ""attempts"": [], ""n_raw_candidates"": 0, ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}, {""stage"": 3, ""method"": ""domain_prefix"", ""matched_prefix"": null, ""raw_candidates"": [], ""filtered_candidates"": [], ""n_candidates_after_exclude"": 0, ""excluded_by_pattern"": []}]"
