column_name,candidate_origin_scripts,needs_manual_assignment
n_tgab_measurements,113_tg_lab_ingestion.py; 207_canonical_master_expansion.py; 218_followup_recovery.py; 250_registry_pointer_rebuild.py; 255_rebuild_rai_tg_rollups.py,True
n_tumors_ajcc7_staged,266b_per_tumor_ajcc_buildout.py; 266c_wide_format_slots_and_renames.py,True
n_tumors_ajcc8_staged,266b_per_tumor_ajcc_buildout.py; 266c_wide_format_slots_and_renames.py,True
n_tumors_ete_present,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_lvi_present,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_margin_involved,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_margin_uninvolved,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_pni_present,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_vi_present,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
n_tumors_with_size,250_registry_pointer_rebuild.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py,True
nlp_ln_levels_mentioned,212_nlp_entity_rollup.py,True
nlp_ln_n_entities,212_nlp_entity_rollup.py,True
nlp_ln_n_notes,212_nlp_entity_rollup.py,True
nlp_ne_complications_has_data,,True
nlp_ne_complications_n_rows,213_data_dictionary.py,True
nlp_ne_genetics_has_data,,True
nlp_ne_genetics_n_rows,,True
nlp_ne_medications_has_data,,True
nlp_ne_medications_n_rows,,True
nlp_ne_operative_has_data,,True
nlp_ne_operative_n_rows,,True
nlp_ne_problemlist_has_data,,True
nlp_ne_problemlist_n_rows,,True
nlp_ne_procedures_has_data,,True
nlp_ne_procedures_n_rows,,True
nlp_ne_staging_has_data,,True
nlp_ne_staging_n_rows,,True
nlp_pmhx_has_data,236_canonical_finalization.py,True
nlp_pmhx_key_finding,,True
nlp_pmhx_n_entities,,True
nlp_pmhx_n_notes,,True
nlp_pshx_has_data,236_canonical_finalization.py,True
nlp_pshx_key_finding,,True
nlp_pshx_n_entities,,True
nlp_pshx_n_notes,,True
nlp_radtx_has_data,236_canonical_finalization.py,True
nlp_radtx_key_finding,,True
nlp_radtx_n_entities,,True
nlp_radtx_n_notes,,True
nlp_symptoms_has_data,,True
nlp_symptoms_key_finding,,True
nlp_symptoms_n_entities,,True
nlp_symptoms_n_notes,,True
nras_positive_v11,207_canonical_master_expansion.py; 210_database_audit_backup.py,True
nsqip_admission_date,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_age_at_surgery,216_data_gap_resolution.py,True
nsqip_albumin,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_alk_phos,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_asa_class,216_data_gap_resolution.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_ast,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_bleeding_disorder,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_bmi,216_data_gap_resolution.py; 216b_llm_extraction.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py; 224_canonical_etl_fixes.py,True
nsqip_bun,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_calcium_checked,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_calcium_vitd_category,nsqip_phase2_enrichment.py,True
nsqip_calcium_vitd_last_check,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_calcium_vitd_replacement,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_central_neck_dissection,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_copd,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_cpt_code,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_cpt_description,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_creatinine,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_death_30d,221a_death_date_integration.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_deep_ssi,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_diabetes,216_data_gap_resolution.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_discharge_date,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_discharge_destination,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_disseminated_cancer,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_drain_usage,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_dvt,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_final_pathology,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_first_readmission_date,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_functional_status,216_data_gap_resolution.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hba1c,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_heart_failure,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_height_in,216_data_gap_resolution.py,True
nsqip_hematocrit,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hematoma_flag,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hemoglobin,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hospital_los_days,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypertension,216_data_gap_resolution.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia,235_parathyroid_calcium_fix.py; 235_recon.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_event,235_parathyroid_calcium_fix.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_event_type,235_parathyroid_calcium_fix.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_flag,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_last_check,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_postdischarge,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_predischarge,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_hypocalcemia_recovered_flag,235_parathyroid_calcium_fix.py,True
nsqip_hypoparathyroidism_recovered_flag,235_parathyroid_calcium_fix.py,True
nsqip_inpatient_outpatient,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_inr,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_iv_calcium,235_parathyroid_calcium_fix.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_lateral_neck_dissection,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_length_of_stay_days,216_data_gap_resolution.py,True
nsqip_m_classification,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_match_method,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_molecular_result,nsqip_phase2_enrichment.py,True
nsqip_molecular_testing,nsqip_phase2_enrichment.py,True
nsqip_multifocal,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_n_classification,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_neck_hematoma,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_neoplasm,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_neoplasm_type,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_nodes_positive,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_nodes_removed,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_operation_date,221a_death_date_integration.py; 221b_final_gap_resolution.py; 233_canonical_finalization.py; 233_make_report.py; nsqip_enrichment.py,True
nsqip_operative_approach,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_operative_duration_min,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_organ_space_ssi,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_pe,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_platelet_count,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_pneumonia,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_preop_biopsy_result,nsqip_phase2_enrichment.py,True
nsqip_primary_indication,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_prior_neck_surgery,nsqip_phase2_enrichment.py,True
nsqip_pth_checked,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_ptt,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_readmission_30d_flag,221b_final_gap_resolution.py; nsqip_phase2_enrichment.py,True
nsqip_readmission_count,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_related_readmission_count,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_rln_injury,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_rln_injury_flag,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_rln_monitoring,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_same_day_discharge_flag,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_sepsis,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_sex,216_data_gap_resolution.py; nsqip_resolve_unmatched.py,True
nsqip_smoker,216_data_gap_resolution.py,True
nsqip_sodium,221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_source,216_data_gap_resolution.py,True
nsqip_superficial_ssi,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_surgery_finish_time,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_surgery_start_time,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_surgical_los_days,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_t_classification,221_final_gap_resolution.py; 221b_final_gap_resolution.py; nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_thyroidectomy_has_data,221_final_gap_resolution.py; 221b_final_gap_resolution.py,True
nsqip_thyroidectomy_source_script,221_final_gap_resolution.py; 221b_final_gap_resolution.py,True
nsqip_tobacco_use,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_total_bilirubin,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_transfusion,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_unplanned_intubation,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_unplanned_readmission_count,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_unplanned_return_or,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_vessel_sealant,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_wbc,nsqip_enrichment.py; nsqip_phase2_enrichment.py,True
nsqip_weight_lbs,216_data_gap_resolution.py,True
ntrk_positive_v7,207_canonical_master_expansion.py,True
nucmed_cumulative_therapeutic_dose,219_imaging_gap_resolution.py,True
nucmed_dose_max_parsed,219_imaging_gap_resolution.py,True
nucmed_findings_last,219_imaging_gap_resolution.py,True
nucmed_first_scan_with_labs,218_followup_recovery.py,True
nucmed_impression_last,219_imaging_gap_resolution.py,True
nucmed_indication_first,219_imaging_gap_resolution.py,True
nucmed_indication_last,219_imaging_gap_resolution.py,True
nucmed_lab_source,218_followup_recovery.py,True
nucmed_last_scan_with_labs,218_followup_recovery.py,True
nucmed_n_doses_parsed,219_imaging_gap_resolution.py,True
nucmed_n_tg_values,218_followup_recovery.py,True
nucmed_n_tgab_values,218_followup_recovery.py,True
nucmed_n_tsh_values,218_followup_recovery.py,True
nucmed_n_with_impression,219_imaging_gap_resolution.py,True
nucmed_n_with_indication,219_imaging_gap_resolution.py,True
nucmed_overall_assessment,219_imaging_gap_resolution.py,True
nucmed_tg_max,218_followup_recovery.py; 219_imaging_gap_resolution.py,True
nucmed_tg_min,218_followup_recovery.py,True
nucmed_tgab_max,219_imaging_gap_resolution.py,True
nucmed_tsh_is_stimulated,219_imaging_gap_resolution.py,True
nucmed_tsh_max,219_imaging_gap_resolution.py,True
nucmed_uptake_24hr_max,207_canonical_master_expansion.py; 219_imaging_gap_resolution.py,True
nucmed_uptake_pct_max,219_imaging_gap_resolution.py,True
op_drain_placed_any,104_operative_truth_state_hardening.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 215_deep_nlp_entity_integration.py; 221_final_gap_resolution.py,True
op_esophageal_inv_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 215_deep_nlp_entity_integration.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py,True
op_findings_summary,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py; 94_pipeline_gap_closure.py,True
op_intraop_gross_ete_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py; 94_pipeline_gap_closure.py,True
op_local_invasion_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py; 94_pipeline_gap_closure.py,True
op_n_surgeries_with_findings,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py; 94_pipeline_gap_closure.py,True
op_nlp_berry_ligament_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_berry_ligament_days_from_surg,,True
op_nlp_berry_ligament_dissected,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_berry_ligament_mentioned,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_berry_ligament_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_drain_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_drain_days_from_surg,,True
op_nlp_drain_placed,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_drain_placed_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_ebl_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_ebl_days_from_surg,,True
op_nlp_ebl_ml,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_ebl_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_esophageal_involvement,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_esophageal_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_gross_invasion,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_intraop_complication,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_intraop_complication_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_intraop_complication_days_from_surg,,True
op_nlp_intraop_complication_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_nerve_monitoring_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_nerve_monitoring_days_from_surg,,True
op_nlp_nerve_monitoring_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_nerve_monitoring_type,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_nerve_monitoring_used,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_note_types,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_parathyroid_autograft,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_parathyroid_autograft_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_parathyroid_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_parathyroid_days_from_surg,,True
op_nlp_parathyroid_managed,213_data_dictionary.py; 215_deep_nlp_entity_integration.py; 216_data_gap_resolution.py; 221b_final_gap_resolution.py,True
op_nlp_parathyroid_managed_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_reoperative_field,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_reoperative_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_rln_finding,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_rln_finding_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_rln_finding_days_from_surg,,True
op_nlp_rln_finding_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_strap_muscle_involved,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_strap_muscle_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_tracheal_involvement,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_nlp_tracheal_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_parathyroid_autograft_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 215_deep_nlp_entity_integration.py; 221b_final_gap_resolution.py; 86_operative_nlp_final_sync.py,True
op_reoperative_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 215_deep_nlp_entity_integration.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py,True
op_rln_monitoring_any,104_operative_truth_state_hardening.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
op_strap_muscle_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 215_deep_nlp_entity_integration.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py,True
op_tracheal_inv_any,104_operative_truth_state_hardening.py; 207_canonical_master_expansion.py; 215_deep_nlp_entity_integration.py; 86_operative_nlp_final_sync.py; 94_dataset_truth_snapshot.py,True
ops_anticoagulation_meds,216_data_gap_resolution.py,True
ops_bmi,216_data_gap_resolution.py; 216b_llm_extraction.py; 224_canonical_etl_fixes.py,True
ops_cervical_ln_us_performed,216_data_gap_resolution.py,True
ops_difficult_airway,216_data_gap_resolution.py,True
ops_dominant_nodule_bethesda,216_data_gap_resolution.py,True
ops_dominant_nodule_location,216_data_gap_resolution.py,True
ops_dominant_nodule_size_us,216_data_gap_resolution.py,True
ops_ebl_ml,216_data_gap_resolution.py,True
ops_family_hx_thyroid_ca,216_data_gap_resolution.py,True
ops_head_neck_us_findings,216_data_gap_resolution.py,True
ops_intraop_appearance,216_data_gap_resolution.py,True
ops_intraop_nodule_count,216_data_gap_resolution.py,True
ops_io_tumor_appearance,216_data_gap_resolution.py,True
ops_ll_ag,216_data_gap_resolution.py,True
ops_ll_para_visualized,216_data_gap_resolution.py,True
ops_ll_resection,216_data_gap_resolution.py,True
ops_lu_ag,216_data_gap_resolution.py,True
ops_lu_para_visualized,216_data_gap_resolution.py,True
ops_lu_resection,216_data_gap_resolution.py,True
ops_max_diameter_cm,216_data_gap_resolution.py,True
ops_nerve_stim_final,216_data_gap_resolution.py; 221_final_gap_resolution.py,True
ops_nerve_stim_left,216_data_gap_resolution.py; 221_final_gap_resolution.py,True
ops_nerve_stim_right,216_data_gap_resolution.py,True
ops_other_ag,216_data_gap_resolution.py,True
ops_palpable_lesion,216_data_gap_resolution.py,True
ops_para_ag_performed,216_data_gap_resolution.py,True
ops_parathyroid_ag_notes,216_data_gap_resolution.py,True
ops_parathyroidectomy,216_data_gap_resolution.py,True
ops_periop_complications,216_data_gap_resolution.py; 218_followup_recovery.py,True
ops_preop_diagnosis,216_data_gap_resolution.py,True
ops_preop_imaging_performed,216_data_gap_resolution.py,True
ops_preop_laryngoscopy,216_data_gap_resolution.py,True
ops_preop_nodules_count_size,216_data_gap_resolution.py,True
ops_preop_symptoms,216_data_gap_resolution.py,True
ops_prior_neck_irradiation,216_data_gap_resolution.py,True
ops_prior_neck_operation,216_data_gap_resolution.py,True
ops_rl_ag,216_data_gap_resolution.py,True
ops_rl_para_visualized,216_data_gap_resolution.py,True
ops_rl_resection,216_data_gap_resolution.py,True
ops_ru_ag,216_data_gap_resolution.py,True
ops_ru_para_visualized,216_data_gap_resolution.py,True
ops_ru_resection,216_data_gap_resolution.py,True
ops_skin_to_skin_min,216_data_gap_resolution.py,True
ops_supranumerary_para,216_data_gap_resolution.py,True
ops_surg_date,216_data_gap_resolution.py; 218_followup_recovery.py; 221a_death_date_integration.py,True
ops_surgeon,216_data_gap_resolution.py,True
ops_thyroid_scintigraphy,216_data_gap_resolution.py,True
ops_tumor_side,216_data_gap_resolution.py,True
overall_survival_days,221a_death_date_integration.py,True
overall_survival_years,221a_death_date_integration.py,True
path_ene_raw,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
path_ete_raw,214_final_canonical_integration.py; 232_ete_adjudication.py; 48_build_analysis_resolved_layer.py,True
path_gross_ete_flag,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py,True
path_histology_raw,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py; 55_analysis_validation_suite.py; 57_freeze_manuscript_cohort.py; 58_missingness_summary.py,True
path_histology_variant_raw,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py,True
path_laterality,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 271b_laterality_normalization.py; 48_build_analysis_resolved_layer.py,True
path_ln_examined_raw,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py; 62_run_primary_descriptives.py,True
path_ln_positive_raw,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 48_build_analysis_resolved_layer.py; 62_run_primary_descriptives.py; 63_run_primary_models.py,True
path_lvi_raw,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
path_m_stage_raw,214_final_canonical_integration.py; 224_canonical_etl_fixes.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py; 266b_per_tumor_ajcc_buildout.py,True
path_margin_raw,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py,True
path_n_stage_raw,207_canonical_master_expansion.py; 224_canonical_etl_fixes.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py; 266b_per_tumor_ajcc_buildout.py,True
path_pni_raw,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
path_stage_raw,214_final_canonical_integration.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py; 48_build_analysis_resolved_layer.py,True
path_t_stage_raw,207_canonical_master_expansion.py; 224_canonical_etl_fixes.py; 266a_dictionary_and_feeder_registration.py; 266a_discovery.py; 266b_per_tumor_ajcc_buildout.py,True
path_vascular_invasion_raw,214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
pathology_vs_imaging_laterality_concordant,271_tirads_imaging_finalization.py; 271a_fix_concordance_three_valued.py; 271b_laterality_normalization.py,True
pathology_vs_imaging_laterality_concordant_v271b,271b_laterality_normalization.py,True
pax8_pparg_positive,207_canonical_master_expansion.py,True
perineural_invasion,108_synoptic_tumor_long_v1.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 206_fleet_nlp_validate_upload.py; 213_data_dictionary.py,True
pmhx_llm_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_llm_mean_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_llm_min_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_llm_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_llm_note_types,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_afib,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_afib_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_asthma,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_asthma_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_autoimmune_thyroid_hx,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_autoimmune_thyroid_hx_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_breast_cancer,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_breast_cancer_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_cad,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_cad_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_ckd,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_ckd_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_coagulopathy,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_comorbidity_list,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_copd,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_copd_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_depression,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_depression_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_diabetes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_diabetes_first_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_diabetes_first_days_from_surg,,True
pmhx_nlp_diabetes_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
