column_name,candidate_origin_scripts,needs_manual_assignment
pmhx_nlp_family_hx_cancer,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_family_hx_thyroid,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_family_hx_thyroid_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_gerd,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_gerd_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypertension,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypertension_first_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypertension_first_days_from_surg,,True
pmhx_nlp_hypertension_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hyperthyroidism,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hyperthyroidism_first_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hyperthyroidism_first_days_from_surg,,True
pmhx_nlp_hyperthyroidism_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypothyroidism,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypothyroidism_first_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_hypothyroidism_first_days_from_surg,,True
pmhx_nlp_hypothyroidism_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_lung_cancer,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_lung_cancer_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_men_syndrome,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_n_comorbidities,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_note_types,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_obesity,213_data_dictionary.py; 215_deep_nlp_entity_integration.py; 265_canonical_finalization.py,True
pmhx_nlp_obesity_first_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_obesity_first_days_from_surg,,True
pmhx_nlp_obesity_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_osteoporosis,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_prior_cancer_hx,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_prior_cancer_hx_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_radiation_exposure,213_data_dictionary.py; 215_deep_nlp_entity_integration.py; 265_canonical_finalization.py,True
pmhx_nlp_radiation_exposure_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_radiation_exposure_date,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_radiation_exposure_days_from_surg,,True
pmhx_nlp_radiation_exposure_n_mentions,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pmhx_nlp_smoking_status,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pni_any_present_path,231_update_canonical_master.py,True
pni_positive,207_canonical_master_expansion.py; 29_validation_engine.py,True
pni_refined_v6,207_canonical_master_expansion.py,True
postop_calcium_min_days_postop,211_canonical_gap_fill.py,True
postop_calcium_n_measurements,211_canonical_gap_fill.py; 235_parathyroid_calcium_fix.py,True
postop_calcium_source_reliability,211_canonical_gap_fill.py; 235_parathyroid_calcium_fix.py,True
postop_ionized_cal_min_value,211_canonical_gap_fill.py,True
postop_labs_has_data,211_canonical_gap_fill.py,True
postop_low_calcium_flag,235_parathyroid_calcium_fix.py; 48_build_analysis_resolved_layer.py; 53_longitudinal_lab_hardening.py,True
postop_low_pth_flag,235_parathyroid_calcium_fix.py; 48_build_analysis_resolved_layer.py; 53_longitudinal_lab_hardening.py,True
postop_pth_min_days_postop,211_canonical_gap_fill.py,True
postop_pth_n_measurements,211_canonical_gap_fill.py,True
postop_pth_source_reliability,211_canonical_gap_fill.py,True
preop_tirads_best,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 207_canonical_master_expansion.py; 209_nlp_entity_crossvalidation.py; 252_recompute_max_tirads.py,True
preop_tirads_category,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 209_nlp_entity_crossvalidation.py,True
preop_tirads_worst,204_canonical_master_assembly.py; 205_canonical_consolidation.py,True
pshx_llm_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pshx_llm_mean_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pshx_llm_min_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pshx_llm_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pshx_llm_note_types,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
pth_nadir,207_canonical_master_expansion.py; 210_database_audit_backup.py; 235_parathyroid_calcium_fix.py; 250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py,True
pth_nadir_days_postop,207_canonical_master_expansion.py,True
race,00_deid_gateway.py; 01_ingest_all_files.py; 11.5_cross_file_validation.py; 113_tg_lab_ingestion.py; 13_performance_optimizations_pack.py,True
radtx_llm_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
radtx_llm_mean_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
radtx_llm_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
rai_assertion_statuses,48_build_analysis_resolved_layer.py,True
rai_avid_flag,06_advanced_extraction.py; 207_canonical_master_expansion.py,True
rai_avidity,207_canonical_master_expansion.py; 22_canonical_episodes_v2.py,True
rai_cumulative_dose_extreme,234_rai_tg_cleanup_db_hygiene.py,True
rai_date_confidence,214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py; 82_provenance_date_hardening.py,True
rai_date_source,16_reconciliation_v2.py; 214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
rai_dose_confidence_worst,211_canonical_gap_fill.py,True
rai_dose_data_available,234_rai_tg_cleanup_db_hygiene.py,True
rai_dose_linkage,207_canonical_master_expansion.py,True
rai_dose_source,114_rai_dose_recovery_nuclear_med.py; 207_canonical_master_expansion.py,True
rai_eligible_flag,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py; 56_pre_manuscript_audit.py; 57_freeze_manuscript_cohort.py; 58_missingness_summary.py,True
rai_episode_date_span_days,211_canonical_gap_fill.py,True
rai_first_days_from_surg,,True
rai_first_episode_date,211_canonical_gap_fill.py,True
rai_first_episode_days_from_surg,,True
rai_flag_discordant,234_rai_tg_cleanup_db_hygiene.py,True
rai_has_adjudication,211_canonical_gap_fill.py,True
rai_has_completion_status,211_canonical_gap_fill.py,True
rai_intent_list,211_canonical_gap_fill.py,True
rai_last_episode_date,211_canonical_gap_fill.py,True
rai_last_episode_days_from_surg,,True
rai_max_dose_source,255_rebuild_rai_tg_rollups.py; 259_final_verification_lock.py,True
rai_min_dose_mci,211_canonical_gap_fill.py,True
rai_n_distinct_intents,211_canonical_gap_fill.py,True
rai_n_episodes_with_dose,211_canonical_gap_fill.py,True
rai_received_reconciled,234_rai_tg_cleanup_db_hygiene.py; 239_fix_rai_benign_recovery.py; 242_rai_view_reconciliation.py,True
rai_scan_findings_v9,207_canonical_master_expansion.py,True
rai_stimulated_tg,207_canonical_master_expansion.py; 218_followup_recovery.py; 22_canonical_episodes_v2.py,True
rai_stimulated_tsh,207_canonical_master_expansion.py; 218_followup_recovery.py; 219_imaging_gap_resolution.py; 22_canonical_episodes_v2.py,True
rai_validation_tier,207_canonical_master_expansion.py; 29_validation_engine.py; 48_build_analysis_resolved_layer.py; 69_manuscript_reconciliation.py; 80_structural_gap_maximization.py,True
ras_positive,100_canonical_metrics_registry.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 31_analytic_models.py; 42_hypothesis1_cln_lobectomy.py,True
ras_resolution_confidence_v13,207_canonical_master_expansion.py,True
ras_resolution_source_v13,207_canonical_master_expansion.py,True
ras_resolved_af_v13,207_canonical_master_expansion.py,True
ras_resolved_gene_v13,207_canonical_master_expansion.py,True
ras_resolved_variant_v13,207_canonical_master_expansion.py,True
ras_subtype,111_llm_extraction_validation.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 210_database_audit_backup.py; 22_canonical_episodes_v2.py,True
ras_subtype_raw,202_canonical_molecular_tested.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 48_build_analysis_resolved_layer.py,True
rec_detection_method,224_canonical_etl_fixes.py,True
rec_event_rank,211_canonical_gap_fill.py,True
rec_source_priority,211_canonical_gap_fill.py,True
rec_source_table,211_canonical_gap_fill.py,True
rec_structural_flag,211_canonical_gap_fill.py,True
recurrence_data_confidence,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 80_structural_gap_maximization.py; 94_pipeline_gap_closure.py,True
recurrence_date_source,214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py,True
recurrence_date_v2,224_canonical_etl_fixes.py; 279_ln_ene_consistency_and_recurrence_dict_clarification.py,True
recurrence_days_from_surg,203_canonical_recurrence.py; 224_canonical_etl_fixes.py; 233_canonical_finalization.py; 233_make_report.py; 233_phase0_inventory.py,True
recurrence_days_from_surg_1,,True
recurrence_days_from_surg_quarantined,233_canonical_finalization.py; 233_make_report.py,True
recurrence_evidence_source,203_canonical_recurrence.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py,True
recurrence_evidence_type,224_canonical_etl_fixes.py,True
recurrence_flag_scoring,207_canonical_master_expansion.py; 233_canonical_finalization.py; 233_make_report.py; 233_phase0c_derivation.py,True
recurrence_flag_v2,224_canonical_etl_fixes.py; 233_canonical_finalization.py; 233_make_report.py; 233_phase0c_derivation.py; 279_ln_ene_consistency_and_recurrence_dict_clarification.py,True
recurrence_histology,203_canonical_recurrence.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 224_canonical_etl_fixes.py,True
recurrence_histology_v2,224_canonical_etl_fixes.py,True
recurrence_laterality,218_followup_recovery.py,True
recurrence_pathology_source_table,224_canonical_etl_fixes.py,True
recurrence_pathology_specimen_id,224_canonical_etl_fixes.py,True
recurrence_site_primary,214_final_canonical_integration.py; 218_followup_recovery.py; 48_build_analysis_resolved_layer.py,True
recurrence_site_raw,218_followup_recovery.py; 224_canonical_etl_fixes.py,True
recurrence_site_source,218_followup_recovery.py,True
recurrence_site_text,218_followup_recovery.py; 233_canonical_finalization.py; 233_make_report.py; 233_phase0_inventory.py; 233_phase0c_derivation.py,True
recurrence_site_v2,224_canonical_etl_fixes.py,True
recurrence_source,210_database_audit_backup.py; 214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py; 94_pipeline_gap_closure.py,True
recurrence_type_primary,214_final_canonical_integration.py; 218_followup_recovery.py; 48_build_analysis_resolved_layer.py,True
research_id,00_deid_gateway.py; 01_ingest_all_files.py; 02_build_duckdb_full.py; 02b_register_notes_entities.py; 03_research_views.py,True
ret_note_adjudicated_positive,226_ret_note_llm_adjudication.py; 227_finalization_cleanup.py; 237_close_registry_gaps.py,True
ret_note_alteration_types,226_ret_note_llm_adjudication.py,True
ret_note_confidence,226_ret_note_llm_adjudication.py,True
ret_note_variants_reported,226_ret_note_llm_adjudication.py,True
ret_positive_unified,226_ret_note_llm_adjudication.py; 227_finalization_cleanup.py; 265_canonical_finalization.py,True
rln_classification,211_canonical_gap_fill.py,True
rln_injury_days_postop,211_canonical_gap_fill.py,True
rln_injury_detection_date,211_canonical_gap_fill.py,True
rln_injury_detection_days_from_surg,,True
rln_injury_evidence,211_canonical_gap_fill.py,True
rln_injury_is_confirmed,211_canonical_gap_fill.py; 236_canonical_finalization.py; 29_validation_engine.py; 52_complication_phenotyping_v2.py; 67_database_hardening_validation.py,True
rln_injury_tier,210_database_audit_backup.py; 211_canonical_gap_fill.py; 29_validation_engine.py; 52_complication_phenotyping_v2.py,True
rln_laterality,211_canonical_gap_fill.py,True
rln_temporality,211_canonical_gap_fill.py,True
rollup_built_at,,True
rollup_source_table,,True
scoring_ajcc8_flag,48_build_analysis_resolved_layer.py; 55_analysis_validation_suite.py; 56_pre_manuscript_audit.py; 59_dataset_summary.py,True
scoring_ata_flag,48_build_analysis_resolved_layer.py; 56_pre_manuscript_audit.py; 59_dataset_summary.py,True
scoring_macis_flag,48_build_analysis_resolved_layer.py; 56_pre_manuscript_audit.py; 59_dataset_summary.py,True
seroma_status,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 235_parathyroid_calcium_fix.py; 48_build_analysis_resolved_layer.py; 52_complication_phenotyping_v2.py,True
sex,02_build_duckdb_full.py; 02b_register_notes_entities.py; 03_research_views.py; 07_phase3_genetics_specimen.py; 11.5_cross_file_validation.py,True
surg_first_date,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py,True
surg_first_days_from_surg,,True
surg_hemithyroidectomy,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py,True
surg_total_thyroidectomy,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 213_data_dictionary.py; 250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py,True
surv_max_time_days_capped,211_canonical_gap_fill.py,True
survival_eligible_flag,207_canonical_master_expansion.py; 250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py; 58_missingness_summary.py; 59_dataset_summary.py,True
survival_event,210_database_audit_backup.py; 221a_death_date_integration.py; 250_registry_pointer_rebuild.py,True
sx_llm_extraction_method,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
sx_llm_mean_confidence,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
sx_llm_n_source_notes,213_data_dictionary.py; 215_deep_nlp_entity_integration.py,True
syn_adenomatoid_nodules,214_final_canonical_integration.py,True
syn_architecture,214_final_canonical_integration.py; 230_path_synoptic_rollup.py; 248_syn_nan_repair.py,True
syn_bilateral_neck_dissection,214_final_canonical_integration.py,True
syn_c_cell_hyperplasia,214_final_canonical_integration.py,True
syn_capsular_invasion_clean,214_final_canonical_integration.py,True
syn_carcinoma_on_frozen,214_final_canonical_integration.py,True
syn_central_dissection,214_final_canonical_integration.py,True
syn_chronic_thyroiditis,214_final_canonical_integration.py,True
syn_colloid_nodule,214_final_canonical_integration.py,True
syn_frozen_section,214_final_canonical_integration.py,True
syn_frozen_section_result,214_final_canonical_integration.py,True
syn_has_second_tumor,214_final_canonical_integration.py,True
syn_has_third_plus_tumor,214_final_canonical_integration.py,True
syn_histologic_grade,214_final_canonical_integration.py,True
syn_hurthle_cell_change,214_final_canonical_integration.py,True
syn_hyperplastic_nodules,214_final_canonical_integration.py,True
syn_io_rln_monitoring,214_final_canonical_integration.py,True
syn_isthmus_size_cm,214_final_canonical_integration.py,True
syn_isthmus_weight_g,214_final_canonical_integration.py,True
syn_ki67_index,214_final_canonical_integration.py,True
syn_left_lobe_size_cm,214_final_canonical_integration.py,True
syn_left_lobe_weight_g,214_final_canonical_integration.py,True
syn_lymphatic_invasion_clean,214_final_canonical_integration.py,True
syn_margin_distance_mm_num,248_syn_nan_repair.py; 249_deprecate_legacy_columns.py; 250_registry_pointer_rebuild.py,True
syn_margin_distance_mm_raw_str,248_syn_nan_repair.py; 250_registry_pointer_rebuild.py; 270b_phase_a_preflight_audit.py,True
syn_margin_status_synoptic,214_final_canonical_integration.py,True
syn_mitotic_rate_numeric,214_final_canonical_integration.py,True
syn_mitotic_rate_qualifier,214_final_canonical_integration.py,True
syn_n_parathyroid_identified,214_final_canonical_integration.py,True
syn_n_tumors_in_synoptic,214_final_canonical_integration.py,True
syn_necrosis_clean,214_final_canonical_integration.py,True
syn_parathyroid_in_specimen,214_final_canonical_integration.py,True
syn_right_lobe_size_cm,214_final_canonical_integration.py,True
syn_right_lobe_weight_g,214_final_canonical_integration.py,True
syn_total_weight_g,214_final_canonical_integration.py; 216_data_gap_resolution.py,True
syn_tumor2_histologic_type,214_final_canonical_integration.py,True
syn_tumor2_size_cm,214_final_canonical_integration.py,True
tert_platforms_v9,207_canonical_master_expansion.py,True
tert_positive,100_canonical_metrics_registry.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 31_analytic_models.py; 51_thyroid_scoring_systems.py,True
tert_positive_v7,207_canonical_master_expansion.py,True
tert_status_v7,207_canonical_master_expansion.py,True
tert_test_count_v9,207_canonical_master_expansion.py,True
tert_tested,207_canonical_master_expansion.py; 29_validation_engine.py,True
tert_variant_v9,207_canonical_master_expansion.py; 29_validation_engine.py,True
tg_below_threshold_ever,214_final_canonical_integration.py; 48_build_analysis_resolved_layer.py; 53_longitudinal_lab_hardening.py,True
tg_data_available,234_rai_tg_cleanup_db_hygiene.py,True
tg_last_censored,113_tg_lab_ingestion.py; 207_canonical_master_expansion.py,True
tg_last_value,03_research_views.py; 113_tg_lab_ingestion.py; 204_canonical_master_assembly.py; 205_canonical_consolidation.py; 209_nlp_entity_crossvalidation.py,True
tg_limitation_note,234_rai_tg_cleanup_db_hygiene.py,True
tg_nadir_suspect_preablation,234_rai_tg_cleanup_db_hygiene.py,True
tg_peak_source,255_rebuild_rai_tg_rollups.py; 259_final_verification_lock.py,True
tgab_last_value,113_tg_lab_ingestion.py; 207_canonical_master_expansion.py,True
tgab_nadir,113_tg_lab_ingestion.py; 207_canonical_master_expansion.py,True
tgab_peak,113_tg_lab_ingestion.py; 207_canonical_master_expansion.py,True
tirads_best_points_v271,271_tirads_imaging_finalization.py,True
tirads_concordant_count_v12,207_canonical_master_expansion.py,True
tirads_has_acr_recalc_v12,207_canonical_master_expansion.py,True
tirads_mismatch_count_v12,207_canonical_master_expansion.py,True
tirads_n_nodule_records_v12,207_canonical_master_expansion.py,True
tirads_n_sources_v12,207_canonical_master_expansion.py,True
tirads_nodule_size_max_mm_v12,207_canonical_master_expansion.py,True
tirads_nodules_scored_combined,205_canonical_consolidation.py,True
tirads_reliability_v12,207_canonical_master_expansion.py,True
tirads_source_system_v271,271_tirads_imaging_finalization.py,True
tirads_source_v12,207_canonical_master_expansion.py,True
tirads_worst_points_v271,271_tirads_imaging_finalization.py,True
tirads_worst_score_v12,207_canonical_master_expansion.py; 265_canonical_finalization.py; 271_tirads_imaging_finalization.py,True
tp53_positive_v7,207_canonical_master_expansion.py,True
tp_central_examined,205_canonical_consolidation.py,True
tp_central_positive_total,205_canonical_consolidation.py,True
tp_ln_central_positive,205_canonical_consolidation.py; 221_final_gap_resolution.py; 221b_final_gap_resolution.py,True
tp_ln_ene,205_canonical_consolidation.py,True
tp_ln_examined,205_canonical_consolidation.py; 207_canonical_master_expansion.py; ln_crossval.py,True
tp_ln_largest_deposit_cm,205_canonical_consolidation.py,True
tp_ln_lateral_positive,205_canonical_consolidation.py,True
tp_ln_levels_involved,205_canonical_consolidation.py,True
tp_ln_positive,205_canonical_consolidation.py; 209_nlp_entity_crossvalidation.py; 213_data_dictionary.py; 217_lab_recovery_ln_integration.py; ln_crossval.py,True
tsh_suppressed_ever,250_registry_pointer_rebuild.py; 48_build_analysis_resolved_layer.py; 53_longitudinal_lab_hardening.py,True
tumor_pathology_has_isthmus_involvement,271b_laterality_normalization.py,True
tumor_pathology_laterality_v271b,271b_laterality_normalization.py,True
tumor_size_cm_dominant,228_registry_backfill.py; 231_update_canonical_master.py,True
tumor_size_cm_mean,,True
tumor_size_cm_min,,True
tumor_size_cm_sum,,True
us_first_exam_days_from_surg,,True
us_isthmus_thickness_mm,214_final_canonical_integration.py,True
us_last_exam_days_from_surg,,True
us_most_recent_date,214_final_canonical_integration.py,True
us_most_recent_days_from_surg,,True
vasc_confidence_final_v13,207_canonical_master_expansion.py,True
vasc_grade,207_canonical_master_expansion.py; 51b_thyroid_scoring_python.py,True
vasc_grade_final_v13,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py; 51_thyroid_scoring_systems.py; 51b_thyroid_scoring_python.py; 97_repo_truth_sync.py,True
vasc_source_final_v13,207_canonical_master_expansion.py,True
vasc_vessel_count_v13,207_canonical_master_expansion.py; 48_build_analysis_resolved_layer.py,True
vascular_invasion_final,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 48_build_analysis_resolved_layer.py; 56_pre_manuscript_audit.py,True
vascular_vessel_count,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 48_build_analysis_resolved_layer.py,True
vascular_who_2022_grade,207_canonical_master_expansion.py; 209_nlp_entity_crossvalidation.py; 29_validation_engine.py; 46_provenance_audit.py; 51b_thyroid_scoring_python.py,True
vi_any_present_path,231_update_canonical_master.py,True
vi_ordinal_worst,,True
vi_vessels_max,,True
worst_bethesda_num,207_canonical_master_expansion.py; 254_rebuild_n_fna_episodes.py; 263_bethesda_semantic_decision.py; 274_canonical_cleanup_phase4.py; 277_canonical_cleanup_phase7_verification.py,True
worst_tirads_category,207_canonical_master_expansion.py; 213_data_dictionary.py; 50_multinodule_imaging.py,True
wound_infection_status,204_canonical_master_assembly.py; 205_canonical_consolidation.py; 235_parathyroid_calcium_fix.py; 48_build_analysis_resolved_layer.py; 52_complication_phenotyping_v2.py,True
