column_name,data_type,domain,ordinal_position
cnln_clin_n_entities,BIGINT,Clinical Note LN,1077
cnln_clin_any_positive,BOOLEAN,Clinical Note LN,1078
cnln_clin_avg_confidence,DOUBLE,Clinical Note LN,1079
cnln_novel_positive_flag,BOOLEAN,Clinical Note LN,1080
cnln_source_table,VARCHAR,Clinical Note LN,1081
recurrence_site_raw,VARCHAR,Core/Other,1082
recurrence_laterality,VARCHAR,Core/Other,1083
recurrence_site_source,VARCHAR,Core/Other,1084
followup_n_contact_sources,INTEGER,Core/Other,1085
followup_all_sources,VARCHAR,Core/Other,1086
followup_recovery_method,VARCHAR,Core/Other,1087
nucmed_tg_max,DOUBLE,Nuclear Med,1088
nucmed_tg_min,DOUBLE,Nuclear Med,1089
nucmed_n_tsh_values,INTEGER,Nuclear Med,1090
nucmed_n_tg_values,INTEGER,Nuclear Med,1091
nucmed_n_tgab_values,INTEGER,Nuclear Med,1092
nucmed_first_scan_with_labs,VARCHAR,Nuclear Med,1093
nucmed_last_scan_with_labs,VARCHAR,Nuclear Med,1094
nucmed_lab_source,VARCHAR,Nuclear Med,1095
ct_indication_first,VARCHAR,CT Imaging,1096
ct_indication_last,VARCHAR,CT Imaging,1097
ct_first_date,DATE,CT Imaging,1098
ct_last_date,DATE,CT Imaging,1099
ct_exam_type_first,VARCHAR,CT Imaging,1100
ct_contrast_first,VARCHAR,CT Imaging,1101
ct_thyroid_details_last,VARCHAR,CT Imaging,1102
ct_ln_details_last,VARCHAR,CT Imaging,1103
ct_ln_locations_last,VARCHAR,CT Imaging,1104
ct_airway_compromise_any,BOOLEAN,CT Imaging,1105
ct_airway_comment_last,VARCHAR,CT Imaging,1106
ct_thyroid_postsurgical_any,BOOLEAN,CT Imaging,1107
ct_thyroid_not_visualized_any,BOOLEAN,CT Imaging,1108
ct_thyroid_heterogeneous_any,BOOLEAN,CT Imaging,1109
ct_thyroid_other_abnormality_any,BOOLEAN,CT Imaging,1110
ct_thyroid_normal_any,BOOLEAN,CT Imaging,1111
ct_thyroid_nodule_any,BOOLEAN,CT Imaging,1112
ct_thyroid_enlarged_any,BOOLEAN,CT Imaging,1113
ct_pathologic_ln_any,BOOLEAN,CT Imaging,1114
pet_other_n_exams,INTEGER,PET/CT,1115
pet_other_first_date,DATE,PET/CT,1116
pet_other_last_date,DATE,PET/CT,1117
pet_other_indication_first,VARCHAR,PET/CT,1118
pet_other_mentions_metastasis,BOOLEAN,PET/CT,1119
pet_other_ned_statement,BOOLEAN,PET/CT,1120
pet_other_exam_type,VARCHAR,PET/CT,1121
pet_other_extraction_method,VARCHAR,PET/CT,1122
nucmed_indication_first,VARCHAR,Nuclear Med,1123
nucmed_indication_last,VARCHAR,Nuclear Med,1124
nucmed_impression_last,VARCHAR,Nuclear Med,1125
nucmed_findings_last,VARCHAR,Nuclear Med,1126
nucmed_tsh_max,DOUBLE,Nuclear Med,1127
nucmed_tsh_is_stimulated,BOOLEAN,Nuclear Med,1128
nucmed_tgab_max,DOUBLE,Nuclear Med,1129
nucmed_uptake_pct_max,DOUBLE,Nuclear Med,1130
nucmed_dose_max_parsed,DOUBLE,Nuclear Med,1131
nucmed_cumulative_therapeutic_dose,DOUBLE,Nuclear Med,1132
nucmed_n_doses_parsed,INTEGER,Nuclear Med,1133
nucmed_n_with_indication,INTEGER,Nuclear Med,1134
nucmed_n_with_impression,INTEGER,Nuclear Med,1135
nucmed_overall_assessment,VARCHAR,Nuclear Med,1136
lnus_has_dedicated_exam,BOOLEAN,LN Ultrasound,1137
lnus_n_exams,INTEGER,LN Ultrasound,1138
lnus_first_date,DATE,LN Ultrasound,1139
lnus_last_date,DATE,LN Ultrasound,1140
lnus_indication_first,VARCHAR,LN Ultrasound,1141
lnus_impression_last,VARCHAR,LN Ultrasound,1142
lnus_abnormal_ln_any,BOOLEAN,LN Ultrasound,1143
lnus_normal_ln_any,BOOLEAN,LN Ultrasound,1144
lnus_has_size_measurement,BOOLEAN,LN Ultrasound,1145
lnus_source,VARCHAR,LN Ultrasound,1146
nsqip_operation_date,VARCHAR,NSQIP,1147
nsqip_match_method,VARCHAR,NSQIP,1148
nsqip_readmission_count,BIGINT,NSQIP,1149
nsqip_unplanned_readmission_count,BIGINT,NSQIP,1150
nsqip_related_readmission_count,BIGINT,NSQIP,1151
nsqip_first_readmission_date,VARCHAR,NSQIP,1152
nsqip_hypocalcemia,VARCHAR,NSQIP,1153
nsqip_hypocalcemia_predischarge,VARCHAR,NSQIP,1154
nsqip_hypocalcemia_postdischarge,VARCHAR,NSQIP,1155
nsqip_hypocalcemia_event,VARCHAR,NSQIP,1156
nsqip_hypocalcemia_event_type,VARCHAR,NSQIP,1157
nsqip_iv_calcium,VARCHAR,NSQIP,1158
nsqip_calcium_checked,VARCHAR,NSQIP,1159
nsqip_pth_checked,VARCHAR,NSQIP,1160
nsqip_calcium_vitd_replacement,VARCHAR,NSQIP,1161
nsqip_calcium_vitd_last_check,VARCHAR,NSQIP,1162
nsqip_hypocalcemia_last_check,VARCHAR,NSQIP,1163
nsqip_rln_injury,VARCHAR,NSQIP,1164
nsqip_neck_hematoma,VARCHAR,NSQIP,1165
nsqip_hospital_los_days,BIGINT,NSQIP,1166
nsqip_surgical_los_days,BIGINT,NSQIP,1167
nsqip_discharge_destination,VARCHAR,NSQIP,1168
nsqip_death_30d,VARCHAR,NSQIP,1169
nsqip_unplanned_return_or,DOUBLE,NSQIP,1170
nsqip_operative_duration_min,BIGINT,NSQIP,1171
nsqip_inpatient_outpatient,VARCHAR,NSQIP,1172
nsqip_cpt_code,BIGINT,NSQIP,1173
nsqip_cpt_description,VARCHAR,NSQIP,1174
nsqip_primary_indication,VARCHAR,NSQIP,1175
nsqip_operative_approach,VARCHAR,NSQIP,1176
nsqip_central_neck_dissection,VARCHAR,NSQIP,1177
nsqip_lateral_neck_dissection,VARCHAR,NSQIP,1178
nsqip_vessel_sealant,VARCHAR,NSQIP,1179
nsqip_rln_monitoring,VARCHAR,NSQIP,1180
nsqip_drain_usage,VARCHAR,NSQIP,1181
nsqip_tobacco_use,VARCHAR,NSQIP,1182
nsqip_heart_failure,VARCHAR,NSQIP,1183
nsqip_copd,VARCHAR,NSQIP,1184
nsqip_bleeding_disorder,VARCHAR,NSQIP,1185
nsqip_disseminated_cancer,VARCHAR,NSQIP,1186
nsqip_sodium,DOUBLE,NSQIP,1187
nsqip_bun,DOUBLE,NSQIP,1188
nsqip_creatinine,DOUBLE,NSQIP,1189
nsqip_albumin,DOUBLE,NSQIP,1190
nsqip_total_bilirubin,DOUBLE,NSQIP,1191
nsqip_ast,DOUBLE,NSQIP,1192
nsqip_alk_phos,DOUBLE,NSQIP,1193
nsqip_wbc,DOUBLE,NSQIP,1194
nsqip_hemoglobin,DOUBLE,NSQIP,1195
nsqip_hematocrit,DOUBLE,NSQIP,1196
nsqip_platelet_count,DOUBLE,NSQIP,1197
nsqip_hba1c,DOUBLE,NSQIP,1198
nsqip_inr,DOUBLE,NSQIP,1199
nsqip_ptt,DOUBLE,NSQIP,1200
nsqip_admission_date,VARCHAR,NSQIP,1201
nsqip_discharge_date,VARCHAR,NSQIP,1202
nsqip_surgery_start_time,VARCHAR,NSQIP,1203
nsqip_surgery_finish_time,VARCHAR,NSQIP,1204
nsqip_superficial_ssi,BIGINT,NSQIP,1205
nsqip_deep_ssi,BIGINT,NSQIP,1206
nsqip_organ_space_ssi,BIGINT,NSQIP,1207
nsqip_dvt,BIGINT,NSQIP,1208
nsqip_pe,BIGINT,NSQIP,1209
nsqip_transfusion,BIGINT,NSQIP,1210
nsqip_sepsis,BIGINT,NSQIP,1211
nsqip_pneumonia,BIGINT,NSQIP,1212
nsqip_unplanned_intubation,BIGINT,NSQIP,1213
nsqip_final_pathology,VARCHAR,NSQIP,1214
nsqip_t_classification,VARCHAR,NSQIP,1215
nsqip_multifocal,VARCHAR,NSQIP,1216
nsqip_n_classification,VARCHAR,NSQIP,1217
nsqip_nodes_removed,DOUBLE,NSQIP,1218
nsqip_nodes_positive,DOUBLE,NSQIP,1219
nsqip_m_classification,VARCHAR,NSQIP,1220
nsqip_neoplasm,VARCHAR,NSQIP,1221
nsqip_neoplasm_type,VARCHAR,NSQIP,1222
nsqip_prior_neck_surgery,VARCHAR,NSQIP,1223
nsqip_preop_biopsy_result,VARCHAR,NSQIP,1224
nsqip_molecular_testing,VARCHAR,NSQIP,1225
nsqip_molecular_result,VARCHAR,NSQIP,1226
nsqip_same_day_discharge_flag,BIGINT,NSQIP,1227
nsqip_hypocalcemia_flag,DOUBLE,NSQIP,1228
nsqip_readmission_30d_flag,BIGINT,NSQIP,1229
nsqip_rln_injury_flag,DOUBLE,NSQIP,1230
nsqip_hematoma_flag,DOUBLE,NSQIP,1231
nsqip_calcium_vitd_category,VARCHAR,NSQIP,1232
nsqip_thyroidectomy_has_data,BOOLEAN,NSQIP,1233
nsqip_thyroidectomy_source_script,VARCHAR,NSQIP,1234
para_specimen_included,BOOLEAN,Parathyroid,1235
para_removal_intent,VARCHAR,Parathyroid,1236
para_incidental_status_refined,VARCHAR,Parathyroid,1237
para_has_pathologic_glands,BOOLEAN,Parathyroid,1238
para_abnormality_type,VARCHAR,Parathyroid,1239
para_n_glands_identified,BIGINT,Parathyroid,1240
para_n_glands_biopsied,BIGINT,Parathyroid,1241
para_n_glands_excised,BIGINT,Parathyroid,1242
para_max_cellularity_pct,DOUBLE,Parathyroid,1243
para_min_cellularity_pct,DOUBLE,Parathyroid,1244
para_max_gland_weight_g,DOUBLE,Parathyroid,1245
para_source_workbook,VARCHAR,Parathyroid,1246
para_source_script,VARCHAR,Parathyroid,1247
