sub_prompt_key,parent_domain,prompt_file,parquet_stem,prompt_exists
recurrence_detailed,recurrence,prompts/recurrence_detailed_extraction_v1.txt,note_entities_llm_recurrence_detailed,True
complications_rln_laryngoscopy,complications,prompts/complications_rln_laryngoscopy_extraction_v1.txt,note_entities_llm_complications_rln_laryngoscopy,True
medication_management,medications,prompts/medication_management_extraction_v1.txt,note_entities_llm_medication_management,True
operative_details,operative_detail,prompts/operative_details_extraction_v1.txt,note_entities_llm_operative_details,True
operative_v2_enrichment,operative_detail,prompts/operative_v2_enrichment_extraction_v1.txt,note_entities_llm_operative_v2_enrichment,True
parathyroid_per_gland,parathyroid_detail,prompts/parathyroid_per_gland_extraction_v1.txt,note_entities_llm_parathyroid_per_gland,True
molecular_thyroseq_afirma,genetics,prompts/molecular_thyroseq_afirma_extraction_v1.txt,note_entities_llm_molecular_thyroseq_afirma,True
