Subgroup,Variable,Coef,OR,CI_lo,CI_hi,p_value
"Primary (CC, expanded)",ete_micro,-0.5409643080598713,0.5821865743961749,0.4875630193267893,0.6951741497440712,2.2633010340926263e-09
"Primary (CC, expanded)",ete_gross,22.993902043525164,9685560871.876013,0.0,inf,0.9853843095613669
"Primary (CC, expanded)",age_at_surgery,0.04927712432476312,1.0505114326766591,1.0445536467639724,1.0565031998148113,1.1265762153961945e-64
"Primary (CC, expanded)",female,-0.17256583602057252,0.8415028857867355,0.7000063474838514,1.0116009795236027,0.06618500107710294
"Primary (CC, expanded)",largest_tumor_cm,0.06140130481664938,1.0633255462400932,1.0281717837680868,1.099681235311767,0.00034405765861256974
"Primary (CC, expanded)",ln_ratio,0.45905146829991644,1.582572152984673,1.3214768152643221,1.8952543022115642,6.034537095077623e-07
