file_path	coupling_pattern	function_or_area	disposition	publication_anchor_overlap	mentions_any_pub_dataset_table	ddl_or_bq_load_heuristic	port_backlog_tier	bq_tables_substring_mentions
scripts/151_source_truth_confirmation_v1.py	duckdb.connect	scripts	ACTIVE	no	yes	no	P4	imaging_nodule_master_v1
scripts/151_specimen_genomic_review_queue_export.py	duckdb.connect	scripts	ACTIVE	no	yes	no	P4	specimen_genomic_assay_v1
scripts/152_linkage_gap_worklist_export.py	duckdb.connect	scripts	DEAD	no	no	no	-	
scripts/153_md_fna_bethesda_deploy.py	duckdb.connect	scripts	ACTIVE	no	yes	yes	P3	extracted_fna_bethesda_v1;fna_cytology;fna_episode_master_v2;molecular_testing
scripts/200_canonical_diagnosis_standardization.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;path_synoptics;tumor_pathology
scripts/201_canonical_survival_followup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_survival_followup_v1;clinical_notes_long;ct_imaging;fna_episode_master_v2;longitudinal_lab_canonical_v1;nuclear_med;operative_episode_detail_v2;path_synoptics;thyroglobulin_lab_canonical_v1;ultrasound_reports
scripts/202_canonical_molecular_tested.py	duckdb.connect	scripts	ACTIVE	no	yes	yes	P3	canonical_molecular_tested_v1;extracted_braf_recovery_v1;extracted_ras_patient_summary_v1;molecular_testing;molecular_variant_long;note_entities_genetics;thyroseq_molecular_enrichment
scripts/203_canonical_recurrence.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_recurrence_v1;fna_cytology;fna_episode_master_v2;note_entities_llm_recurrence;operative_episode_detail_v2;path_synoptics;recurrence_event_clean_v1;thyroglobulin_lab_VIEW_v1;tumor_pathology
scripts/203b_canonical_recurrence_harmonized_20260429.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_fna_events_v1;canonical_operative_events_v1;canonical_patient_master;canonical_recurrence_v1;fna_cytology;fna_episode_master_v2;note_entities_llm_recurrence;operative_episode_detail_v2;path_synoptics;recurrence_event_clean_v1;thyroglobulin_lab_VIEW_v1;tumor_pathology
scripts/206_fleet_nlp_validate_upload.py	duckdb.connect	scripts	ACTIVE	no	yes	yes	P3	fna_cytology;molecular_testing;note_entities_llm_cervical_ln_detail;note_entities_llm_pathology;note_entities_llm_tirads_granular
scripts/208_ln_master_integration.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master
scripts/209_nlp_entity_crossvalidation.py	connect_md	scripts	ACTIVE	yes	yes	no	P2	canonical_diagnosis_unified_v1;canonical_patient_master;canonical_us_patient_master_VIEW_v2;note_entities_llm_cervical_ln_detail;note_entities_llm_pathology;note_entities_llm_recurrence;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_vascular_invasion
scripts/210_database_audit_backup.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;clinical_notes_long;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;extracted_braf_recovery_v1;extracted_complications_refined_v5;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;imaging_exam_master_v1;imaging_fna_linkage_v3;imaging_nodule_master_v1;imaging_patient_summary_v1;longitudinal_lab_canonical_v1;molecular_results;molecular_test_episode_v2;molecular_variant_long;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging;nuclear_med;operative_episode_detail_v2;path_synoptics;rai_treatment_episode_v2;recurrence_event_clean_v1;specimen_master_v1;survival_cohort_enriched;tg_timeline_patient_summary_v1;thyroglobulin_lab_canonical_v1;thyroid_scoring_py_v1;tirads_llm_extracted_v2;tumor_pathology;ultrasound_reports
scripts/211_canonical_gap_fill.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;complication_phenotype_v1;extracted_braf_recovery_v1;extracted_ete_subgraded_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;molecular_variant_long;rai_treatment_episode_v2;recurrence_event_clean_v1;survival_cohort_enriched
scripts/212_nlp_entity_rollup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging
scripts/213_data_dictionary.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	canonical_diagnosis_unified_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;canonical_us_patient_master_VIEW_v2;clinical_notes_long;complication_phenotype_v1;ct_imaging;extracted_braf_recovery_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;imaging_exam_master_v1;imaging_patient_summary_v1;longitudinal_lab_canonical_v1;molecular_results;molecular_test_episode_v2;note_entities_llm_cervical_ln_detail;note_entities_llm_labs;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_recurrence;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;nuclear_med;operative_episode_detail_v2;path_synoptics;rai_treatment_episode_v2;recurrence_event_clean_v1;specimen_master_v1;survival_cohort_enriched;tg_timeline_patient_summary_v1;thyroid_scoring_py_v1;tirads_llm_extracted_v2;tumor_pathology;ultrasound_reports
scripts/214_final_canonical_integration.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;longitudinal_lab_canonical_v1;path_synoptics;ultrasound_reports
scripts/215_deep_nlp_entity_integration.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;fna_history;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures
scripts/216_data_gap_resolution.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;longitudinal_lab_canonical_v1;mri_imaging
scripts/216b_llm_extraction.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;clinical_notes_long;ct_imaging;mri_imaging
scripts/217_lab_recovery_ln_integration.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;clinical_note_ln_extracted_v1;longitudinal_lab_canonical_v1
scripts/218_followup_recovery.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;clinical_note_ln_extracted_v1;complication_phenotype_v1;ct_imaging;fna_cytology;longitudinal_lab_canonical_v1;mri_imaging;note_entities_llm_cervical_ln_detail;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_tirads_granular;nuclear_med;rai_treatment_episode_v2;recurrence_event_clean_v1;tg_postop_surveillance_windows_v1;tg_timeline_patient_summary_v1;ultrasound_reports
scripts/219_imaging_gap_resolution.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;ct_imaging;mri_imaging;nuclear_med
scripts/221_eras_canonical_sync.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;complication_phenotype_v1;operative_episode_detail_v2
scripts/221a_death_date_integration.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master
scripts/221b_final_gap_resolution.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;nsqip_enrichment;nsqip_patient_summary
scripts/223_ingest_and_publish.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;clinical_note_ln_extracted_v1;clinical_notes_long;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;extracted_braf_recovery_v1;extracted_complications_refined_v5;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;imaging_exam_master_v1;imaging_fna_linkage_v3;imaging_nodule_long_v2;imaging_nodule_master_v1;imaging_patient_summary_v1;longitudinal_lab_VIEW_v1;manuscript_cohort_v1;molecular_results;molecular_test_episode_v2;molecular_testing;molecular_variant_long;mri_imaging;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging;nsqip_enrichment;nsqip_patient_summary;nuclear_med;operative_episode_detail_v2;path_outcome_classification_v1;path_synoptics;patient_completion_oed_path_linkage_v1;patient_cross_domain_timeline_v2;rai_treatment_episode_v2;recurrence_event_clean_v1;specimen_genomic_assay_v1;specimen_master_v1;specimen_source_xref_v1;specimen_tumor_focus_v1;...(+15)
scripts/223_publish_canonical.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;clinical_note_ln_extracted_v1;clinical_notes_long;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;extracted_braf_recovery_v1;extracted_complications_refined_v5;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;imaging_exam_master_v1;imaging_fna_linkage_v3;imaging_nodule_long_v2;imaging_nodule_master_v1;imaging_patient_summary_v1;longitudinal_lab_VIEW_v1;manuscript_cohort_v1;molecular_results;molecular_test_episode_v2;molecular_testing;molecular_variant_long;mri_imaging;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging;nsqip_enrichment;nsqip_patient_summary;nuclear_med;operative_episode_detail_v2;path_outcome_classification_v1;path_synoptics;patient_completion_oed_path_linkage_v1;patient_cross_domain_timeline_v2;rai_treatment_episode_v2;recurrence_event_clean_v1;specimen_genomic_assay_v1;specimen_master_v1;specimen_source_xref_v1;specimen_tumor_focus_v1;...(+15)
scripts/224_canonical_etl_fixes.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_recurrence_v1;fna_episode_master_v2;path_synoptics;thyroid_scoring_py_v1
scripts/224_compare_canonical_versions.py	duckdb.connect	scripts	ACTIVE	no	yes	no	P4	__readme
scripts/225_molecular_pipeline_fixes_and_cleanup.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;fna_episode_master_v2;molecular_results;molecular_test_episode_v2;molecular_variant_long;note_entities_genetics;rai_treatment_episode_v2
scripts/225_promote_canonical_version.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	canonical_patient_master
scripts/226_ret_note_llm_adjudication.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;clinical_notes_long;molecular_variant_long;note_entities_genetics
scripts/227_finalization_cleanup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;molecular_test_episode_v2;molecular_variant_long
scripts/22_manuscript_package.py	duckdb.connect	scripts	DEAD	no	no	yes	-	
scripts/230_path_synoptic_rollup.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;synoptic_tumor_long_v1
scripts/231_update_canonical_master.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master
scripts/232_ete_adjudication.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;ete_adjudication_v1;path_synoptics
scripts/233_apply_ete_adjudication.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;ete_adjudication_v1
scripts/233_canonical_finalization.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;clinical_note_ln_extracted_v1;clinical_notes_long;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;ete_adjudication_v1;extracted_braf_recovery_v1;extracted_complications_refined_v5;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;imaging_exam_master_v1;imaging_fna_linkage_v3;imaging_nodule_long_v2;imaging_nodule_master_v1;imaging_patient_summary_v1;longitudinal_lab_canonical_v1;manuscript_cohort_v1;molecular_results;molecular_test_episode_v2;molecular_testing;molecular_variant_long;mri_imaging;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging;nsqip_enrichment;nsqip_patient_summary;nuclear_med;operative_episode_detail_v2;path_outcome_classification_v1;path_synoptics;patient_completion_oed_path_linkage_v1;patient_cross_domain_timeline_v2;rai_treatment_episode_v2;recurrence_event_clean_v1;specimen_genomic_assay_v1;specimen_master_v1;specimen_source_xref_v1;...(+16)
scripts/233_make_report.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	__readme;canonical_patient_master;ct_imaging;ete_adjudication_v1;extracted_fna_bethesda_v1;mri_imaging;nsqip_enrichment;nuclear_med;operative_episode_detail_v2;path_synoptics;rai_treatment_episode_v2;synoptic_tumor_long_v1;tg_postop_surveillance_windows_v1;thyroid_scoring_py_v1;ultrasound_reports
scripts/233_phase0_inventory.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	__readme;canonical_patient_master
scripts/233_phase0b_details.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	__readme;canonical_patient_master;extracted_fna_bethesda_v1;synoptic_tumor_long_v1;thyroid_scoring_py_v1
scripts/233_phase0c_derivation.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	canonical_patient_master;ct_imaging;extracted_fna_bethesda_v1;mri_imaging;note_entities_llm_past_surgical_hx;note_entities_llm_recurrence;note_entities_llm_survival_followup;nsqip_enrichment;nuclear_med;operative_episode_detail_v2;rai_treatment_episode_v2;synoptic_tumor_long_v1;tg_postop_surveillance_windows_v1;thyroid_scoring_py_v1;ultrasound_reports
scripts/234_rai_tg_cleanup_db_hygiene.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;fna_episode_master_v2;molecular_results;molecular_test_episode_v2;molecular_variant_long;note_entities_llm_pathology;path_synoptics;rai_treatment_episode_v2
scripts/235_recon.py	duckdb.connect	scripts	ACTIVE	yes	yes	no	P4	canonical_patient_master;complication_patient_summary_v1;complication_phenotype_v1;extracted_postop_labs_expanded_v1;longitudinal_lab_canonical_v1;nsqip_patient_summary
scripts/236_canonical_finalization.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;clinical_notes_long;complication_patient_summary_v1;complication_phenotype_v1;ete_adjudication_v1;extracted_postop_labs_expanded_v1;extracted_rln_injury_refined_v2;longitudinal_lab_canonical_v1;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tirads_granular;nuclear_med;path_synoptics;thyroid_sizes;thyroid_weights
scripts/237_close_registry_gaps.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_benign_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;complication_patient_summary_v1;ete_adjudication_v1
scripts/239_fix_rai_benign_recovery.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_benign_diagnosis_v1;canonical_malignant_diagnosis_v1;canonical_patient_master;path_synoptics;rai_treatment_episode_v2
scripts/240_deprecate_broken_cpm_columns.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/240_ln_staging_cleanup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_patient_master;tumor_pathology
scripts/242_rai_view_reconciliation.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;rai_treatment_episode_v2
scripts/245_canonical_tumor_characteristics.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_patient_master;canonical_tumor_characteristics_v1;path_synoptics;specimen_tumor_focus_v1;synoptic_tumor_long_v1;tumor_episode_master_v2
scripts/247_canonical_v1_0_lock.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;canonical_tumor_characteristics_v1;imaging_nodule_master_v1;specimen_tumor_focus_v1;tirads_llm_extracted_v2;us_nodules_tirads
scripts/248_syn_nan_repair.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/249_deprecate_legacy_columns.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/250_registry_pointer_rebuild.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_diagnosis_unified_v1;canonical_patient_master;canonical_recurrence_v1;canonical_survival_followup_v1;clinical_note_ln_extracted_v1;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;ete_adjudication_v1;extracted_braf_recovery_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;fna_episode_master_v2;imaging_nodule_master_v1;imaging_patient_summary_v1;longitudinal_lab_canonical_v1;molecular_test_episode_v2;molecular_variant_long;mri_imaging;note_entities_complications;note_entities_genetics;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;note_entities_medications;note_entities_operative_detail;note_entities_problem_list;note_entities_procedures;note_entities_staging;nsqip_enrichment;nuclear_med;operative_episode_detail_v2;path_synoptics;rai_treatment_episode_v2;specimen_source_xref_v1;tg_postop_surveillance_windows_v1;thyroglobulin_lab_canonical_v1;thyroid_scoring_py_v1;tirads_llm_extracted_v2;tumor_pathology;ultrasound_reports
scripts/251_drilldown_eviction_audit.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master
scripts/253_lab_orphan_triage.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;fna_episode_master_v2;imaging_nodule_master_v1;longitudinal_lab_VIEW_v1;operative_episode_detail_v2;path_synoptics;synoptic_tumor_long_v1;thyroglobulin_lab_VIEW_v1;tumor_episode_master_v2
scripts/254_rebuild_n_fna_episodes.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;fna_cytology;fna_episode_master_v2
scripts/255_rebuild_rai_tg_rollups.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;rai_treatment_episode_v2;thyroglobulin_lab_VIEW_v1
scripts/256_rebuild_confirmed_complication_flag.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;complication_phenotype_v1
scripts/257_clean_house_sweep.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master
scripts/258_repoint_detail_pointer.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_tumor_characteristics_v1;thyroglobulin_lab_canonical_v1
scripts/260_hydrate_fna_links.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	fna_episode_master_v2;imaging_fna_linkage_v3;molecular_test_episode_v2
scripts/261_repair_fna_history_dates.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;fna_episode_master_v2;fna_history
scripts/262_drop_ras_v7_align_dtype.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;fna_episode_master_v2
scripts/263_bethesda_semantic_decision.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;fna_episode_master_v2
scripts/265_preflight_for_259_reissue.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	__readme;canonical_molecular_tested_v1;canonical_patient_master;molecular_results;molecular_test_episode_v2;molecular_testing;thyroseq_molecular_enrichment
scripts/265_probe2.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_malignant_diagnosis_v1;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;complication_phenotype_v1;ete_adjudication_v1;extracted_braf_recovery_v1;extracted_fna_bethesda_v1;fna_episode_master_v2;imaging_patient_summary_v1;molecular_test_episode_v2;molecular_variant_long;recurrence_event_clean_v1;synoptic_tumor_long_v1;tg_postop_surveillance_windows_v1;tg_timeline_patient_summary_v1;thyroglobulin_lab_canonical_v1;tumor_episode_master_v2;tumor_pathology
scripts/265b_finalization_addendum.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;molecular_variant_long
scripts/265c_finalization_actions.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	complication_phenotype_v1
scripts/266_cpm_unmapped_triage.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/266_preflight.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;canonical_tumor_characteristics_v1;path_synoptics;synoptic_tumor_long_v1;tumor_episode_master_v2;tumor_pathology
scripts/266_preflight_followup.py	connect_locked	scripts	DEAD	no	no	no	-	
scripts/266a_dictionary_and_feeder_registration.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;synoptic_tumor_long_v1;tumor_episode_master_v2;tumor_pathology
scripts/266a_discovery.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;canonical_tumor_characteristics_v1;tumor_pathology
scripts/266b_per_tumor_ajcc_buildout.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;canonical_tumor_characteristics_v1;ete_adjudication_v1;operative_episode_detail_v2;synoptic_tumor_long_v1;tumor_pathology;tumor_stage_heterogeneity_v1
