file_path	coupling_pattern	function_or_area	disposition	publication_anchor_overlap	mentions_any_pub_dataset_table	ddl_or_bq_load_heuristic	port_backlog_tier	bq_tables_substring_mentions
scripts/266c_wide_format_slots_and_renames.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;canonical_tumor_characteristics_v1;path_synoptics;tumor_episode_master_v2;tumor_pathology
scripts/267_drop_legacy_molecular_cols.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_molecular_tested_v1;canonical_patient_master
scripts/268_bethesda_semantics.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;extracted_fna_bethesda_v1;fna_cytology;fna_episode_master_v2;imaging_fna_linkage_v3;specimen_tumor_focus_v1
scripts/269_backfill_molecular_episodes.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_molecular_tested_v1;canonical_patient_master;extracted_braf_recovery_v1;molecular_test_episode_v2;thyroseq_molecular_enrichment
scripts/269_post_validation.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;molecular_results;molecular_test_episode_v2;molecular_testing;thyroseq_molecular_enrichment
scripts/270a_phase0_audit_backfill.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	extracted_fna_bethesda_v1;fna_cytology;imaging_fna_linkage_v3;molecular_test_episode_v2;specimen_tumor_focus_v1
scripts/270b_phase_a_preflight_audit.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;ete_adjudication_v1;path_synoptics
scripts/270b_phase_a_step_2_registry.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_molecular_tested_v1;canonical_patient_master;canonical_recurrence_v1;canonical_tumor_characteristics_v1;clinical_note_ln_extracted_v1;complication_patient_summary_v1;complication_phenotype_v1;ct_imaging;ete_adjudication_v1;extracted_complications_refined_v5;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;imaging_nodule_master_v1;molecular_test_episode_v2;mri_imaging;nsqip_patient_summary;nuclear_med;operative_episode_detail_v2;path_synoptics;rai_treatment_episode_v2;recurrence_event_clean_v1;synoptic_tumor_long_v1;tg_timeline_patient_summary_v1;thyroglobulin_lab_canonical_v1;thyroseq_molecular_enrichment;tumor_episode_master_v2;us_nodules_tirads
scripts/270c_addendum_widest_snapshot_convention.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master
scripts/270c_divergent_reclassification_audit.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	canonical_diagnosis_unified_v1;tumor_pathology
scripts/270c_emit_stray_main_review_list.py	connect_locked	scripts	DEAD	no	no	no	-	
scripts/270c_phase_a_post_execute_cleanup.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master
scripts/270c_phase_b_planning.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/270d_stray_schema_migrate.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/270e_stray_schema_drop.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master
scripts/271_step8_patch_dictionary_schema.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;imaging_nodule_master_v1
scripts/271_v1_0_publication_snapshot.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master
scripts/272_canonical_cleanup_phase1.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master;complication_phenotype_v1;fna_episode_master_v2;operative_episode_detail_v2;rai_treatment_episode_v2;thyroglobulin_lab_VIEW_v1
scripts/272_canonical_finalization.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;clinical_note_ln_extracted_v1;data_dictionary_v279;tumor_stage_heterogeneity_v1
scripts/273_canonical_cleanup_phase2_3.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;complication_phenotype_v1;fna_episode_master_v2;imaging_nodule_master_v1;path_synoptics;synoptic_tumor_long_v1;thyroglobulin_lab_VIEW_v1;tumor_episode_master_v2;us_nodules_tirads
scripts/274_canonical_cleanup_phase4.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;fna_episode_master_v2;imaging_nodule_master_v1;rai_treatment_episode_v2;synoptic_tumor_long_v1
scripts/274b_canonical_cleanup_phase4_6_rename.py	connect_locked	scripts	DEAD	no	no	no	-	
scripts/275_canonical_cleanup_phase5_inventory.py	connect_locked	scripts	DEAD	no	no	yes	-	
scripts/276_canonical_cleanup_phase6_provenance.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/278_canonical_cleanup_phase3_2_and_4_6.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;us_nodules_tirads
scripts/278b_view_rewire_after_rename.py	connect_locked	scripts	DEAD	no	no	yes	-	
scripts/279_ln_ene_consistency_and_recurrence_dict_clarification.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;clinical_note_ln_extracted_v1;clinical_notes_long;data_dictionary_v279;fna_episode_master_v2;operative_episode_detail_v2;path_synoptics;recurrence_event_clean_v1;tumor_episode_master_v2;tumor_pathology
scripts/280_synoptic_rollup_rebuild.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;canonical_us_patient_master_VIEW_v2;cohort_m038_massive_goiter_v1;data_dictionary_v279;note_entities_llm_synoptic_pathology_enrichment;nuclear_med;path_synoptics
scripts/282_airway_v4_md_load_and_rollup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;data_dictionary_v279;note_entities_llm_airway_invasion;note_entities_llm_synoptic_pathology_enrichment
scripts/283_frozensec_v4_md_load_and_rollup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;data_dictionary_v279;note_entities_llm_frozen_section_detail;note_entities_llm_synoptic_pathology_enrichment
scripts/284_parathyroid_v4_md_load_and_rollup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;data_dictionary_v279;note_entities_llm_parathyroid_detail
scripts/285_vasc_v4_md_load_and_rollup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	__readme;canonical_patient_master;data_dictionary_v279;note_entities_llm_vascular_invasion
scripts/286_cpm_missing_data_backfill.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;longitudinal_lab_VIEW_v1;tg_postop_surveillance_windows_v1;thyroglobulin_lab_VIEW_v1
scripts/287_cpm_surgery_v1_to_v2_consolidation.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/288_fix_cpm_ddl_types.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_recurrence_v1
scripts/289_cpm_recurrence_v1_to_v2_consolidation.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/290_cpm_biochemical_concern_first_date.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_recurrence_v1;tg_postop_surveillance_windows_v1
scripts/292_rebuild_operative_episode_detail_v2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_operative_detail;operative_episode_detail_v2
scripts/293_rai_findings_integration.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_rai_detailed
scripts/294_path_stage_raw_from_synoptics.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/295_vc_complication_tiering.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;complication_phenotype_v1;note_entities_operative_detail
scripts/296_n_surgeries_v1_v2_conflict_resolve.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;operative_episode_detail_v2
scripts/297_archive_stale_objects.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;data_dictionary_v279;note_entities_llm_synoptic_pathology_enrichment
scripts/298_postcleanup_verification.py	connect_locked	scripts	ACTIVE	yes	yes	no	P2	canonical_patient_master
scripts/299_canonical_us_nodule_master_v1.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;imaging_fna_linkage_v3;imaging_nodule_master_v1;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;tirads_llm_extracted_v2
scripts/300_canonical_us_exam_master_v1.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/302_genetics_per_test_master_v1.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_molecular_tested_v1;canonical_patient_master;molecular_results;molecular_test_episode_v2;molecular_variant_long;note_entities_genetics;thyroseq_molecular_enrichment
scripts/303_genetics_per_patient_master_v1.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_molecular_tested_v1;canonical_patient_master;us_nodules_tirads
scripts/304_frozen_section_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_frozen_section_detail
scripts/305_vascular_invasion_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_vascular_invasion
scripts/306_airway_invasion_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_airway_invasion
scripts/307_parathyroid_detail_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_parathyroid_detail
scripts/308_past_surgical_hx_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_past_surgical_hx
scripts/309_past_medical_hx_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_past_medical_hx
scripts/310_functional_outcomes_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_functional_outcomes;operative_episode_detail_v2
scripts/311_physical_exam_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_physical_exam
scripts/312_presenting_symptoms_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_presenting_symptoms
scripts/313_small_volume_domains_tier2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/313b_tier2_completeness_invariant.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_recurrence_v1;longitudinal_lab_canonical_v1;note_entities_llm_airway_invasion;note_entities_llm_cervical_ln_detail;note_entities_llm_dynamic_risk_response;note_entities_llm_frozen_section_detail;note_entities_llm_functional_outcomes;note_entities_llm_imaging;note_entities_llm_labs;note_entities_llm_parathyroid_detail;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_llm_pathology;note_entities_llm_patient_decision_adherence;note_entities_llm_physical_exam;note_entities_llm_presenting_symptoms;note_entities_llm_rad_treatment;note_entities_llm_rai_detailed;note_entities_llm_recurrence;note_entities_llm_survival_followup;note_entities_llm_synoptic_pathology_enrichment;note_entities_llm_tg_kinetics;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;note_entities_llm_vascular_invasion;rai_treatment_episode_v2;synoptic_tumor_long_v1
scripts/314_verify_pathology_synoptics.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics;synoptic_tumor_long_v1
scripts/315_verify_us_nodule.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;ultrasound_reports
scripts/316_verify_genetics_per_test.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;molecular_results
scripts/317_verify_operative.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_operative_detail;operative_episode_detail_v2
scripts/318_verify_rai.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_rai_detailed;rai_treatment_episode_v2
scripts/319_verify_recurrence.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_recurrence_v1
scripts/320_verify_frozen_section.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/321_verify_vascular_invasion.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/321b_verify_airway_invasion.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/322_verify_parathyroid.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/323_verify_ln.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics
scripts/324_verify_labs.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;longitudinal_lab_canonical_v1;note_entities_llm_labs
scripts/325_archive_duplicates_round2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	Data_Dictionary;Genetics_Testing;US_Nodules_TIRADS;canonical_molecular_tested_v1;canonical_patient_master;data_dictionary_v279;imaging_nodule_master_v1;path_synoptics;synoptic_tumor_long_v1;tirads_llm_validation_v2;tumor_pathology;us_nodules_tirads
scripts/326_postcleanup_verification_v2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/327_operative_episode_detail_v2_rebuild.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_operative_detail;operative_episode_detail_v2
scripts/330_vc_complication_tiering.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;complication_phenotype_v1
scripts/332_path_stage_raw_extension.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;path_synoptics;synoptic_tumor_long_v1
scripts/333_rai_scan_findings_backfill.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_rai_detailed;rai_treatment_episode_v2
scripts/334_op_esophageal_inv_any_from_airway.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_airway_invasion
scripts/335_archive_round3.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_molecular_tested_v1;canonical_patient_master;canonical_survival_followup_v1;clinical_note_ln_extracted_v1;clinical_notes_long;complication_phenotype_v1;ct_imaging;data_dictionary_v279;ete_adjudication_v1;extracted_braf_recovery_v1;extracted_ete_subgraded_v1;extracted_fna_bethesda_v1;extracted_postop_labs_expanded_v1;extracted_ras_patient_summary_v1;extracted_rln_injury_refined_v2;extracted_tirads_validated_v1;fna_cytology;fna_episode_master_v2;fna_history;longitudinal_lab_canonical_v1;molecular_results;molecular_testing;molecular_variant_long;mri_imaging;nsqip_enrichment;nsqip_patient_summary;nuclear_med;path_synoptics;patient_completion_oed_path_linkage_v1;specimen_genomic_assay_v1;specimen_master_v1;specimen_source_xref_v1;specimen_tumor_focus_v1;survival_cohort_enriched;synoptic_tumor_long_v1;thyroid_sizes;thyroid_weights;tirads_llm_extracted_v2;tirads_llm_validation_v2;tumor_episode_master_v2;tumor_pathology;tumor_stage_heterogeneity_v1;ultrasound_reports
scripts/337_build_verify_concordance_master.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/338_build_verify_long.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/339_build_tier2_master_and_move_events.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/340_schema_reorg_audit.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;canonical_recurrence_v1;clinical_notes_long;fna_episode_master_v2;longitudinal_lab_canonical_v1;operative_episode_detail_v2;path_outcome_classification_v1;rai_treatment_episode_v2;synoptic_tumor_long_v1;thyroglobulin_lab_canonical_v1;tumor_episode_master_v2
scripts/341_rebuild_operative_episode_multi_v2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_operative_detail;operative_episode_detail_v2
scripts/342_backfill_op_esophageal_inv_any.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;note_entities_llm_airway_invasion;note_entities_operative_detail;operative_episode_detail_v2
scripts/343_vc_tier_diagnostic.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master
scripts/344_calcium_llm_recovery.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;longitudinal_lab_canonical_v1;note_entities_llm_labs
scripts/345_prompt5_audit.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;operative_episode_detail_v2
scripts/347_lab_master_canonical_v1_build.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	Labs_Calcium;Labs_Longitudinal;Labs_PTH;Labs_TSH;Labs_Thyroglobulin;Labs_VitaminD;canonical_labs_calcium_v1;canonical_labs_pth_v1;canonical_labs_thyroglobulin_v1;canonical_labs_tsh_v1;canonical_labs_vitamin_d_v1;canonical_patient_master;extracted_postop_labs_expanded_v1;longitudinal_lab_VIEW_v1;longitudinal_lab_canonical_v1;note_entities_llm_labs;thyroglobulin_lab_VIEW_v1;thyroglobulin_lab_canonical_v1
scripts/348_lab_ingestion_refactor_verify.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_labs_calcium_v1;canonical_labs_pth_v1;canonical_labs_thyroglobulin_v1;canonical_labs_tsh_v1;canonical_labs_vitamin_d_v1;canonical_patient_master;longitudinal_lab_VIEW_v1;longitudinal_lab_canonical_v1;thyroglobulin_lab_VIEW_v1;thyroglobulin_lab_canonical_v1
scripts/360_frozen_section_cleanup.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_frozen_section_events_v1;canonical_frozen_section_patient_rollup_v1;canonical_patient_master;note_entities_llm_frozen_section_detail;operative_episode_detail_v2;path_synoptics
scripts/361_op_path_consolidation.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_benign_diagnosis_v1;canonical_diagnosis_unified_v1;canonical_malignant_diagnosis_v1;canonical_path_benign_events_v1;canonical_path_benign_patient_rollup_v1;canonical_path_gland_events_v1;canonical_path_gland_patient_rollup_v1;canonical_path_malignant_events_v1;canonical_path_malignant_patient_rollup_v1;canonical_patient_master;canonical_tumor_characteristics_v1;path_benign_events_VIEW_v1;path_benign_patient_rollup_VIEW_v1;path_gland_events_VIEW_v1;path_gland_patient_rollup_VIEW_v1;path_malignant_events_VIEW_v1;path_malignant_patient_rollup_VIEW_v1;path_outcome_classification_v1;path_synoptics;specimen_master_v1;specimen_tumor_focus_v1;synoptic_tumor_long_v1;tumor_episode_master_v2
scripts/361_us_v1_archive.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	imaging_nodule_master_v1;tirads_llm_extracted_v2
scripts/362_canonical_us_nodule_v2.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;imaging_nodule_master_v1;us_nodules_tirads
scripts/362_operative_consolidation.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	Surgery_Episode_Detail;canonical_operative_events_v1;canonical_operative_patient_rollup_v1;canonical_operative_procedure_codes_v1;canonical_path_benign_events_v1;canonical_path_gland_events_v1;canonical_path_malignant_events_v1;canonical_patient_master;note_entities_operative_detail;note_entities_procedures;operative_episode_detail_v2;operative_events_VIEW_v1;operative_patient_rollup_VIEW_v1;operative_procedure_codes_VIEW_v1
scripts/363_cpm_feeder_repoint.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_invasion_patient_rollup_v1;canonical_patient_master
scripts/363_invasion_canonical.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	Surgery_Episode_Detail;canonical_frozen_section_events_v1;canonical_invasion_events_v1;canonical_invasion_patient_rollup_v1;canonical_operative_events_v1;canonical_path_benign_events_v1;canonical_path_malignant_events_v1;canonical_patient_master;ct_imaging;invasion_events_VIEW_v1;invasion_patient_rollup_VIEW_v1;mri_imaging;note_entities_llm_airway_invasion;note_entities_llm_vascular_invasion;path_synoptics;synoptic_tumor_long_v1;tumor_episode_master_v2
scripts/363_reset_v3.py	duckdb.connect	scripts	ACTIVE	no	yes	yes	P3	canonical_invasion_events_v1;canonical_invasion_patient_rollup_v1;invasion_events_VIEW_v1;invasion_patient_rollup_VIEW_v1
scripts/363_us_nodule_conflict_queue_v1.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2
scripts/364B_survival_followup_consolidation.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_labs_calcium_v1;canonical_labs_pth_v1;canonical_labs_thyroglobulin_v1;canonical_labs_tsh_v1;canonical_labs_vitamin_d_v1;canonical_operative_events_v1;canonical_patient_master;canonical_survival_followup_v1;note_entities_llm_survival_followup
scripts/364_canonical_us_thyroid_gland_v2.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_thyroid_gland_v2;ultrasound_reports;us_nodules_tirads
scripts/364_cleanup_orphan_views.py	duckdb.connect	scripts	ACTIVE	no	yes	yes	P3	canonical_survival_followup_v1;survival_cohort_enriched
scripts/364_complications_consolidation.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_complications_events_v1;canonical_complications_patient_rollup_v1;canonical_labs_calcium_v1;canonical_labs_pth_v1;canonical_operative_events_v1;canonical_patient_master;canonical_survival_followup_v1;complication_patient_summary_v1;complication_phenotype_v1;complications_events_VIEW_v1;complications_patient_rollup_VIEW_v1;extracted_complications_refined_v5;extracted_rln_injury_refined_v2;note_entities_complications;note_entities_llm_dynamic_risk_response;note_entities_llm_recurrence;note_entities_llm_survival_followup
scripts/364_cpm_feeder_repoint.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_complications_patient_rollup_v1;canonical_patient_master;complication_patient_summary_v1;complication_phenotype_v1
scripts/364b_canonical_us_lymph_node_v2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_us_lymph_node_v2;ultrasound_reports;us_nodules_tirads
scripts/365_psh_pmh_meds_consolidation.py	duckdb.connect	scripts	ACTIVE	yes	yes	yes	P3	canonical_medications_events_v1;canonical_medications_patient_rollup_v1;canonical_operative_events_v1;canonical_patient_master;canonical_pmh_events_v1;canonical_pmh_patient_rollup_v1;canonical_psh_events_v1;canonical_psh_patient_rollup_v1;canonical_us_lymph_node_v2;medications_events_VIEW_v1;medications_patient_rollup_VIEW_v1;note_entities_llm_past_medical_hx;note_entities_llm_past_surgical_hx;note_entities_medications;note_entities_problem_list;pmh_events_VIEW_v1;pmh_patient_rollup_VIEW_v1;psh_events_VIEW_v1;psh_patient_rollup_VIEW_v1
scripts/366_canonical_us_exam_master_v2.py	connect_locked	scripts	ACTIVE	yes	yes	yes	P0	canonical_patient_master;canonical_us_exam_master_VIEW_v2;canonical_us_lymph_node_events_v2;canonical_us_lymph_node_v2;canonical_us_nodule_v2;canonical_us_thyroid_gland_v2
scripts/367_canonical_us_patient_master_v2.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_exam_master_VIEW_v2;canonical_us_patient_master_VIEW_v2
scripts/368_vasc_v2_merge_load_rollup.py	connect_md	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_patient_master;data_dictionary_v279;note_entities_llm_vascular_invasion;note_entities_llm_vascular_invasion_v2
scripts/369_pathology_v2_merge_load_rollup.py	connect_md	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_frozen_section_events_v1;canonical_pathology_clinical_events_v1;canonical_pathology_clinical_patient_rollup_v1;canonical_patient_master;canonical_us_lymph_node_v2;fna_cytology;molecular_testing;note_entities_llm_pathology
scripts/370_us_v1_drop_after_verify.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	imaging_nodule_master_v1;tirads_llm_extracted_v2
scripts/371_us_redundant_sources_archive_drop.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;extracted_tirads_validated_v1
scripts/372_us_llm_entities_archive_drop.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics
scripts/373_us_workspace_views_cleanup.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	us_nodules_tirads
scripts/374_canonical_us_nodule_v2_tirads_cleanup.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	canonical_us_nodule_v2
scripts/376_us_llm_absorption_mapping.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_lymph_node_v2;canonical_us_nodule_v2;canonical_us_thyroid_gland_v2;note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;nuclear_med
scripts/377_absorb_llm_entities_into_v2.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics;us_nodules_tirads
scripts/378_absorb_tirads_v2_raw_into_v2.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;us_nodules_tirads
scripts/379_verify_v2_invariants.py	connect_locked	scripts	ACTIVE	no	yes	no	P2	canonical_us_lymph_node_v2;canonical_us_nodule_v2;us_nodules_tirads
scripts/380_drop_held_tables_after_absorb.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics
scripts/381_rebuild_gap_stub.py	connect_locked	scripts	ACTIVE	no	yes	yes	P1	canonical_us_nodule_v2;note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics
scripts/382_cervical_ln_clinical_merge_load_rollup.py	connect_md	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_cervical_ln_clinical_events_v1;canonical_cervical_ln_clinical_patient_rollup_v1;canonical_frozen_section_events_v1;canonical_patient_master;canonical_us_lymph_node_v2;note_entities_llm_cervical_ln_detail
scripts/382_restore_7_cervical_ln_legacy_notes.py	connect_md	scripts	ACTIVE	yes	yes	yes	P0	canonical_cervical_ln_clinical_events_v1;canonical_cervical_ln_clinical_patient_rollup_v1;canonical_patient_master;note_entities_llm_cervical_ln_detail
scripts/383_tirads_granular_merge_load.py	connect_md	scripts	ACTIVE	no	yes	yes	P1	__readme;canonical_frozen_section_events_v1;canonical_us_lymph_node_v2;canonical_us_nodule_v2;note_entities_llm_imaging;note_entities_llm_tirads_granular;note_entities_llm_us_nodule_dynamics
scripts/384_esophageal_invasion_merge_load_rollup.py	connect_md	scripts	ACTIVE	yes	yes	yes	P0	__readme;canonical_esophageal_invasion_events_v1;canonical_esophageal_invasion_patient_rollup_v1;canonical_frozen_section_events_v1;canonical_patient_master;canonical_us_lymph_node_v2;canonical_us_nodule_v2;note_entities_llm_esophageal_invasion
scripts/385_round2_canonical_verify.py	connect_md	scripts	ACTIVE	yes	yes	no	P2	__readme;canonical_cervical_ln_clinical_events_v1;canonical_cervical_ln_clinical_patient_rollup_v1;canonical_esophageal_invasion_events_v1;canonical_esophageal_invasion_patient_rollup_v1;canonical_frozen_section_events_v1;canonical_pathology_clinical_events_v1;canonical_pathology_clinical_patient_rollup_v1;canonical_patient_master;canonical_us_lymph_node_v2;canonical_us_nodule_v2;note_entities_llm_tirads_granular
