domain,detail,reason
imaging_fna_link,e7c4aed5dd3d5fc022c3f1aeb09a3d69,no_primary_linkage_row
imaging_fna_link,0a8523dae7fde8f3cf480d6c3dd6b5aa,no_primary_linkage_row
imaging_fna_link,a05ffa9dd41ef12c523e26ba54ae54f2,no_primary_linkage_row
imaging_fna_link,e9d48ef213d2162e2b34d22fbd3449ee,no_primary_linkage_row
imaging_fna_link,5fba9a9fe1b40d9822056b155a102793,no_primary_linkage_row
imaging_fna_link,34940e91553917ea154e4918e9c222d4,no_primary_linkage_row
imaging_fna_link,8826e8d489dbaddeb7def99e6838ec59,no_primary_linkage_row
imaging_fna_link,0868d6ea0b71d4f9cb9371e8c2b2ea51,no_primary_linkage_row
imaging_fna_link,adb8ba60491798c3bf3de6e9c32fcdcb,no_primary_linkage_row
imaging_fna_link,c7ef592ba82a086658d9c616df0bbdbc,no_primary_linkage_row
imaging_fna_link,e1a4f6746e1794d128d374f0f04f2ce5,no_primary_linkage_row
imaging_fna_link,c939f7beb5df23919d77961c2e2d920d,no_primary_linkage_row
imaging_fna_link,53415d0112b04c1812ac04c0f3675e7f,no_primary_linkage_row
imaging_fna_link,587746556724d88126e61919de2a7442,no_primary_linkage_row
imaging_fna_link,afa56d7d6528fdb859b0a893f6eb1b6b,no_primary_linkage_row
imaging_fna_link,e47bad5705a587e278fad79208d7df7f,no_primary_linkage_row
imaging_fna_link,45b72639758c2ebe55223e017214fce9,no_primary_linkage_row
imaging_fna_link,cc7b291b31dae1fa8f5712e6f9891984,no_primary_linkage_row
imaging_fna_link,75a42a837b1de4e8a3e1489c042beddc,no_primary_linkage_row
imaging_fna_link,2f468ffecc84cc7227de6d8d9e103195,no_primary_linkage_row
imaging_fna_link,f8b870cd6d38d8a18b7f4a76f9fabc2f,no_primary_linkage_row
imaging_fna_link,60c45a0f81ef539cc1079e4652248444,no_primary_linkage_row
imaging_fna_link,9276dd23beb2362c9870bc6c1ecf8fe9,no_primary_linkage_row
imaging_fna_link,ccc43bc7b2f3309d6c6eb51fc9064003,no_primary_linkage_row
imaging_fna_link,cd573f71b225c32c9d5925aa040f4895,no_primary_linkage_row
imaging_fna_link,260bbd391127c3685ebd02766fa4ca71,no_primary_linkage_row
imaging_fna_link,e4189ae4dd5c0ee296a487d3d7a371b5,no_primary_linkage_row
imaging_fna_link,7b7fa0136b115a13cc72e9eb80f20953,no_primary_linkage_row
imaging_fna_link,30e0319d595090f768873a69bdaa6960,no_primary_linkage_row
imaging_fna_link,03f2f1d794b032c24eeedd1adfb80404,no_primary_linkage_row
imaging_fna_link,087130180d03e9ad6f4875100b973ef2,no_primary_linkage_row
imaging_fna_link,37036cf7df82aa19226b77b07edabfab,no_primary_linkage_row
imaging_fna_link,637b6f646f464779cbe28baf7f0705d0,no_primary_linkage_row
imaging_fna_link,86eeee24dc37f6b34a4271382cd58add,no_primary_linkage_row
imaging_fna_link,b78ea7de13f01a2284402f2bc8302500,no_primary_linkage_row
imaging_fna_link,fb7ec196ddd9153e064a2fff7d784448,no_primary_linkage_row
imaging_fna_link,1ce8c6392c3370154f8afe70d7c3248b,no_primary_linkage_row
imaging_fna_link,4e2e40bf8f95da413bd26f53047e3356,no_primary_linkage_row
imaging_fna_link,1e72bb253ca1a0ad6cd0f3521e6bc44b,no_primary_linkage_row
imaging_fna_link,72e9d8eff686ff4d12ce64c3074b4b9d,no_primary_linkage_row
imaging_fna_link,9f534ddaa86ff95b594f90e55cceb6e7,no_primary_linkage_row
imaging_fna_link,c13596024db0a850548cb6c0adf910d9,no_primary_linkage_row
imaging_fna_link,43f03a1761768c131750fabd4bd2e498,no_primary_linkage_row
imaging_fna_link,c48b1d36b3a060979c6e2eb113dfa6d5,no_primary_linkage_row
imaging_fna_link,44391fb2d5920c0124ee0c2a9a65f755,no_primary_linkage_row
imaging_fna_link,1bb23ddd1b7a67efd617ef28b710e013,no_primary_linkage_row
imaging_fna_link,ef53ced8c6943bdada2f815cb8f1d33e,no_primary_linkage_row
imaging_fna_link,786989c2b79ed60c45c68f5fcd023f0d,no_primary_linkage_row
imaging_fna_link,8a9bc7f5d0229727c672ccb3505db9b9,no_primary_linkage_row
imaging_fna_link,5d6b95d06d93bf63ceb28a655664ee83,no_primary_linkage_row
imaging_fna_link,df94ca6b922ece0e230e5c3069a8d1a1,no_primary_linkage_row
imaging_fna_link,ea2f04f42240f81c2ac7d0c088f0d091,no_primary_linkage_row
imaging_fna_link,f8ff2d6ae6189ac68d18000ab2313c90,no_primary_linkage_row
imaging_fna_link,c4e3e9549d91eff0d1b120591ea46dc9,no_primary_linkage_row
imaging_fna_link,3b539edfaa5b83569fd62c1b52c074c4,no_primary_linkage_row
imaging_fna_link,2bf61413dc778b37bc098a8a2dc9ef2f,no_primary_linkage_row
imaging_fna_link,f96808bc47376eb501396e429877bc2b,no_primary_linkage_row
imaging_fna_link,a8e759aa6730ae0854f0121d5066e7fd,no_primary_linkage_row
imaging_fna_link,2540cd5082452f389d6d127c47820781,no_primary_linkage_row
imaging_fna_link,bcf495b0c439da6867e7233c48c55b24,no_primary_linkage_row
imaging_fna_link,a2f74a3df1c00e489b5338b56fa36611,no_primary_linkage_row
imaging_fna_link,d33c00b229acb66e718e3f8405c9b85b,no_primary_linkage_row
imaging_fna_link,2b54725d3082a8776837f6b486ebe610,no_primary_linkage_row
imaging_fna_link,f8acce5c8629ec4927fb78ddcefd7cda,no_primary_linkage_row
imaging_fna_link,f5de54aa7ff11fd29858717a86aa23d5,no_primary_linkage_row
imaging_fna_link,4e3ea71647266a37fadec5ec6bc1d9f1,no_primary_linkage_row
imaging_fna_link,7cae695b61eb1626154b12c3a3cd8ac7,no_primary_linkage_row
imaging_fna_link,0d47c45c2c0b5af07509d2afcce36d1a,no_primary_linkage_row
imaging_fna_link,15b78bbff78c019d07a40b910960b1fa,no_primary_linkage_row
imaging_fna_link,2f821313e461b66d94b2740581551e0b,no_primary_linkage_row
imaging_fna_link,8f9de81d253d2f346213131887e4d87c,no_primary_linkage_row
imaging_fna_link,7dc28134dcd78346adad393e4453e3bc,no_primary_linkage_row
imaging_fna_link,798f882ca1fba2901adb22a9215118d6,no_primary_linkage_row
imaging_fna_link,bac77f08874c67e9cb9f8edefcab7653,no_primary_linkage_row
imaging_fna_link,dbd8e7fb13c4e3538f6de39bfaafeac0,no_primary_linkage_row
imaging_fna_link,93a9fd67af9cd94061f7f5d76a345ae1,no_primary_linkage_row
imaging_fna_link,e93df7516d91582e23b8ebb735eba68c,no_primary_linkage_row
imaging_fna_link,6bc35856fc4bc1e1ca70a68800ba42c4,no_primary_linkage_row
imaging_fna_link,a2bd3bbf72028bc67f4fbf3678ccc21e,no_primary_linkage_row
imaging_fna_link,142731ce5d0f1545738c70ff5d1aebdb,no_primary_linkage_row
imaging_fna_link,7ab66fd8ca36fb039a9d5c92d27c8773,no_primary_linkage_row
imaging_fna_link,957897a7e1b34134228fb18dbe7a1bcc,no_primary_linkage_row
imaging_fna_link,7b22c21e439ec7e5369aaaac5f8d055a,no_primary_linkage_row
imaging_fna_link,144abde4166b8e590c19392f22d681dc,no_primary_linkage_row
imaging_fna_link,53aac245c6c17cd60b45c5c08ac6f451,no_primary_linkage_row
imaging_fna_link,aa72e5707d47e79bf7dfdb9ad380c1ee,no_primary_linkage_row
imaging_fna_link,2b103eb20ecf31920e136609414e1e58,no_primary_linkage_row
imaging_fna_link,68a165634ec764980998a97cb26497e1,no_primary_linkage_row
imaging_fna_link,22018a958578b596ddf8354fcf534886,no_primary_linkage_row
imaging_fna_link,3a487d531f043eed86020882c03beaec,no_primary_linkage_row
imaging_fna_link,4ebe403b2cd778f2a15554e9946026da,no_primary_linkage_row
imaging_fna_link,ec8f2271a4f46fe0d203f0b41829711f,no_primary_linkage_row
imaging_fna_link,15548558a7c0412dc4b25ad3f91de7ce,no_primary_linkage_row
imaging_fna_link,8160eb01e11cbc61752c4557c5daddf2,no_primary_linkage_row
imaging_fna_link,2a14053329dadfc7def59ba0a742a3ac,no_primary_linkage_row
imaging_fna_link,6e02b9d79551d5a1d6b64220d094e72d,no_primary_linkage_row
