race_level,or,ci_lo,ci_hi,p,param
Black,0.5998998204864828,0.43151215099614504,0.8339968962378752,0.0023670358022451965,"C(race_strat, Treatment('White'))[T.Black]"
Asian,1.6402430993290817,0.9726774586334589,2.765970775838153,0.06344545435579364,"C(race_strat, Treatment('White'))[T.Asian]"
