race_level,from_step,to_step,from_or,to_or,attenuation_pct
Black,M0,M6,0.3166503458574949,0.5131050530474855,-62.04
Black,M3,M4,0.359147082402266,0.44419573409037816,-23.68
Black,M3,M6,0.359147082402266,0.5131050530474855,-42.87
Black,M4,M5,0.44419573409037816,0.5162461049534264,-16.22
Asian,M0,M6,1.3230990882087592,1.0385758823630196,21.5
Asian,M3,M4,1.4312871207089781,1.315547742447333,8.09
Asian,M3,M6,1.4312871207089781,1.0385758823630196,27.44
Asian,M4,M5,1.315547742447333,1.1863583314691957,9.82
