schema,table,n_rows,n_cols
archive_pub_v1_0,fna_patient_rollup_v1_pre_canonical_rename_20260421,5266,20
archive_pub_v1_0,frozen_section_event_v1_preFROZENCLEANUP_20260421T160831Z,8640,18
archive_pub_v1_0,frozen_section_event_v1_preFROZENCLEANUP_20260421T160944Z,8640,18
archive_pub_v1_0,frozen_section_event_v1_preFROZENCLEANUP_20260421T161127Z,8640,18
archive_pub_v1_0,frozen_section_event_v1_preSCHEMAREORG_20260421T053651Z,8640,18
archive_pub_v1_0,frozen_section_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,3535,47
archive_pub_v1_0,functional_outcomes_event_v1_preSCHEMAREORG_20260421T053651Z,3322,15
archive_pub_v1_0,functional_outcomes_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,1842,27
archive_pub_v1_0,fusion_flag_unparsed_review_v265_pre297_20260421T040437Z,16,9
archive_pub_v1_0,fusion_parse_error_review_v265_pre297_20260421T040438Z,632,22
archive_pub_v1_0,ghost_rid_7744__molecular_patient_rollup_v227_pre265_20260417T033935Z,1,3
archive_pub_v1_0,ghost_rid_7744_molecular_results_pre265_20260417T033935Z,1,27
archive_pub_v1_0,ghost_rid_7744_molecular_test_episode_v2_pre265_20260417T033935Z,1,42
archive_pub_v1_0,ghost_rid_7744_molecular_testing_pre265_20260417T033935Z,1,11
archive_pub_v1_0,ghost_rid_7744_thyroseq_molecular_enrichment_pre265_20260417T033935Z,1,25
archive_pub_v1_0,histology_distinct_pre_mig267_20260502,38,2
archive_pub_v1_0,histology_vocab_normalization_map_v1_pre_mig224_20260430,96,5
archive_pub_v1_0,imaging_exam_master_v1_pre251_20260417T012311Z,13347,10
archive_pub_v1_0,imaging_exam_master_v1_pre_mig262img_20260501_v1,2,10
archive_pub_v1_0,imaging_fna_linkage_v3_pre251_20260417T012311Z,9911,20
archive_pub_v1_0,imaging_nodule_long_v2_pre246_backup_20260416T232324Z,19891,33
archive_pub_v1_0,imaging_nodule_master_v1_pre251_20260417T012311Z,37016,23
archive_pub_v1_0,imaging_nodule_master_v1_pre271_20260418T010726Z,37016,24
archive_pub_v1_0,imaging_nodule_master_v1_pre271b_20260418T021226Z,37016,25
archive_pub_v1_0,imaging_patient_summary_v1_pre251_20260417T012311Z,6126,13
archive_pub_v1_0,lab_cross_wave_dedup_map_v1_pre251_20260417T012311Z,21761,9
archive_pub_v1_0,lab_cross_wave_dedup_map_v1_pre347_20260421T164120Z,21761,9
archive_pub_v1_0,lab_cross_wave_dedup_map_v1_pre347_20260421T164325Z,21761,9
archive_pub_v1_0,legacy_column_sweep_v1_1_pre297_20260421T040443Z,5,6
archive_pub_v1_0,lesion_analysis_resolved_v1_pre251_20260417T012311Z,11851,28
archive_pub_v1_0,llm_model_pre386b_20260422__note_entities_llm_cervical_ln_detail,10084,2
archive_pub_v1_0,llm_model_pre386b_20260422__note_entities_llm_esophageal_invasion,4409,2
archive_pub_v1_0,llm_model_pre386b_20260422__note_entities_llm_pathology,10084,2
archive_pub_v1_0,llm_model_pre386b_20260422__note_entities_llm_tirads_granular,10084,2
archive_pub_v1_0,ln_crossval_v1_pre251_20260417T012311Z,4290,19
archive_pub_v1_0,ln_extract_noncohort_orphan_v279_pre297_20260421T040438Z,2,33
archive_pub_v1_0,ln_master_rollup_v1_pre251_20260417T012311Z,4273,78
archive_pub_v1_0,ln_master_rollup_v1_pre279_20260418T070418Z,4273,78
archive_pub_v1_0,ln_master_rollup_v1_pre279_20260418T070553Z,4273,78
archive_pub_v1_0,ln_master_rollup_v1_pre279_20260418T070936Z,4273,78
archive_pub_v1_0,ln_master_rollup_v1_pre279_20260418T071002Z,4273,78
archive_pub_v1_0,ln_master_rollup_v1_predup_20260416T183742Z,4290,78
archive_pub_v1_0,longitudinal_lab_canonical_v1_orphans_pre253_20260417T015343Z,2713,20
archive_pub_v1_0,longitudinal_lab_canonical_v1_pre235_backup_20260416,77960,18
archive_pub_v1_0,longitudinal_lab_canonical_v1_pre251_20260417T012311Z,77960,20
archive_pub_v1_0,longitudinal_lab_canonical_v1_pre347_20260421T164120Z,75291,21
archive_pub_v1_0,longitudinal_lab_canonical_v1_pre347_20260421T164325Z,75291,21
archive_pub_v1_0,manuscript_cohort_v1_pre251_20260417T012311Z,10871,151
archive_pub_v1_0,manuscript_dive_map_v1_pre272_snapshot_pre297_20260421T040432Z,63,8
archive_pub_v1_0,molecular_assay_dictionary_pre251_20260417T012311Z,4,11
archive_pub_v1_0,molecular_code_crosswalk_pre251_20260417T012311Z,44,6
archive_pub_v1_0,molecular_ingestion_runs_pre251_20260417T012311Z,1,7
archive_pub_v1_0,molecular_results_pre251_20260417T012311Z,10862,27
archive_pub_v1_0,molecular_test_episode_v2_pre251_20260417T012311Z,10126,42
archive_pub_v1_0,molecular_testing_pre251_20260417T012311Z,10862,11
archive_pub_v1_0,molecular_variant_long_pre251_20260417T012311Z,1640,22
archive_pub_v1_0,mri_imaging_pre251_20260417T012311Z,715,41
archive_pub_v1_0,nan_string_audit_v1_1_pre297_20260421T040444Z,476,8
archive_pub_v1_0,note_entities_complications_pre251_20260417T012311Z,9359,48
archive_pub_v1_0,note_entities_complications_pre364_20260422_050902,9359,48
archive_pub_v1_0,note_entities_genetics_pre251_20260417T012311Z,1738,48
archive_pub_v1_0,note_entities_llm_airway_invasion_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_airway_invasion_pre9domainv4_20260420T235106Z,11037,23
archive_pub_v1_0,note_entities_llm_cervical_ln_detail_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_cervical_ln_detail_pre382_20260422,11037,23
archive_pub_v1_0,note_entities_llm_dynamic_risk_response_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_frozen_section_detail_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_frozen_section_detail_pre9domainv4_20260421T002536Z,11037,23
archive_pub_v1_0,note_entities_llm_functional_outcomes_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_imaging_pre251_20260417T012311Z,11037,21
archive_pub_v1_0,note_entities_llm_labs_pre251_20260417T012311Z,11037,21
archive_pub_v1_0,note_entities_llm_parathyroid_detail_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_parathyroid_detail_pre9domainv4_20260421T004702Z,11037,23
archive_pub_v1_0,note_entities_llm_past_medical_hx_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_past_medical_hx_pre_mig281_20260503,11037,23
archive_pub_v1_0,note_entities_llm_past_surgical_hx_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_pathology_pre251_20260417T012311Z,11037,21
archive_pub_v1_0,note_entities_llm_pathology_pre369_20260422,11037,21
archive_pub_v1_0,note_entities_llm_patient_decision_adherence_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_physical_exam_pre251_20260417T012311Z,11037,21
archive_pub_v1_0,note_entities_llm_presenting_symptoms_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_rad_treatment_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_rai_detailed_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_recurrence_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_survival_followup_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_synoptic_pathology_enrichment__march2026_broken_pre297_20260421T040429Z,11037,23
archive_pub_v1_0,note_entities_llm_synoptic_pathology_enrichment_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_tg_kinetics_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_tirads_granular_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_us_nodule_dynamics_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_vascular_invasion_pre251_20260417T012311Z,11037,23
archive_pub_v1_0,note_entities_llm_vascular_invasion_pre368_20260422,39210,23
archive_pub_v1_0,note_entities_llm_vascular_invasion_pre9domainv4_20260421T022012Z,11037,23
archive_pub_v1_0,note_entities_llm_vascular_invasion_v2_pre_mig281_20260503,3861,14
archive_pub_v1_0,note_entities_medications_pre251_20260417T012311Z,7501,48
archive_pub_v1_0,note_entities_medications_pre365_20260422_052723,7501,48
archive_pub_v1_0,note_entities_medications_pre365_20260422_064041,7501,48
archive_pub_v1_0,note_entities_medications_pre365_20260422_064230,7501,48
archive_pub_v1_0,note_entities_medications_pre365b_20260422_122116,7501,48
archive_pub_v1_0,note_entities_operative_detail_pre251_20260417T012311Z,12151,48
archive_pub_v1_0,note_entities_problem_list_pre251_20260417T012311Z,11579,48
archive_pub_v1_0,note_entities_problem_list_pre365_20260422_052723,11579,48
archive_pub_v1_0,note_entities_problem_list_pre365_20260422_064041,11579,48
archive_pub_v1_0,note_entities_problem_list_pre365_20260422_064230,11579,48
archive_pub_v1_0,note_entities_problem_list_pre365b_20260422_122116,11579,48
archive_pub_v1_0,note_entities_procedures_pre251_20260417T012311Z,21942,48
archive_pub_v1_0,note_entities_staging_pre251_20260417T012311Z,3807,48
archive_pub_v1_0,nsqip_enrichment_pre251_20260417T012311Z,1275,94
archive_pub_v1_0,nsqip_patient_summary_pre251_20260417T012311Z,1261,94
archive_pub_v1_0,nuclear_med_pre251_20260417T012311Z,2220,17
archive_pub_v1_0,operative_episode_detail_v2_pre251_20260417T012311Z,9371,39
archive_pub_v1_0,operative_episode_detail_v2_pre292_20260421T035822Z,9371,39
archive_pub_v1_0,operative_episode_detail_v2_pre292_20260421T035847Z,9371,39
archive_pub_v1_0,operative_episode_detail_v2_pre362_20260422_005646,11773,49
archive_pub_v1_0,operative_episode_detail_v2_preFROZENCLEANUP_20260421T160831Z,11773,45
archive_pub_v1_0,operative_episode_detail_v2_preFROZENCLEANUP_20260421T160944Z,11773,45
archive_pub_v1_0,operative_episode_detail_v2_preSCRIPT341_20260421T061246Z,9371,39
archive_pub_v1_0,parathyroid_detail_event_v1_preSCHEMAREORG_20260421T053651Z,10130,15
archive_pub_v1_0,parathyroid_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,3706,21
archive_pub_v1_0,past_medical_hx_event_v1_preSCHEMAREORG_20260421T053651Z,865,18
archive_pub_v1_0,past_medical_hx_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,295,16
archive_pub_v1_0,past_surgical_hx_event_v1_preSCHEMAREORG_20260421T053651Z,3919,17
archive_pub_v1_0,past_surgical_hx_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,1878,13
archive_pub_v1_0,path_outcome_classification_v1_pre251_20260417T012311Z,10871,9
archive_pub_v1_0,path_outcome_classification_v1_pre361_20260422_002245,10871,9
archive_pub_v1_0,path_size_adjudication_v241_pre251_20260417T012311Z,96,8
archive_pub_v1_0,path_size_adjudication_v241_pre325_20260421T045712Z,96,8
archive_pub_v1_0,path_synoptics_pre251_20260417T012311Z,11688,271
archive_pub_v1_0,path_synoptics_pre266c_20260417T235958Z,11688,271
archive_pub_v1_0,path_synoptics_pre_mig261_20260501,11688,19
archive_pub_v1_0,path_synoptics_pre_mig268_20260502,2,2
archive_pub_v1_0,patient_analysis_resolved_v1_pre251_20260417T012311Z,10871,146
archive_pub_v1_0,patient_completion_oed_path_linkage_v1_pre251_20260417T012311Z,11506,24
archive_pub_v1_0,patient_cross_domain_timeline_v2_pre251_20260417T012311Z,61055,6
archive_pub_v1_0,patient_decision_adherence_event_v1_preSCHEMAREORG_20260421T053651Z,641,15
archive_pub_v1_0,patient_decision_adherence_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,398,17
archive_pub_v1_0,patient_tier2_master_v1_preFROZENCLEANUP_20260421T160831Z,10871,213
archive_pub_v1_0,patient_tier2_master_v1_preFROZENCLEANUP_20260421T160944Z,10871,213
archive_pub_v1_0,patient_tumor_rollup_v1_pre251_20260417T012311Z,8422,41
archive_pub_v1_0,patient_tumor_rollup_v1_pre348_20260421T125715Z,8422,41
archive_pub_v1_0,physical_exam_event_v1_preSCHEMAREORG_20260421T053651Z,2025,17
archive_pub_v1_0,physical_exam_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,522,22
archive_pub_v1_0,pmh_events_smoking_pre_mig287_20260504,30,19
archive_pub_v1_0,presenting_symptoms_event_v1_preSCHEMAREORG_20260421T053651Z,280,15
archive_pub_v1_0,presenting_symptoms_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,120,9
archive_pub_v1_0,qa_fusion_parse_triage_v1_20260416T153535Z,1170,5
archive_pub_v1_0,qc_tir03_llm_candidates_v1_pre_mig222_20260430,448,11
archive_pub_v1_0,rad_treatment_event_v1_preSCHEMAREORG_20260421T053651Z,580,14
archive_pub_v1_0,rad_treatment_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,213,11
archive_pub_v1_0,rai_benign_histology_recovery_v234_pre239_backup_20260416T204642Z,0,6
archive_pub_v1_0,rai_treatment_episode_v2_pre251_20260417T012311Z,1857,32
archive_pub_v1_0,recurrence_event_clean_v1_pre251_20260417T012311Z,1946,11
archive_pub_v1_0,recurrence_event_clean_v1_pre_mig269_20260503,1946,11
archive_pub_v1_0,recurrence_event_clean_v1_pre_mig284_20260503,1946,11
archive_pub_v1_0,registry_end_to_end_validation_v273_pre297_20260421T040439Z,820,6
archive_pub_v1_0,registry_normalization_review_v1_1_pre297_20260421T040445Z,116,12
archive_pub_v1_0,registry_v2_resolution_audit_v273_pre297_20260421T040440Z,934,6
archive_pub_v1_0,registry_v2_unresolved_pointers_v273_pre297_20260421T040441Z,0,6
archive_pub_v1_0,ret_note_entity_adjudication_v226_pre251_20260417T012311Z,177,13
archive_pub_v1_0,ret_note_entity_adjudication_v226_pre325_20260421T045713Z,177,13
archive_pub_v1_0,ret_patient_adjudicated_v226_pre251_20260417T012311Z,66,8
archive_pub_v1_0,ret_patient_adjudicated_v226_pre325_20260421T045714Z,66,8
archive_pub_v1_0,serial_imaging_us_pre251_20260417T012311Z,4162,6
archive_pub_v1_0,specimen_genomic_assay_v1_pre251_20260417T012311Z,10370,24
archive_pub_v1_0,specimen_master_v1_pre251_20260417T012311Z,10139,17
archive_pub_v1_0,specimen_source_xref_v1_pre251_20260417T012311Z,11273,9
archive_pub_v1_0,specimen_tumor_focus_v1_pre251_20260417T012311Z,11103,21
archive_pub_v1_0,survival_cohort_enriched_pre251_20260417T012311Z,61134,28
archive_pub_v1_0,survival_cohort_enriched_pre364_20260422_054500,61134,28
archive_pub_v1_0,synoptic_tumor_long_v1_pre251_20260417T012311Z,11103,22
archive_pub_v1_0,synoptic_tumor_long_v1_pre361_20260422_002245,11103,22
archive_pub_v1_0,tg_postop_surveillance_windows_v1_pre251_20260417T012311Z,16184,12
archive_pub_v1_0,tg_postop_surveillance_windows_v1_pre255rerun_20260421T172115Z,16184,12
archive_pub_v1_0,tg_timeline_patient_summary_v1_pre251_20260417T012311Z,3258,20
archive_pub_v1_0,tg_timeline_patient_summary_v1_pre255rerun_20260421T172115Z,3258,20
archive_pub_v1_0,thin_wrapper_pi_review_v273_pre297_20260421T040442Z,24,8
archive_pub_v1_0,thyroglobulin_lab_canonical_v1_orphans_pre253_20260417T015343Z,2713,21
archive_pub_v1_0,thyroglobulin_lab_canonical_v1_pre251_20260417T012311Z,76971,21
archive_pub_v1_0,thyroglobulin_lab_canonical_v1_pre347_20260421T164120Z,74258,22
archive_pub_v1_0,thyroglobulin_lab_canonical_v1_pre347_20260421T164325Z,74258,22
archive_pub_v1_0,thyroid_sizes_pre251_20260417T012311Z,11675,16
archive_pub_v1_0,thyroid_weights_pre251_20260417T012311Z,10001,9
archive_pub_v1_0,thyroseq_molecular_enrichment_pre251_20260417T012311Z,10862,25
archive_pub_v1_0,tier2_frozen_section_event_v1_preCANONICALPROMOTION_20260421T162256Z,7081,31
archive_pub_v1_0,tier2_past_medical_hx_event_v1_pre365b_20260422_063028,865,18
archive_pub_v1_0,tirads_llm_extracted_v2_pre251_20260417T012311Z,5636,26
archive_pub_v1_0,tirads_llm_validation_v2_pre251_20260417T012311Z,1225,27
archive_pub_v1_0,tirads_llm_validation_v2_pre325_20260421T045716Z,1225,27
archive_pub_v1_0,tirads_v2_nodule_patient_rollup_v1_pre348_20260421T125715Z,2465,9
archive_pub_v1_0,tirads_v2_report_patient_rollup_v1_pre348_20260421T125715Z,4073,5
archive_pub_v1_0,tirads_v2_reports_raw_pre325_20260421T045715Z,8810,23
archive_pub_v1_0,tumor_episode_master_v2_pre251_20260417T012311Z,11691,37
archive_pub_v1_0,tumor_episode_master_v2_pre266c_20260417T235958Z,11691,37
archive_pub_v1_0,tumor_episode_master_v2_pre361_20260422_002245,11691,37
archive_pub_v1_0,tumor_pathology_pre251_20260417T012311Z,4290,249
archive_pub_v1_0,tumor_pathology_pre266c_20260417T235958Z,4290,249
archive_pub_v1_0,tumor_pathology_pre325_20260421T045711Z,4290,253
archive_pub_v1_0,ultrasound_reports_pre251_20260417T012311Z,6793,223
archive_pub_v1_0,us_llm_absorption_deferred_multi_nodule_v1_pre_mig222_20260430,825,5
archive_pub_v1_0,us_nodules_tirads_placeholder_archive_v1_archived_20260421T022741Z,3,38
archive_pub_v1_0,us_nodules_tirads_pre251_20260417T012311Z,10862,36
archive_pub_v1_0,us_nodules_tirads_vs_inm_v1_discordance_v1_pre251_20260417T012311Z,1722,10
archive_pub_v1_0,v1_1_finalization_audit_v1_pre297_20260421T040446Z,71,9
archive_pub_v1_0,v1_1_tech_debt_v1_pre297_20260421T040447Z,5,10
archive_pub_v1_0,vascular_invasion_event_v1_preSCHEMAREORG_20260421T053651Z,22800,15
archive_pub_v1_0,vascular_invasion_patient_wide_v1_preSCHEMAREORG_20260421T053641Z,4215,20
archive_pub_v1_0,vc_paralysis_recalibration_v236_pre297_20260421T040443Z,59,5
archive_pub_v1_0,verify_airway_invasion_summary_v1_preSCHEMAREORG_20260421T053234Z,1,7
archive_pub_v1_0,verify_airway_invasion_v1_preSCHEMAREORG_20260421T053440Z,10871,4
archive_pub_v1_0,verify_frozen_section_summary_v1_preSCHEMAREORG_20260421T053234Z,2,7
archive_pub_v1_0,verify_frozen_section_summary_v1_preSCHEMAREORG_20260421T161154Z,2,7
archive_pub_v1_0,verify_frozen_section_summary_v1_preSCHEMAREORG_20260421T162305Z,2,7
archive_pub_v1_0,verify_frozen_section_v1_preSCHEMAREORG_20260421T053440Z,10872,7
archive_pub_v1_0,verify_frozen_section_v1_preSCHEMAREORG_20260421T161157Z,10871,7
archive_pub_v1_0,verify_frozen_section_v1_preSCHEMAREORG_20260421T162308Z,10871,7
archive_pub_v1_0,verify_genetics_per_test_summary_v1_preSCHEMAREORG_20260421T053234Z,1,7
archive_pub_v1_0,verify_genetics_per_test_v1_preSCHEMAREORG_20260421T053440Z,10861,4
archive_pub_v1_0,verify_labs_summary_v1_preSCHEMAREORG_20260421T053234Z,2,7
archive_pub_v1_0,verify_labs_v1_preSCHEMAREORG_20260421T053440Z,3760,7
archive_pub_v1_0,verify_ln_summary_v1_preSCHEMAREORG_20260421T053234Z,2,7
archive_pub_v1_0,verify_ln_v1_preSCHEMAREORG_20260421T053440Z,10871,7
archive_pub_v1_0,verify_operative_summary_v1_preSCHEMAREORG_20260421T053234Z,3,7
archive_pub_v1_0,verify_operative_v1_preSCHEMAREORG_20260421T053440Z,11422,10
archive_pub_v1_0,verify_parathyroid_summary_v1_preSCHEMAREORG_20260421T053234Z,2,7
archive_pub_v1_0,verify_parathyroid_v1_preSCHEMAREORG_20260421T053440Z,10872,7
archive_pub_v1_0,verify_pathology_synoptics_summary_v1_preSCHEMAREORG_20260421T053234Z,11,11
archive_pub_v1_0,verify_pathology_synoptics_v1_preSCHEMAREORG_20260421T053440Z,10871,35
archive_pub_v1_0,verify_rai_summary_v1_preSCHEMAREORG_20260421T053234Z,2,7
archive_pub_v1_0,verify_rai_v1_preSCHEMAREORG_20260421T053440Z,1148,7
archive_pub_v1_0,verify_recurrence_summary_v1_preSCHEMAREORG_20260421T053234Z,1,7
archive_pub_v1_0,verify_recurrence_v1_preSCHEMAREORG_20260421T053440Z,10871,10
archive_pub_v1_0,verify_us_nodule_summary_v1_preSCHEMAREORG_20260421T053234Z,3,11
archive_pub_v1_0,verify_us_nodule_v1_preSCHEMAREORG_20260421T053440Z,6126,10
archive_pub_v1_0,verify_vascular_invasion_summary_v1_preSCHEMAREORG_20260421T053234Z,1,7
archive_pub_v1_0,verify_vascular_invasion_v1_preSCHEMAREORG_20260421T053440Z,10871,4
archive_pub_v1_0,view_ddl_snapshot_pre249_20260417T010115Z,65,4
archive_pub_v1_0,view_ddl_snapshot_pre257_20260417T020239Z,65,4
archive_pub_v1_0,view_def_cohort_m025_tirads_performance_v1_pre_mig280_20260503,1,5
archive_pub_v1_0,view_def_cohort_m028_bethesda_iii_iv_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m029_fna_concordance_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m030_genetic_predictive_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m031_nuclear_medicine_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m032_pre_mig285_20260503,2,3
archive_pub_v1_0,view_def_cohort_m033_afirma_thyroseq_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m035_bethesda_v_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m036_ata_risk_comparison_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m037_ln_metastasis_v1_pre_mig280_20260503,1,5
archive_pub_v1_0,view_def_cohort_m037_pre_mig286_20260503,2,3
archive_pub_v1_0,view_def_cohort_m043_ln_predictors_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m046_niftp_era_bethesda_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m047_frozen_section_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m056_age_epidemiology_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_cohort_m060_adenoma_ftump_v1_pre_mig_283_20260504,1,5
archive_pub_v1_0,view_def_patient_master_canonical_pre_mig302_20260504,1,5
archive_pub_v1_0,view_definitions_snapshot_bigcleanup_pre297_20260421T040433Z,65,5
cpm_tirads_legacy_20260421,canonical_patient_master_pre_mig282_cpm_tirads_cleanup_20260504T040350Z,10871,1637
cpm_tirads_legacy_20260421,canonical_patient_master_pre_partB,10871,1585
cpm_tirads_legacy_20260421,mig282_view_def_cohort_descriptive_full_cohort_v1_pre_mig282_livepatch_20260504T040254Z,1,4
cpm_tirads_legacy_20260421,mig282_view_def_cohort_descriptive_full_cohort_v1_pre_mig282_resume_20260504T040226Z,1,4
cpm_tirads_legacy_20260421,mig282_view_def_cohort_m011_tirads_fna_genetics_v1_pre_mig282_livepatch_20260504T040254Z,1,4
cpm_tirads_legacy_20260421,mig282_view_def_cohort_m075_tirads_multi_nodule_v1_pre_mig282_livepatch_20260504T040254Z,1,4
cpm_tirads_legacy_20260421,view_def_cohort_descriptive_full_cohort_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m011_tirads_fna_genetics_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m025_tirads_performance_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m045_multimodal_risk_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m050_tumor_size_volume_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m053_nondiagnostic_fna_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m064_frozen_decision_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m075_tirads_multi_nodule_v1,1,6
cpm_tirads_legacy_20260421,view_def_cohort_m076_ln_surveillance_v1,1,6
llm_invasion_legacy_20260425,_deprecated_note_entities_llm_airway_invasion_archived_20260422,48169,23
llm_invasion_legacy_20260425,_deprecated_note_entities_llm_vascular_invasion_archived_20260422,20536,23
main,canonical_patient_master_pre_cleanup_20260422,10871,1591
main,note_entities_staging_archived_20260422,3807,48
main,v_mete_ptc_analytic_archived_20260422,3228,15
manuscript_workspace_legacy_20260422,candidate_us_exam_master_v2,18551,23
manuscript_workspace_legacy_20260422,canonical_us_nodule_v2_pre_s376_snapshot,37579,18
manuscript_workspace_legacy_20260422,prompt5_remediation_log_v1,149,9
manuscript_workspace_legacy_20260422,prompt5_remediation_summary_v1,5,7
manuscript_workspace_legacy_20260422,prompt6_completion_audit_v1,76,6
manuscript_workspace_legacy_20260422,prompt6_defer_log_v1,23,5
manuscript_workspace_legacy_20260422,prompt6_older_master_decisions_v1,5,9
manuscript_workspace_legacy_20260422,prompt6_poststate_v1,6,6
manuscript_workspace_legacy_20260422,prompt6_prestate_v1,10,6
manuscript_workspace_legacy_20260422,prompt6_view_rebuild_log_v1,2,6
manuscript_workspace_legacy_20260422,prompt6_wiring_gap_remediation_v1,13,7
manuscript_workspace_legacy_20260422,prompt7_handoff_v1,42,6
molecular_legacy_20260421,analysis_molecular_subset_v1,10025,126
molecular_legacy_20260421,canonical_molecular_tested_v1,1286,17
molecular_legacy_20260421,genetics_per_patient_master_v1,10871,13
molecular_legacy_20260421,genetics_per_test_master_v1,1742,22
molecular_legacy_20260421,molecular_assay_dictionary,4,11
molecular_legacy_20260421,molecular_code_crosswalk,44,6
molecular_legacy_20260421,molecular_ingestion_runs,1,7
molecular_legacy_20260421,molecular_results,10861,27
molecular_legacy_20260421,molecular_test_episode_v2,10650,43
molecular_legacy_20260421,molecular_testing,10861,11
molecular_legacy_20260421,molecular_variant_long,1640,22
molecular_legacy_20260421,note_entities_genetics,1738,48
molecular_legacy_20260421,thyroseq_molecular_enrichment,10861,25
note_entities_llm_legacy_20260422,note_entities_llm_functional_outcomes_qwen_20260422,11037,23
note_entities_llm_legacy_20260422,note_entities_llm_labs_qwen_20260422,11037,21
note_entities_llm_legacy_20260422,note_entities_llm_parathyroid_detail_qwen_20260422,17321,23
note_entities_llm_legacy_20260422,note_entities_llm_patient_decision_adherence_qwen_20260422,11037,23
note_entities_llm_legacy_20260422,note_entities_llm_physical_exam_qwen_20260422,11037,21
note_entities_llm_legacy_20260422,note_entities_llm_rad_treatment_qwen_20260422,11037,23
note_entities_llm_legacy_20260422,note_entities_llm_survival_followup_qwen_20260422,11037,23
note_entities_llm_legacy_20260422,note_entities_llm_synoptic_pathology_enrichment_qwen_20260422,26584,23
note_entities_llm_legacy_20260422,note_entities_llm_tg_kinetics_qwen_20260422,11037,23
tier2_legacy_20260422,airway_invasion_event_v1,11601,15
tier2_legacy_20260422,dynamic_risk_response_event_v1,53,14
tier2_legacy_20260422,frozen_section_event_v1,7081,31
tier2_legacy_20260422,functional_outcomes_event_v1,3322,15
tier2_legacy_20260422,parathyroid_detail_event_v1,10130,15
tier2_legacy_20260422,past_surgical_hx_event_v1,3919,17
tier2_legacy_20260422,patient_decision_adherence_event_v1,641,15
tier2_legacy_20260422,patient_tier2_master_v1,10871,384
tier2_legacy_20260422,physical_exam_event_v1,2025,17
tier2_legacy_20260422,presenting_symptoms_event_v1,280,15
tier2_legacy_20260422,rad_treatment_event_v1,580,14
tier2_legacy_20260422,vascular_invasion_event_v1,22800,15
us_legacy_20260421,archived_canonical_us_exam_master_v2,18102,23
us_legacy_20260421,archived_canonical_us_patient_master_v2,10859,19
us_legacy_20260421,archived_extracted_tirads_validated_v1,3439,15
us_legacy_20260421,archived_note_entities_llm_imaging,11037,21
us_legacy_20260421,archived_note_entities_llm_tirads_granular,11037,23
